,0
cons05.resp,0.01446380302089614
cons05.cvs,0.09667436013072386
cons05.cns,0.4919846695974039
cons05.ren,0.6097065063763663
cons05.hep,0.7078778385096516
cons05.hem,0.0626415811921705
niv,0.09208302190294632
iv,0.15159458265728606
hfnc,1.0
ecls,1.0
inotrope,0.15168046640129257
crrt,1.0
sex,0.14472168699674728
ccc.neuro,1.0
ccc.cardio,0.335340742988046
ccc.pulmo,0.3798008263120216
ccc.uro,1.0
ccc.gastro,0.2387918927393725
ccc.haemimmuno,1.0
ccc.metabol,1.0
ccc.malform,0.6100960208410604
ccc.onco,0.020542979343478852
ccc.neo,0.05630281291991123
ccc.surg,0.05630281291991123
ccc.techdep,1.0
ccc.transplant,1.0
abx.change.pen,0.044240968126078056
abx.change.oxa,0.13297259998143313
abx.change.pip,1.0
abx.change.cla,0.38060372689846633
abx.change.cxm,0.481562479913186
abx.change.cro,0.0915707719441994
abx.change.fep,1.0
abx.change.mem,0.39086776392317785
abx.change.amk,0.6128881260279229
abx.change.van,0.14926757434758053
abx.change.cip,1.0
abx.change.lzd,1.0
abx.change.cli,0.050701490212878605
abx.change.mtz,1.0
abx.change.sxt,0.07803468208092486
focus_abdominal,0.39086776392317785
focus_clabsi,0.00018750524019916858
focus_cns,0.2387918927393725
focus_earnosethroat,1.0
focus_endocarditis,1.0
focus_osteoarticular,4.413901890206617e-36
focus_other,1.0
focus_pneumonia,0.5004904027188197
focus_primbsi,0.02048736440943324
focus_skin,0.2387918927393725
focus_toxic_shock,1.0
focus_uti,0.2252201986610498
focus_wound,1.0
patho_candida,1.0
patho_cons,0.09344902261457999
patho_ecoli,0.023520935117895284
patho_enterococcus,1.0
patho_hinfluenzae,1.0
patho_klebsiella,1.0
patho_nmeningitidis,1.0
patho_othergneg,0.14926757434758053
patho_othergpos,1.0
patho_paeruginosa,0.6097065063763663
patho_sagalactiae,0.14815305698652648
patho_saureus,1.1746572138013079e-15
patho_spneumoniae,0.2251592850828799
patho_spyogenes,1.0
patho_viridansgroup,0.3298278372284898
cahai_ca,0.0009419223500916473
cahai_eos,0.2374605190563373
cahai_hai,0.06140737649157238
cahai_los.ca,0.24419055718646066
cahai_los.hai,0.7804588864955829
cate_comorbidity,3.912394724417062e-05
cate_healthy,1.186957881276999e-08
cate_neonate,0.044401735520666605
eth_african,0.6097065063763663
eth_asian,0.5964558013459347
eth_caucasian,0.2251592850828799
eth_jewish,1.0
eth_mixed,0.38060372689846633
