,F_stat,p-value
Q15797,20.105594213989985,9.709680551509856e-05
infections_PC_35,9.615516314543282e-05,0.993106126808428
Q9BZR6,0.09853978290636786,0.7543450820468006
Q96DB9,3.13818041583491,0.07719196038450335
Q04900,26.978427849037836,9.709680551509856e-05
infections_PC_4,15.629171301393178,0.00019419361103019712
Q9Y478,7.942493734811424,0.005437421108845519
context_PC_6,4.768441583025164,0.03408097873579959
context_PC_9,2.233411667787487,0.13768327022040974
Q9BYZ8,27.607791926312668,9.709680551509856e-05
P35225,0.037811559080077745,0.8445480143703272
ccc.summary,75.93199320462595,9.709680551509856e-05
P20783,1.7026061848823242,0.2080784542188562
demographics_PC_5,5.8251816434950126,0.018545489853383824
P35240,11.450566482180035,0.0004854840275754928
context_PC_8,2.039692379883876,0.15283037188076512
P53539,21.592119321290852,9.709680551509856e-05
Q9UKL0,52.967971516715046,9.709680551509856e-05
context_PC_13,0.364219011698452,0.5366540440819497
infections_PC_33,3.4692223234585295,0.05767550247596854
Q9GZY6,25.742576148394033,9.709680551509856e-05
demographics_PC_6,20.02781950161709,9.709680551509856e-05
P01138,2.0898497335567026,0.15166521021458393
Q8NBJ7,8.343113752612048,0.003689678609573745
Q96P31,2.035184264565068,0.15729682493445965
P34130,14.608211566362606,9.709680551509856e-05
infections_PC_34,1.5027945499301856,0.22351684629575688
O75688,9.222701897059304,0.003495484998543548
P09769,23.812226589969296,9.709680551509856e-05
P19474,3.6300973582808314,0.053597436644334404
infections_PC_11,1.6694281020021484,0.19409651422468202
P52294,0.11957046852155434,0.728128944557724
P19878,14.719879144853676,0.00019419361103019712
infections_PC_18,7.762282864175102,0.004854840275754928
P51858,35.66293635747198,9.709680551509856e-05
O14625,0.8031293753421023,0.3691620545684047
Q16820,1.2556076850572546,0.25944266433634333
Q9NY25,31.524287208066273,9.709680551509856e-05
O75787,22.437381467495026,9.709680551509856e-05
P13236,1.208666356313903,0.2737158947470628
Q9UMR7,10.70050094323049,0.0012622584716962813
cons05.score,141.05861029152587,9.709680551509856e-05
sbp.low,203.00768859308897,9.709680551509856e-05
P27797,46.670722592667616,9.709680551509856e-05
demographics_PC_3,5.46627293444861,0.021167103602291484
O95544,16.102327106205852,9.709680551509856e-05
P98073,22.935580315758394,9.709680551509856e-05
P51693,10.659405075737931,0.0014564520827264782
Q6EIG7,4.969927493954377,0.025245169433925622
P12724,4.199153712332566,0.041848723177007476
Q02880,34.85618523005358,9.709680551509856e-05
Q9UHF1,63.79443584362701,9.709680551509856e-05
P49023,13.074318858566627,0.00038838722206039424
P00352,5.824041537962062,0.014952908049325177
P29017,5.20159610298022,0.022720652490533063
context_PC_1,165.910883410649,9.709680551509856e-05
P46379,42.791617422077834,9.709680551509856e-05
Q13490,11.015625460133691,0.001068064860666084
Q13541,9.714802789904455,0.0018448393047868724
Q05084,10.163058815749359,0.0014564520827264782
Q9NSA1,8.508713051122903,0.0041751626371492375
Q8WTU2,0.0023038372704330496,0.9582483736285077
context_PC_4,0.041201263621845556,0.8383338188173609
Q9Y2J8,0.20097197395654678,0.6546266627827945
infections_PC_26,2.898894711107394,0.09127099718419264
map.low,178.26068371296898,9.709680551509856e-05
infections_PC_31,8.02659015059435,0.006505485969511603
P01588,0.2837187353893208,0.5919992232255559
O94992,16.576272421587287,9.709680551509856e-05
P29474,54.630906374344164,9.709680551509856e-05
Q05516,20.146279396949666,0.00019419361103019712
psofa.hep,11.898540017055227,0.0011651616661811825
P50452,24.8195415597683,9.709680551509856e-05
P07332,5.411024810895907,0.019904845130595202
P42768,8.313140486372845,0.0041751626371492375
O43736,0.30446693789453644,0.5831634139236819
Q96RT1,9.635381356445372,0.0019419361103019711
O75475,18.006872551176308,9.709680551509856e-05
context_PC_10,3.1031047517656516,0.07864841246722983
Q9P0M4,67.30746046651416,9.709680551509856e-05
infections_PC_32,0.7289824997489,0.3914943198368774
infections_PC_12,1.156826198325219,0.2816778327993009
bili.high,2.389630047355911,0.12195358772696378
Q07065,12.069307088607026,0.0007767744441207885
Q9UBU3,6.106453271051149,0.014855811243810078
infections_PC_24,4.188294074909949,0.04194581998252257
Q03426,7.156283984736259,0.007476454024662588
P35237,26.458850426702288,9.709680551509856e-05
P63241,0.05200244565361184,0.8218273618797941
Q04759,1.3157789991823183,0.2537139528109525
P49771,0.6773887074288849,0.4155743276046218
P55957,3.944228088320149,0.04563549859209632
P23582,17.857609679138644,9.709680551509856e-05
P20472,3.9239761681824104,0.04563549859209632
Q6WN34,29.196702447508123,9.709680551509856e-05
P14784,23.857336240572792,9.709680551509856e-05
Q9UHC6,4.8933990401603324,0.02621613748907661
infections_PC_28,0.9017052851842114,0.3414894649966016
Q8N1Q1,5.2806089882549605,0.020584522769200895
P01137,0.5185754194492468,0.46800660258277504
context_PC_11,5.033865271452023,0.02136129721332168
Q15661,3.4417040595492954,0.06787066705505389
Q11201,0.5827059031149683,0.44227594912127394
Q9NWQ8,31.521815377322106,9.709680551509856e-05
Q86SR1,1.500559235822356,0.21526361782697348
Q9NQ88,15.430398303246916,0.00029129041654529564
P23229,1.7280126749411564,0.19089231964268374
O60934,24.724346902415263,9.709680551509856e-05
Q9Y5A7,9.692845939599032,0.00203903291581707
Q04637,11.540539669119488,0.0005825808330905913
Q03403,91.48356322773913,9.709680551509856e-05
A6NI73,25.26183589330937,9.709680551509856e-05
Q8IXJ6,6.705063395977005,0.010000970968055151
Q12933,5.039633225123874,0.02485678221186523
Q00978,3.6336119556648954,0.05689872803184775
Q9C035,12.181060893465324,0.00019419361103019712
O95994,38.304875219824346,9.709680551509856e-05
P30838,10.575235244433989,0.001747742499271774
P08727,57.74252280328278,9.709680551509856e-05
Q9BQB4,0.03601016527824581,0.8525099524225653
pelod.ren,10.944440001873756,0.0011651616661811825
P30048,0.8079999380324364,0.37790076706476355
O60880,0.19206454075298066,0.663074084862608
Q9UNK0,20.21153709102946,9.709680551509856e-05
psofa.hem,0.026544702792226944,0.896057869696087
Q12968,0.03288894314289785,0.8569764054762599
P27695,28.82475421945045,9.709680551509856e-05
O43597,1.0382772459305132,0.3079910670938926
Q13574,8.766618641056251,0.003204194581998252
P46109,10.601171708042813,0.0009709680551509856
Q9GZT9,13.978213387093383,0.00019419361103019712
Q03431,13.714420135350126,0.00029129041654529564
Q06830,16.31314509866945,0.00019419361103019712
P05089,14.212936080376508,0.00019419361103019712
P10147,0.03461383280431164,0.8477522089523255
