,0
cate_neonate,0.06189655494802391
eth_asian,0.6590173277240567
eth_mixed,0.06795482974076689
eth_caucasian,0.36748007294888
eth_african,0.7039086621032349
eth_jewish,1.0
sex,0.8765012191307224
ccc.neuro,1.0
ccc.cardio,0.004509669647317933
ccc.pulmo,2.3782031998652582e-05
ccc.uro,0.18305291527893425
ccc.gastro,0.23491162828908368
ccc.haemimmuno,1.0
ccc.metabol,0.42631931436308435
ccc.malform,0.4049651790742177
ccc.onco,0.00021711197366656028
ccc.neo,0.0011571491016760583
ccc.surg,0.05356177369568142
ccc.techdep,0.6017704550260161
ccc.transplant,0.5012123542633924
cate_comorbidity,1.0
cate_healthy,0.07711871583409446
cons05.resp,5.803370891779359e-35
cons05.cvs,6.021443967277809e-13
cons05.cns,3.135384453483165e-11
cons05.ren,0.0029301950818855687
cons05.hep,0.07940436479384841
cons05.hem,0.02279145131148465
niv,0.30664878021032965
iv,2.5257184520405895e-48
hfnc,0.12640910798900157
ecls,0.12919896640828943
inotrope,4.673702740143786e-14
crrt,0.001131131898837502
focus_abdominal,0.10587578085577609
focus_clabsi,0.09067527712711115
focus_cns,0.5544816236646002
focus_earnosethroat,1.0
focus_endocarditis,0.011713604761619516
focus_osteoarticular,0.22945748633264226
focus_other,0.028782682484124696
focus_pneumonia,1.0
focus_primbsi,0.6722572320446843
focus_skin,0.3405303649437217
focus_toxic_shock,0.24199702775435858
focus_uti,0.0029485106234901836
focus_wound,0.37276474387320757
cahai_ca,0.00010713988449821006
cahai_eos,0.21686430464101697
cahai_hai,0.007900220649137387
cahai_los.ca,0.22945748633264226
cahai_los.hai,0.013261752899973146
patho_candida,0.030680166407625574
patho_cons,0.027601944606959434
patho_ecoli,0.03343471924316653
patho_enterococcus,0.6244578721280125
patho_hinfluenzae,0.030680166407625574
patho_klebsiella,0.22869719531167443
patho_nmeningitidis,0.08279794571817319
patho_othergneg,0.27935891598495965
patho_othergpos,1.0
patho_paeruginosa,1.0
patho_sagalactiae,0.15633978768483053
patho_saureus,1.0
patho_spneumoniae,0.48581007515263935
patho_spyogenes,1.0
patho_viridansgroup,0.15080133213875727
abx.change.pen,1.0
abx.change.oxa,0.04431316104754027
abx.change.pip,0.24199702775435858
abx.change.cla,0.05431554130217558
abx.change.cxm,0.6035669792892727
abx.change.cro,1.0
abx.change.fep,1.0
abx.change.mem,1.0
abx.change.amk,0.6994773631688644
abx.change.van,0.7918169231871017
abx.change.cip,1.0
abx.change.lzd,0.12919896640828943
abx.change.cli,1.0
abx.change.mtz,0.24199702775435858
abx.change.sxt,1.0
