,0
cate_neonate,0.5692609078460145
eth_asian,1.0
eth_mixed,0.38266122053039553
eth_caucasian,0.568006292593189
eth_african,1.0
eth_jewish,1.0
sex,0.2376040774269647
ccc.neuro,0.3070565535434531
ccc.cardio,0.28057855968073864
ccc.pulmo,1.0
ccc.uro,0.5870950073680707
ccc.gastro,0.05685990020080009
ccc.haemimmuno,0.3551678010321563
ccc.metabol,0.21166912442515554
ccc.malform,0.006002360187694145
ccc.onco,3.635523542710088e-25
ccc.neo,0.31297304514963564
ccc.surg,0.6913364213158126
ccc.techdep,1.0
ccc.transplant,0.3039982177182805
cate_comorbidity,5.337245198464584e-10
cate_healthy,2.1634184738393489e-10
cons05.resp,0.0034246552413074198
cons05.cvs,0.6079362663183034
cons05.cns,0.015701424060427897
cons05.ren,0.08043390856319751
cons05.hep,0.003153961878295976
cons05.hem,3.710870033423425e-17
niv,0.19038695122944777
iv,0.04815049374610456
hfnc,0.20829830157077744
ecls,1.0
inotrope,0.005588473745156869
crrt,0.590289648511418
focus_abdominal,0.4432414269300508
focus_clabsi,2.174245493422349e-09
focus_cns,0.1845821933093849
focus_earnosethroat,0.6978726917672122
focus_endocarditis,1.0
focus_osteoarticular,0.014384614000704524
focus_other,0.23640919597878396
focus_pneumonia,0.052285590928780434
focus_primbsi,0.2950573998224197
focus_skin,1.0
focus_toxic_shock,0.39223729415931874
focus_uti,0.0004706582198109765
focus_wound,0.6901037038415543
cahai_ca,0.3771559385184084
cahai_eos,0.4349109400402328
cahai_hai,0.8682615860430781
cahai_los.ca,0.08453964203326343
cahai_los.hai,0.26613406243399
patho_candida,1.0
patho_cons,0.22465123215253746
patho_ecoli,0.2634058625617007
patho_enterococcus,0.690103703841459
patho_hinfluenzae,0.34581785200340037
patho_klebsiella,1.0
patho_nmeningitidis,0.5799026255160229
patho_othergneg,0.07001795260382601
patho_othergpos,1.0
patho_paeruginosa,0.04329990581769639
patho_sagalactiae,0.11116117592335319
patho_saureus,0.09903937439314556
patho_spneumoniae,0.15950292552998635
patho_spyogenes,0.1394640669020703
patho_viridansgroup,0.01840683616117999
abx.change.pen,0.002599831089064133
abx.change.oxa,0.5020805614392122
abx.change.pip,1.0
abx.change.cla,1.0
abx.change.cxm,0.651642375270455
abx.change.cro,0.06950772077722464
abx.change.fep,0.02294133593050712
abx.change.mem,1.0
abx.change.amk,0.7414060556572694
abx.change.van,0.0128410499180489
abx.change.cip,0.010356359766242294
abx.change.lzd,0.22010869565216826
abx.change.cli,0.590289648511418
abx.change.mtz,1.0
abx.change.sxt,1.0
