,0
cate_neonate,1.0
eth_asian,0.7579827115944046
eth_mixed,0.3217081286200983
eth_caucasian,0.8707839517717602
eth_african,1.0
eth_jewish,0.33850129198967654
sex,0.6588603823602581
ccc.neuro,0.37725724795991933
ccc.cardio,0.15026664494227965
ccc.pulmo,1.0
ccc.uro,0.8186691917101234
ccc.gastro,0.8375838867201815
ccc.haemimmuno,0.6928917163182376
ccc.metabol,1.0
ccc.malform,0.7801847612053492
ccc.onco,1.7111751698956545e-05
ccc.neo,0.0032708185753563992
ccc.surg,0.31233005620568877
ccc.techdep,1.0
ccc.transplant,0.046775606550516574
cate_comorbidity,0.8264226299472828
cate_healthy,0.9094976990474868
cons05.resp,0.004333410229354857
cons05.cvs,0.10617565677732535
cons05.cns,0.3508822536211854
cons05.ren,0.23347604046207168
cons05.hep,0.004044465130057919
cons05.hem,7.067376456041618e-08
niv,0.20668791364703104
iv,0.02075746440192372
hfnc,1.0
ecls,1.0
inotrope,0.7049303843066521
crrt,0.17175716241449557
focus_abdominal,0.5043116041846682
focus_clabsi,0.0007193298513566445
focus_cns,0.03198144283146963
focus_earnosethroat,0.3163770684499555
focus_endocarditis,0.451515381073674
focus_osteoarticular,0.8332943855290058
focus_other,0.1744185129847863
focus_pneumonia,0.0036590573271615863
focus_primbsi,0.7636146280629297
focus_skin,0.18802496653367481
focus_toxic_shock,0.5510034676200749
focus_uti,5.237685284506008e-05
focus_wound,0.035197417379817054
cahai_ca,0.13110352512882012
cahai_eos,1.0
cahai_hai,0.046538517348825525
cahai_los.ca,0.0014323917327930538
cahai_los.hai,0.012546314429498332
patho_candida,0.6683439453437967
patho_cons,0.22207904064921088
patho_ecoli,0.41636640725492424
patho_enterococcus,0.3163770684499555
patho_hinfluenzae,1.0
patho_klebsiella,0.7688107443495145
patho_nmeningitidis,1.0
patho_othergneg,0.8466344122871716
patho_othergpos,0.6928917163182376
patho_paeruginosa,0.5557064546652004
patho_sagalactiae,0.32804412847372666
patho_saureus,0.06100604171827273
patho_spneumoniae,0.8698267958590553
patho_spyogenes,0.026404739058982704
patho_viridansgroup,0.32098950006799937
abx.change.pen,0.4010447047639516
abx.change.oxa,0.5572629213116287
abx.change.pip,1.0
abx.change.cla,0.6014279902975848
abx.change.cxm,0.451515381073674
abx.change.cro,0.03754505520383946
abx.change.fep,0.7238200495118019
abx.change.mem,0.11139888543205237
abx.change.amk,1.0
abx.change.van,0.09084647662760659
abx.change.cip,0.5539190295186889
abx.change.lzd,1.0
abx.change.cli,0.17175716241449557
abx.change.mtz,0.11400302579963044
abx.change.sxt,1.0
