,0
cate_neonate,0.012522291610809543
eth_asian,0.7558301040382336
eth_mixed,1.0
eth_caucasian,0.6223733572262986
eth_african,0.2820545272281828
eth_jewish,0.3396739130434804
sex,0.20715154306899014
ccc.neuro,0.3519853324563954
ccc.cardio,0.09031789374651947
ccc.pulmo,0.0018088265578168764
ccc.uro,0.8128761286622177
ccc.gastro,0.40625532034314127
ccc.haemimmuno,0.04739588551394944
ccc.metabol,0.304124275997905
ccc.malform,0.06607448695023363
ccc.onco,0.0019872129290479613
ccc.neo,0.00011502365985878883
ccc.surg,0.11439912087473808
ccc.techdep,1.0
ccc.transplant,1.0
cate_comorbidity,0.00960052464587197
cate_healthy,3.990258197921253e-07
cons05.resp,2.055459268609068e-10
cons05.cvs,3.996466246773365e-08
cons05.cns,1.1967734402715481e-05
cons05.ren,0.06866383289216133
cons05.hep,0.06460182303956762
cons05.hem,1.8720696382545834e-07
niv,0.0037940323013519305
iv,5.599100981461995e-11
hfnc,0.2741259165896967
ecls,1.0
inotrope,1.572642913996534e-06
crrt,0.17109895551796533
focus_abdominal,0.18660325871947764
focus_clabsi,2.7686073713552337e-05
focus_cns,1.0
focus_earnosethroat,1.0
focus_endocarditis,0.7214128711212924
focus_osteoarticular,1.6599613381104539e-06
focus_other,0.5047447710034295
focus_pneumonia,0.007112500948575544
focus_primbsi,0.646058663032256
focus_skin,0.1734924469272552
focus_toxic_shock,0.5501865892665168
focus_uti,0.16444708056421817
focus_wound,0.7237344305287222
cahai_ca,0.0019386733605893766
cahai_eos,0.2580918264015436
cahai_hai,0.311496157928862
cahai_los.ca,0.0865677810534384
cahai_los.hai,7.582543617995081e-05
patho_candida,0.17109895551796533
patho_cons,0.002256814697707288
patho_ecoli,0.5755322338486061
patho_enterococcus,0.2741259165896967
patho_hinfluenzae,0.6682758884277653
patho_klebsiella,0.3519853324563954
patho_nmeningitidis,1.0
patho_othergneg,0.6924576929079904
patho_othergpos,0.6933842880333164
patho_paeruginosa,0.06866383289216133
patho_sagalactiae,0.5466903777776968
patho_saureus,0.020095745648595037
patho_spneumoniae,0.16444708056421817
patho_spyogenes,0.1999505045311417
patho_viridansgroup,0.8062526136255317
abx.change.pen,0.018110791508615644
abx.change.oxa,0.0776081374063702
abx.change.pip,0.5501865892665168
abx.change.cla,0.1927090300181595
abx.change.cxm,1.0
abx.change.cro,0.22060882126997666
abx.change.fep,0.6682758884277653
abx.change.mem,0.35359745368389656
abx.change.amk,0.7691414990840301
abx.change.van,0.029986664466737853
abx.change.cip,0.5538735844363399
abx.change.lzd,1.0
abx.change.cli,1.0
abx.change.mtz,1.0
abx.change.sxt,1.0
