,0
cate_neonate,0.00010164577007974997
eth_asian,0.47282665057324225
eth_mixed,0.546200555729639
eth_caucasian,0.3435812202531783
eth_african,0.5149187277905227
eth_jewish,1.0
sex,0.8960041114563194
ccc.neuro,1.0
ccc.cardio,0.2956932960379511
ccc.pulmo,0.059156260388989135
ccc.uro,0.27342776649901696
ccc.gastro,0.08768620636555058
ccc.haemimmuno,0.6323303959287845
ccc.metabol,0.5872263726554148
ccc.malform,0.31805609421337744
ccc.onco,1.7735545297301905e-27
ccc.neo,0.0692347501542446
ccc.surg,0.004438023171481476
ccc.techdep,1.0
ccc.transplant,0.5877652416205954
cate_comorbidity,2.1441286288433526e-11
cate_healthy,0.00027874903927749734
cons05.resp,0.0012224489597243249
cons05.cvs,0.29918360702882896
cons05.cns,0.0795293910860293
cons05.ren,0.4796631592885766
cons05.hep,0.0026226382102498705
cons05.hem,6.317569909293707e-16
niv,0.01719029258553194
iv,0.010117167192309127
hfnc,0.22305185918046477
ecls,1.0
inotrope,0.26475125694569274
crrt,0.5877652416205954
focus_abdominal,0.5984045551406806
focus_clabsi,1.6195660376045643e-07
focus_cns,0.039113839854920514
focus_earnosethroat,0.6940870293386951
focus_endocarditis,1.0
focus_osteoarticular,0.13188120910131326
focus_other,0.03191692885616413
focus_pneumonia,0.01719029258553194
focus_primbsi,0.01984545067933306
focus_skin,0.5984045551406806
focus_toxic_shock,0.3628951279270186
focus_uti,0.3212817465226578
focus_wound,0.6940870293386951
cahai_ca,6.913749214374335e-05
cahai_eos,0.18921632875517824
cahai_hai,0.5033093608530055
cahai_los.ca,0.13188120910131326
cahai_los.hai,0.015310704927108253
patho_candida,0.3484709611490404
patho_cons,0.5361799203329136
patho_ecoli,0.03503846978481631
patho_enterococcus,0.22305185918046477
patho_hinfluenzae,0.6050316189350029
patho_klebsiella,1.0
patho_nmeningitidis,1.0
patho_othergneg,0.4912316921421219
patho_othergpos,0.6323303959287845
patho_paeruginosa,0.305941989704036
patho_sagalactiae,0.009747929669397727
patho_saureus,0.09168947993186857
patho_spneumoniae,0.010766669912968155
patho_spyogenes,0.7757132880859806
patho_viridansgroup,3.173940153025821e-05
abx.change.pen,0.004078994860402375
abx.change.oxa,1.0
abx.change.pip,1.0
abx.change.cla,0.21385728530032777
abx.change.cxm,1.0
abx.change.cro,0.1564816874036765
abx.change.fep,0.39333092994615043
abx.change.mem,0.7921206741628137
abx.change.amk,0.7445962749576288
abx.change.van,0.38140385008822253
abx.change.cip,0.1047435433988189
abx.change.lzd,1.0
abx.change.cli,1.0
abx.change.mtz,0.3628951279270186
abx.change.sxt,0.2015503875969169
