,View,KCC_space,TSNE,perplexity,random_state,silhouette_score
81,proteome,4,True,20,9,0.46241259574890137
82,proteome,4,True,30,0,0.4779566824436188
83,proteome,4,True,30,1,0.5030457377433777
84,proteome,4,True,30,2,0.4939076006412506
85,proteome,4,True,30,3,0.5019164681434631
86,proteome,4,True,30,4,0.46863099932670593
87,proteome,4,True,30,5,0.4777892231941223
88,proteome,4,True,30,6,0.4801759421825409
89,proteome,4,True,30,7,0.5085212588310242
90,proteome,4,True,30,8,0.5070481300354004
91,proteome,4,True,30,9,0.4671604037284851
92,proteome,4,True,50,0,0.5044776201248169
93,proteome,4,True,50,1,0.4770181477069855
94,proteome,4,True,50,2,0.5033057332038879
95,proteome,4,True,50,3,0.4950096309185028
96,proteome,4,True,50,4,0.4851253926753998
97,proteome,4,True,50,5,0.47532254457473755
98,proteome,4,True,50,6,0.5293572545051575
99,proteome,4,True,50,7,0.5031304359436035
100,proteome,4,True,50,8,0.4861704111099243
101,proteome,4,True,50,9,0.5017099976539612
102,proteome,4,False,NA,NA,0.28493148627361375
103,proteome,5,True,5,0,0.4587695300579071
104,proteome,5,True,5,1,0.4576071500778198
105,proteome,5,True,5,2,0.4626580774784088
106,proteome,5,True,5,3,0.468967080116272
107,proteome,5,True,5,4,0.46257302165031433
108,proteome,5,True,5,5,0.4615316390991211
109,proteome,5,True,5,6,0.47329092025756836
110,proteome,5,True,5,7,0.46885839104652405
111,proteome,5,True,5,8,0.44616907835006714
112,proteome,5,True,5,9,0.46432816982269287
113,proteome,5,True,10,0,0.4961440861225128
114,proteome,5,True,10,1,0.4563623070716858
115,proteome,5,True,10,2,0.47021642327308655
116,proteome,5,True,10,3,0.4600592851638794
117,proteome,5,True,10,4,0.4783100485801697
118,proteome,5,True,10,5,0.47033801674842834
119,proteome,5,True,10,6,0.487224817276001
120,proteome,5,True,10,7,0.4660671353340149
121,proteome,5,True,10,8,0.47372177243232727
122,proteome,5,True,10,9,0.47995081543922424
123,proteome,5,True,20,0,0.44925573468208313
124,proteome,5,True,20,1,0.47387319803237915
125,proteome,5,True,20,2,0.4580046832561493
126,proteome,5,True,20,3,0.47878968715667725
127,proteome,5,True,20,4,0.4854804277420044
128,proteome,5,True,20,5,0.4454362392425537
129,proteome,5,True,20,6,0.46586984395980835
130,proteome,5,True,20,7,0.467574805021286
131,proteome,5,True,20,8,0.45418405532836914
132,proteome,5,True,20,9,0.46311551332473755
133,proteome,5,True,30,0,0.4493943750858307
134,proteome,5,True,30,1,0.4706299602985382
135,proteome,5,True,30,2,0.42959755659103394
136,proteome,5,True,30,3,0.454578161239624
137,proteome,5,True,30,4,0.4442879557609558
138,proteome,5,True,30,5,0.45565882325172424
139,proteome,5,True,30,6,0.4697752594947815
140,proteome,5,True,30,7,0.4467645585536957
141,proteome,5,True,30,8,0.47221338748931885
142,proteome,5,True,30,9,0.4404102861881256
143,proteome,5,True,50,0,0.4322572350502014
144,proteome,5,True,50,1,0.4210389256477356
145,proteome,5,True,50,2,0.45209988951683044
146,proteome,5,True,50,3,0.4347907304763794
147,proteome,5,True,50,4,0.4318498969078064
148,proteome,5,True,50,5,0.43293750286102295
149,proteome,5,True,50,6,0.4541259706020355
150,proteome,5,True,50,7,0.41932669281959534
151,proteome,5,True,50,8,0.44792020320892334
152,proteome,5,True,50,9,0.4281129539012909
153,proteome,5,False,NA,NA,0.2701346692836806
154,proteome,6,True,5,0,0.43295595049858093
155,proteome,6,True,5,1,0.4223802387714386
156,proteome,6,True,5,2,0.4255632758140564
157,proteome,6,True,5,3,0.43920308351516724
158,proteome,6,True,5,4,0.44943517446517944
159,proteome,6,True,5,5,0.43164047598838806
160,proteome,6,True,5,6,0.4613642394542694
161,proteome,6,True,5,7,0.4416923522949219
162,proteome,6,True,5,8,0.4285825192928314
163,proteome,6,True,5,9,0.44838452339172363
164,proteome,6,True,10,0,0.47053349018096924
165,proteome,6,True,10,1,0.4486410319805145
166,proteome,6,True,10,2,0.46014404296875
167,proteome,6,True,10,3,0.45837852358818054
168,proteome,6,True,10,4,0.43260425329208374
169,proteome,6,True,10,5,0.45514023303985596
170,proteome,6,True,10,6,0.4631391167640686
171,proteome,6,True,10,7,0.46379968523979187
172,proteome,6,True,10,8,0.4464438259601593
173,proteome,6,True,10,9,0.4290235936641693
174,proteome,6,True,20,0,0.45796799659729004
175,proteome,6,True,20,1,0.44649598002433777
176,proteome,6,True,20,2,0.46886777877807617
177,proteome,6,True,20,3,0.47267094254493713
178,proteome,6,True,20,4,0.4255164563655853
179,proteome,6,True,20,5,0.44976523518562317
180,proteome,6,True,20,6,0.46243301033973694
181,proteome,6,True,20,7,0.4192855656147003
182,proteome,6,True,20,8,0.42630210518836975
183,proteome,6,True,20,9,0.4462904930114746
184,proteome,6,True,30,0,0.4428662955760956
185,proteome,6,True,30,1,0.44434162974357605
186,proteome,6,True,30,2,0.42071714997291565
187,proteome,6,True,30,3,0.41245606541633606
188,proteome,6,True,30,4,0.45185407996177673
189,proteome,6,True,30,5,0.4450426995754242
190,proteome,6,True,30,6,0.4630514979362488
191,proteome,6,True,30,7,0.44879740476608276
192,proteome,6,True,30,8,0.4317806661128998
193,proteome,6,True,30,9,0.455124169588089
194,proteome,6,True,50,0,0.4367723762989044
195,proteome,6,True,50,1,0.445571631193161
196,proteome,6,True,50,2,0.41543424129486084
197,proteome,6,True,50,3,0.4399396777153015
198,proteome,6,True,50,4,0.41956567764282227
199,proteome,6,True,50,5,0.42060020565986633
200,proteome,6,True,50,6,0.41835230588912964
201,proteome,6,True,50,7,0.4401914179325104
202,proteome,6,True,50,8,0.43367016315460205
203,proteome,6,True,50,9,0.440227746963501
204,proteome,6,False,NA,NA,0.23880731781760287
205,proteome,7,True,5,0,0.4510493278503418
206,proteome,7,True,5,1,0.43130555748939514
207,proteome,7,True,5,2,0.44899991154670715
208,proteome,7,True,5,3,0.49059683084487915
209,proteome,7,True,5,4,0.45340755581855774
210,proteome,7,True,5,5,0.4703523814678192
211,proteome,7,True,5,6,0.47639644145965576
212,proteome,7,True,5,7,0.454739511013031
213,proteome,7,True,5,8,0.4679005444049835
214,proteome,7,True,5,9,0.4698854982852936
215,proteome,7,True,10,0,0.4594407081604004
216,proteome,7,True,10,1,0.4455324411392212
217,proteome,7,True,10,2,0.49098697304725647
218,proteome,7,True,10,3,0.44122055172920227
219,proteome,7,True,10,4,0.46389123797416687
220,proteome,7,True,10,5,0.4598015248775482
221,proteome,7,True,10,6,0.4701889455318451
222,proteome,7,True,10,7,0.4624551832675934
223,proteome,7,True,10,8,0.4470060169696808
224,proteome,7,True,10,9,0.457705557346344
225,proteome,7,True,20,0,0.45918118953704834
226,proteome,7,True,20,1,0.47792306542396545
227,proteome,7,True,20,2,0.4488542377948761
228,proteome,7,True,20,3,0.43518519401550293
229,proteome,7,True,20,4,0.468789666891098
230,proteome,7,True,20,5,0.4687294661998749
231,proteome,7,True,20,6,0.4590190351009369
232,proteome,7,True,20,7,0.4676179587841034
233,proteome,7,True,20,8,0.4475814402103424
234,proteome,7,True,20,9,0.4713376462459564
235,proteome,7,True,30,0,0.4520626366138458
236,proteome,7,True,30,1,0.43733590841293335
237,proteome,7,True,30,2,0.4327027499675751
238,proteome,7,True,30,3,0.43042048811912537
239,proteome,7,True,30,4,0.45781973004341125
240,proteome,7,True,30,5,0.4378446936607361
241,proteome,7,True,30,6,0.4298078715801239
242,proteome,7,True,30,7,0.42702269554138184
243,proteome,7,True,30,8,0.4726827144622803
244,proteome,7,True,30,9,0.44342124462127686
245,proteome,7,True,50,0,0.428725928068161
246,proteome,7,True,50,1,0.4358516037464142
247,proteome,7,True,50,2,0.45742806792259216
248,proteome,7,True,50,3,0.4299493432044983
249,proteome,7,True,50,4,0.42674732208251953
250,proteome,7,True,50,5,0.41350218653678894
251,proteome,7,True,50,6,0.43790486454963684
252,proteome,7,True,50,7,0.4241560995578766
253,proteome,7,True,50,8,0.43644827604293823
254,proteome,7,True,50,9,0.43106958270072937
255,proteome,7,False,NA,NA,0.2120942949427753
256,proteome,8,True,5,0,0.4576863944530487
257,proteome,8,True,5,1,0.4730665385723114
258,proteome,8,True,5,2,0.4778064787387848
259,proteome,8,True,5,3,0.4900640547275543
260,proteome,8,True,5,4,0.48843806982040405
261,proteome,8,True,5,5,0.47401291131973267
262,proteome,8,True,5,6,0.45054158568382263
263,proteome,8,True,5,7,0.4690595269203186
264,proteome,8,True,5,8,0.4656277894973755
265,proteome,8,True,5,9,0.47085556387901306
266,proteome,8,True,10,0,0.47984156012535095
267,proteome,8,True,10,1,0.45842623710632324
268,proteome,8,True,10,2,0.4566324055194855
269,proteome,8,True,10,3,0.45326417684555054
270,proteome,8,True,10,4,0.45392581820487976
271,proteome,8,True,10,5,0.48474961519241333
272,proteome,8,True,10,6,0.46107620000839233
273,proteome,8,True,10,7,0.47574886679649353
274,proteome,8,True,10,8,0.4472048580646515
275,proteome,8,True,10,9,0.47131457924842834
276,proteome,8,True,20,0,0.42730411887168884
277,proteome,8,True,20,1,0.4390208423137665
278,proteome,8,True,20,2,0.4341295063495636
279,proteome,8,True,20,3,0.4667884409427643
280,proteome,8,True,20,4,0.4360237121582031
281,proteome,8,True,20,5,0.44229817390441895
282,proteome,8,True,20,6,0.458028107881546
283,proteome,8,True,20,7,0.4437984526157379
284,proteome,8,True,20,8,0.4233015179634094
285,proteome,8,True,20,9,0.4524141848087311
286,proteome,8,True,30,0,0.4412819445133209
287,proteome,8,True,30,1,0.434131383895874
288,proteome,8,True,30,2,0.45011401176452637
289,proteome,8,True,30,3,0.43366745114326477
290,proteome,8,True,30,4,0.41622689366340637
291,proteome,8,True,30,5,0.4126288890838623
292,proteome,8,True,30,6,0.45877453684806824
293,proteome,8,True,30,7,0.4317985773086548
294,proteome,8,True,30,8,0.4536239206790924
295,proteome,8,True,30,9,0.454399049282074
296,proteome,8,True,50,0,0.4157666265964508
297,proteome,8,True,50,1,0.43142154812812805
298,proteome,8,True,50,2,0.43671658635139465
299,proteome,8,True,50,3,0.4398210048675537
300,proteome,8,True,50,4,0.4379956126213074
301,proteome,8,True,50,5,0.40508994460105896
302,proteome,8,True,50,6,0.44411617517471313
303,proteome,8,True,50,7,0.4358946979045868
304,proteome,8,True,50,8,0.43521827459335327
305,proteome,8,True,50,9,0.4026551842689514
306,proteome,8,False,NA,NA,0.19855340446450528
307,proteome,9,True,5,0,0.4593805968761444
308,proteome,9,True,5,1,0.420984148979187
309,proteome,9,True,5,2,0.43567362427711487
310,proteome,9,True,5,3,0.40659287571907043
311,proteome,9,True,5,4,0.4188993275165558
312,proteome,9,True,5,5,0.42323994636535645
313,proteome,9,True,5,6,0.41247498989105225
314,proteome,9,True,5,7,0.408151239156723
315,proteome,9,True,5,8,0.4039941132068634
316,proteome,9,True,5,9,0.42154020071029663
317,proteome,9,True,10,0,0.4176434576511383
318,proteome,9,True,10,1,0.4225769340991974
319,proteome,9,True,10,2,0.4446370005607605
320,proteome,9,True,10,3,0.4533546268939972
321,proteome,9,True,10,4,0.40619954466819763
322,proteome,9,True,10,5,0.42313122749328613
323,proteome,9,True,10,6,0.4085825979709625
324,proteome,9,True,10,7,0.41588294506073
325,proteome,9,True,10,8,0.39198386669158936
326,proteome,9,True,10,9,0.4249531626701355
327,proteome,9,True,20,0,0.42210447788238525
328,proteome,9,True,20,1,0.4196745753288269
329,proteome,9,True,20,2,0.42096373438835144
330,proteome,9,True,20,3,0.4024818241596222
331,proteome,9,True,20,4,0.4258072078227997
332,proteome,9,True,20,5,0.405434787273407
333,proteome,9,True,20,6,0.4155505299568176
334,proteome,9,True,20,7,0.4125652015209198
335,proteome,9,True,20,8,0.44283080101013184
336,proteome,9,True,20,9,0.41475003957748413
337,proteome,9,True,30,0,0.4155259132385254
338,proteome,9,True,30,1,0.41055530309677124
339,proteome,9,True,30,2,0.42064687609672546
340,proteome,9,True,30,3,0.40517982840538025
341,proteome,9,True,30,4,0.4269197881221771
342,proteome,9,True,30,5,0.4261167347431183
343,proteome,9,True,30,6,0.3790260851383209
344,proteome,9,True,30,7,0.38469982147216797
345,proteome,9,True,30,8,0.4071754515171051
346,proteome,9,True,30,9,0.413198858499527
347,proteome,9,True,50,0,0.41147977113723755
348,proteome,9,True,50,1,0.4172412157058716
349,proteome,9,True,50,2,0.42960286140441895
350,proteome,9,True,50,3,0.4012799859046936
351,proteome,9,True,50,4,0.4181208312511444
352,proteome,9,True,50,5,0.4359860420227051
353,proteome,9,True,50,6,0.38985416293144226
354,proteome,9,True,50,7,0.44640812277793884
355,proteome,9,True,50,8,0.4234294891357422
356,proteome,9,True,50,9,0.409131795167923
357,proteome,9,False,NA,NA,0.19433460453141582
358,proteome,10,True,5,0,0.44674816727638245
359,proteome,10,True,5,1,0.4112366735935211
360,proteome,10,True,5,2,0.41064590215682983
361,proteome,10,True,5,3,0.41712844371795654
362,proteome,10,True,5,4,0.4139450788497925
363,proteome,10,True,5,5,0.44092538952827454
364,proteome,10,True,5,6,0.44781020283699036
365,proteome,10,True,5,7,0.42912423610687256
366,proteome,10,True,5,8,0.41167116165161133
367,proteome,10,True,5,9,0.39585140347480774
368,proteome,10,True,10,0,0.43046054244041443
369,proteome,10,True,10,1,0.393154501914978
370,proteome,10,True,10,2,0.3812435567378998
371,proteome,10,True,10,3,0.4174146354198456
372,proteome,10,True,10,4,0.4065065085887909
373,proteome,10,True,10,5,0.41957640647888184
374,proteome,10,True,10,6,0.4160204231739044
375,proteome,10,True,10,7,0.3980751633644104
376,proteome,10,True,10,8,0.3966551125049591
377,proteome,10,True,10,9,0.4299694001674652
378,proteome,10,True,20,0,0.42019587755203247
379,proteome,10,True,20,1,0.39233118295669556
380,proteome,10,True,20,2,0.41419804096221924
381,proteome,10,True,20,3,0.39550694823265076
382,proteome,10,True,20,4,0.40757834911346436
383,proteome,10,True,20,5,0.3915026783943176
384,proteome,10,True,20,6,0.42866337299346924
385,proteome,10,True,20,7,0.41639432311058044
386,proteome,10,True,20,8,0.39665114879608154
387,proteome,10,True,20,9,0.40384864807128906
388,proteome,10,True,30,0,0.38792186975479126
389,proteome,10,True,30,1,0.40090274810791016
390,proteome,10,True,30,2,0.4129686653614044
391,proteome,10,True,30,3,0.38908034563064575
392,proteome,10,True,30,4,0.402389794588089
393,proteome,10,True,30,5,0.40737032890319824
394,proteome,10,True,30,6,0.3799143433570862
395,proteome,10,True,30,7,0.39951980113983154
396,proteome,10,True,30,8,0.41818851232528687
397,proteome,10,True,30,9,0.3753431737422943
398,proteome,10,True,50,0,0.3924218416213989
399,proteome,10,True,50,1,0.40350380539894104
400,proteome,10,True,50,2,0.4037647545337677
401,proteome,10,True,50,3,0.38862141966819763
402,proteome,10,True,50,4,0.42074793577194214
403,proteome,10,True,50,5,0.3683973252773285
404,proteome,10,True,50,6,0.40400734543800354
405,proteome,10,True,50,7,0.37896791100502014
406,proteome,10,True,50,8,0.41139888763427734
407,proteome,10,True,50,9,0.3895580768585205
408,proteome,10,False,NA,NA,0.1792533279454008
