,View,KCC_space,TSNE,perplexity,random_state,silhouette_score
169,contextual,6,True,10,5,0.5237913131713867
170,contextual,6,True,10,6,0.5367727279663086
171,contextual,6,True,10,7,0.5131306052207947
172,contextual,6,True,10,8,0.5086779594421387
173,contextual,6,True,10,9,0.5167157053947449
174,contextual,6,True,20,0,0.5600230097770691
175,contextual,6,True,20,1,0.553119421005249
176,contextual,6,True,20,2,0.5235928893089294
177,contextual,6,True,20,3,0.5507373809814453
178,contextual,6,True,20,4,0.5594989657402039
179,contextual,6,True,20,5,0.5204311609268188
180,contextual,6,True,20,6,0.5520716905593872
181,contextual,6,True,20,7,0.5472735166549683
182,contextual,6,True,20,8,0.5501044392585754
183,contextual,6,True,20,9,0.5450448989868164
184,contextual,6,True,30,0,0.5379789471626282
185,contextual,6,True,30,1,0.5133281350135803
186,contextual,6,True,30,2,0.5361407399177551
187,contextual,6,True,30,3,0.5093727707862854
188,contextual,6,True,30,4,0.5188511610031128
189,contextual,6,True,30,5,0.5183298587799072
190,contextual,6,True,30,6,0.5507832765579224
191,contextual,6,True,30,7,0.5536720752716064
192,contextual,6,True,30,8,0.5422554612159729
193,contextual,6,True,30,9,0.5433708429336548
194,contextual,6,True,50,0,0.5289633274078369
195,contextual,6,True,50,1,0.5066120028495789
196,contextual,6,True,50,2,0.5054723620414734
197,contextual,6,True,50,3,0.5253264307975769
198,contextual,6,True,50,4,0.5534541606903076
199,contextual,6,True,50,5,0.5311827063560486
200,contextual,6,True,50,6,0.5086464285850525
201,contextual,6,True,50,7,0.5492573976516724
202,contextual,6,True,50,8,0.5370420813560486
203,contextual,6,True,50,9,0.5380746722221375
204,contextual,6,False,NA,NA,0.31129561062075095
205,contextual,7,True,5,0,0.5160379409790039
206,contextual,7,True,5,1,0.4840099811553955
207,contextual,7,True,5,2,0.49594905972480774
208,contextual,7,True,5,3,0.486331582069397
209,contextual,7,True,5,4,0.48947927355766296
210,contextual,7,True,5,5,0.5055705904960632
211,contextual,7,True,5,6,0.4887077212333679
212,contextual,7,True,5,7,0.4731510877609253
213,contextual,7,True,5,8,0.516227126121521
214,contextual,7,True,5,9,0.4997781217098236
215,contextual,7,True,10,0,0.5391213893890381
216,contextual,7,True,10,1,0.5376518964767456
217,contextual,7,True,10,2,0.56751948595047
218,contextual,7,True,10,3,0.5261675119400024
219,contextual,7,True,10,4,0.5422321557998657
220,contextual,7,True,10,5,0.5397661328315735
221,contextual,7,True,10,6,0.5244305729866028
222,contextual,7,True,10,7,0.5505567193031311
223,contextual,7,True,10,8,0.5363896489143372
224,contextual,7,True,10,9,0.5483073592185974
225,contextual,7,True,20,0,0.5760486125946045
226,contextual,7,True,20,1,0.5422907471656799
227,contextual,7,True,20,2,0.5575892925262451
228,contextual,7,True,20,3,0.5635613203048706
229,contextual,7,True,20,4,0.5499492287635803
230,contextual,7,True,20,5,0.5526112914085388
231,contextual,7,True,20,6,0.5447704792022705
232,contextual,7,True,20,7,0.5661121010780334
233,contextual,7,True,20,8,0.5586971044540405
234,contextual,7,True,20,9,0.5662421584129333
235,contextual,7,True,30,0,0.5201221108436584
236,contextual,7,True,30,1,0.5307499170303345
237,contextual,7,True,30,2,0.5357186794281006
238,contextual,7,True,30,3,0.521192193031311
239,contextual,7,True,30,4,0.5322214961051941
240,contextual,7,True,30,5,0.548182487487793
241,contextual,7,True,30,6,0.5484027862548828
242,contextual,7,True,30,7,0.5612390637397766
243,contextual,7,True,30,8,0.5253574848175049
244,contextual,7,True,30,9,0.5415998101234436
245,contextual,7,True,50,0,0.4844428300857544
246,contextual,7,True,50,1,0.5067214369773865
247,contextual,7,True,50,2,0.4978658854961395
248,contextual,7,True,50,3,0.48839908838272095
249,contextual,7,True,50,4,0.5178462266921997
250,contextual,7,True,50,5,0.5113469958305359
251,contextual,7,True,50,6,0.5248357057571411
252,contextual,7,True,50,7,0.5259037017822266
253,contextual,7,True,50,8,0.5075826048851013
254,contextual,7,True,50,9,0.5326200723648071
255,contextual,7,False,NA,NA,0.25741141433683423
256,contextual,8,True,5,0,0.4657159149646759
257,contextual,8,True,5,1,0.45584675669670105
258,contextual,8,True,5,2,0.4537089467048645
259,contextual,8,True,5,3,0.47395116090774536
260,contextual,8,True,5,4,0.4645799398422241
261,contextual,8,True,5,5,0.49331846833229065
262,contextual,8,True,5,6,0.4374641478061676
263,contextual,8,True,5,7,0.4451891779899597
264,contextual,8,True,5,8,0.44668662548065186
265,contextual,8,True,5,9,0.4642389118671417
266,contextual,8,True,10,0,0.451991468667984
267,contextual,8,True,10,1,0.4931122660636902
268,contextual,8,True,10,2,0.46409139037132263
269,contextual,8,True,10,3,0.5018708109855652
270,contextual,8,True,10,4,0.4968094527721405
271,contextual,8,True,10,5,0.4823070466518402
272,contextual,8,True,10,6,0.49200326204299927
273,contextual,8,True,10,7,0.48179420828819275
274,contextual,8,True,10,8,0.5020490288734436
275,contextual,8,True,10,9,0.48413246870040894
276,contextual,8,True,20,0,0.4849138557910919
277,contextual,8,True,20,1,0.5150468349456787
278,contextual,8,True,20,2,0.515438437461853
279,contextual,8,True,20,3,0.49558109045028687
280,contextual,8,True,20,4,0.49531090259552
281,contextual,8,True,20,5,0.4978610873222351
282,contextual,8,True,20,6,0.5201296806335449
283,contextual,8,True,20,7,0.4869171977043152
284,contextual,8,True,20,8,0.4957933723926544
285,contextual,8,True,20,9,0.4941563308238983
286,contextual,8,True,30,0,0.46822473406791687
287,contextual,8,True,30,1,0.4681743085384369
288,contextual,8,True,30,2,0.49547770619392395
289,contextual,8,True,30,3,0.4787125289440155
290,contextual,8,True,30,4,0.48362767696380615
291,contextual,8,True,30,5,0.5182031989097595
292,contextual,8,True,30,6,0.48745253682136536
293,contextual,8,True,30,7,0.4887830913066864
294,contextual,8,True,30,8,0.5190116763114929
295,contextual,8,True,30,9,0.5096820592880249
296,contextual,8,True,50,0,0.45388108491897583
297,contextual,8,True,50,1,0.459989994764328
298,contextual,8,True,50,2,0.46685120463371277
299,contextual,8,True,50,3,0.4638184905052185
300,contextual,8,True,50,4,0.4343171715736389
301,contextual,8,True,50,5,0.47453904151916504
302,contextual,8,True,50,6,0.4495958387851715
303,contextual,8,True,50,7,0.45172229409217834
304,contextual,8,True,50,8,0.4739353060722351
305,contextual,8,True,50,9,0.4653353691101074
306,contextual,8,False,NA,NA,0.2146042043036824
307,contextual,9,True,5,0,0.5003039240837097
308,contextual,9,True,5,1,0.47892001271247864
309,contextual,9,True,5,2,0.5026906728744507
310,contextual,9,True,5,3,0.49528735876083374
311,contextual,9,True,5,4,0.49038252234458923
312,contextual,9,True,5,5,0.5124640464782715
313,contextual,9,True,5,6,0.5054193735122681
314,contextual,9,True,5,7,0.49504780769348145
315,contextual,9,True,5,8,0.5307630300521851
316,contextual,9,True,5,9,0.497744619846344
317,contextual,9,True,10,0,0.5413909554481506
318,contextual,9,True,10,1,0.5340002179145813
319,contextual,9,True,10,2,0.5312454104423523
320,contextual,9,True,10,3,0.5135498642921448
321,contextual,9,True,10,4,0.5407162308692932
322,contextual,9,True,10,5,0.5303749442100525
323,contextual,9,True,10,6,0.533584475517273
324,contextual,9,True,10,7,0.5319540500640869
325,contextual,9,True,10,8,0.545673668384552
326,contextual,9,True,10,9,0.5485274791717529
327,contextual,9,True,20,0,0.511495053768158
328,contextual,9,True,20,1,0.514512300491333
329,contextual,9,True,20,2,0.5179877877235413
330,contextual,9,True,20,3,0.5220996737480164
331,contextual,9,True,20,4,0.5310705900192261
332,contextual,9,True,20,5,0.5164918303489685
333,contextual,9,True,20,6,0.541005551815033
334,contextual,9,True,20,7,0.5203085541725159
335,contextual,9,True,20,8,0.5411834120750427
336,contextual,9,True,20,9,0.5102626085281372
337,contextual,9,True,30,0,0.5134731531143188
338,contextual,9,True,30,1,0.5186131596565247
339,contextual,9,True,30,2,0.5212566256523132
340,contextual,9,True,30,3,0.511275589466095
341,contextual,9,True,30,4,0.4955708980560303
342,contextual,9,True,30,5,0.5183313488960266
343,contextual,9,True,30,6,0.5171884894371033
344,contextual,9,True,30,7,0.5152313709259033
345,contextual,9,True,30,8,0.49710017442703247
346,contextual,9,True,30,9,0.5116689801216125
347,contextual,9,True,50,0,0.49064213037490845
348,contextual,9,True,50,1,0.4959520399570465
349,contextual,9,True,50,2,0.4773707091808319
350,contextual,9,True,50,3,0.4854290783405304
351,contextual,9,True,50,4,0.4778175950050354
352,contextual,9,True,50,5,0.5082234740257263
353,contextual,9,True,50,6,0.4795268774032593
354,contextual,9,True,50,7,0.46801871061325073
355,contextual,9,True,50,8,0.4858621656894684
356,contextual,9,True,50,9,0.4885052442550659
357,contextual,9,False,NA,NA,0.2386943778969889
358,contextual,10,True,5,0,0.5533402562141418
359,contextual,10,True,5,1,0.5148037672042847
360,contextual,10,True,5,2,0.5203224420547485
361,contextual,10,True,5,3,0.5291309952735901
362,contextual,10,True,5,4,0.5070295929908752
363,contextual,10,True,5,5,0.5135462284088135
364,contextual,10,True,5,6,0.5138064622879028
365,contextual,10,True,5,7,0.53270024061203
366,contextual,10,True,5,8,0.5072190761566162
367,contextual,10,True,5,9,0.5289206504821777
368,contextual,10,True,10,0,0.5349249839782715
369,contextual,10,True,10,1,0.5333854556083679
370,contextual,10,True,10,2,0.518175482749939
371,contextual,10,True,10,3,0.5442113876342773
372,contextual,10,True,10,4,0.5736405849456787
373,contextual,10,True,10,5,0.533811092376709
374,contextual,10,True,10,6,0.5586051940917969
375,contextual,10,True,10,7,0.5810741782188416
376,contextual,10,True,10,8,0.5305086970329285
377,contextual,10,True,10,9,0.557435929775238
378,contextual,10,True,20,0,0.5372720956802368
379,contextual,10,True,20,1,0.5391228795051575
380,contextual,10,True,20,2,0.5297442078590393
381,contextual,10,True,20,3,0.5132827758789062
382,contextual,10,True,20,4,0.5425022840499878
383,contextual,10,True,20,5,0.5480411052703857
384,contextual,10,True,20,6,0.5129411816596985
385,contextual,10,True,20,7,0.5458940267562866
386,contextual,10,True,20,8,0.5427209138870239
387,contextual,10,True,20,9,0.5612893104553223
388,contextual,10,True,30,0,0.5222434997558594
389,contextual,10,True,30,1,0.5352030992507935
390,contextual,10,True,30,2,0.5116134285926819
391,contextual,10,True,30,3,0.5122548937797546
392,contextual,10,True,30,4,0.5246132016181946
393,contextual,10,True,30,5,0.5270217061042786
394,contextual,10,True,30,6,0.49784666299819946
395,contextual,10,True,30,7,0.5450220108032227
396,contextual,10,True,30,8,0.5003442764282227
397,contextual,10,True,30,9,0.5294980406761169
398,contextual,10,True,50,0,0.4854319095611572
399,contextual,10,True,50,1,0.5149418115615845
400,contextual,10,True,50,2,0.48810940980911255
401,contextual,10,True,50,3,0.486676424741745
402,contextual,10,True,50,4,0.4867810904979706
403,contextual,10,True,50,5,0.51173996925354
404,contextual,10,True,50,6,0.4910867512226105
405,contextual,10,True,50,7,0.4913219213485718
406,contextual,10,True,50,8,0.48658236861228943
407,contextual,10,True,50,9,0.49507516622543335
408,contextual,10,False,NA,NA,0.24829768192299242
