,View,KCC_space,TSNE,perplexity,random_state,silhouette_score
244,physio,7,True,30,9,0.3987508714199066
245,physio,7,True,50,0,0.4125557839870453
246,physio,7,True,50,1,0.4066213369369507
247,physio,7,True,50,2,0.4126274585723877
248,physio,7,True,50,3,0.4044499397277832
249,physio,7,True,50,4,0.46564823389053345
250,physio,7,True,50,5,0.46826228499412537
251,physio,7,True,50,6,0.4038853943347931
252,physio,7,True,50,7,0.43557801842689514
253,physio,7,True,50,8,0.42637717723846436
254,physio,7,True,50,9,0.4459586441516876
255,physio,7,False,NA,NA,0.21797933820771342
256,physio,8,True,5,0,0.455314576625824
257,physio,8,True,5,1,0.47342297434806824
258,physio,8,True,5,2,0.4663395583629608
259,physio,8,True,5,3,0.44510769844055176
260,physio,8,True,5,4,0.46431201696395874
261,physio,8,True,5,5,0.4669242203235626
262,physio,8,True,5,6,0.4543085992336273
263,physio,8,True,5,7,0.45709463953971863
264,physio,8,True,5,8,0.4734461307525635
265,physio,8,True,5,9,0.4569668173789978
266,physio,8,True,10,0,0.47064462304115295
267,physio,8,True,10,1,0.456021249294281
268,physio,8,True,10,2,0.4636278450489044
269,physio,8,True,10,3,0.4345617890357971
270,physio,8,True,10,4,0.4631504714488983
271,physio,8,True,10,5,0.45528221130371094
272,physio,8,True,10,6,0.45321720838546753
273,physio,8,True,10,7,0.44704750180244446
274,physio,8,True,10,8,0.4480784833431244
275,physio,8,True,10,9,0.4458296298980713
276,physio,8,True,20,0,0.4194124937057495
277,physio,8,True,20,1,0.4088650345802307
278,physio,8,True,20,2,0.43688657879829407
279,physio,8,True,20,3,0.4464223384857178
280,physio,8,True,20,4,0.443591445684433
281,physio,8,True,20,5,0.4388495981693268
282,physio,8,True,20,6,0.42955532670021057
283,physio,8,True,20,7,0.4538089632987976
284,physio,8,True,20,8,0.43244531750679016
285,physio,8,True,20,9,0.4429856836795807
286,physio,8,True,30,0,0.4353211224079132
287,physio,8,True,30,1,0.4184771478176117
288,physio,8,True,30,2,0.4024811089038849
289,physio,8,True,30,3,0.4362824261188507
290,physio,8,True,30,4,0.4431462287902832
291,physio,8,True,30,5,0.4312976002693176
292,physio,8,True,30,6,0.42002201080322266
293,physio,8,True,30,7,0.41723915934562683
294,physio,8,True,30,8,0.41716739535331726
295,physio,8,True,30,9,0.4077403247356415
296,physio,8,True,50,0,0.4234876334667206
297,physio,8,True,50,1,0.4247084856033325
298,physio,8,True,50,2,0.39406347274780273
299,physio,8,True,50,3,0.44225937128067017
300,physio,8,True,50,4,0.4276007115840912
301,physio,8,True,50,5,0.41160714626312256
302,physio,8,True,50,6,0.40875378251075745
303,physio,8,True,50,7,0.41906580328941345
304,physio,8,True,50,8,0.4237232208251953
305,physio,8,True,50,9,0.40293794870376587
306,physio,8,False,NA,NA,0.18494973863215275
307,physio,9,True,5,0,0.454504132270813
308,physio,9,True,5,1,0.43814796209335327
309,physio,9,True,5,2,0.43871328234672546
310,physio,9,True,5,3,0.4632502794265747
311,physio,9,True,5,4,0.43540334701538086
312,physio,9,True,5,5,0.45722129940986633
313,physio,9,True,5,6,0.4446493983268738
314,physio,9,True,5,7,0.4365149736404419
315,physio,9,True,5,8,0.4532849192619324
316,physio,9,True,5,9,0.45657679438591003
317,physio,9,True,10,0,0.44248366355895996
318,physio,9,True,10,1,0.4643891453742981
319,physio,9,True,10,2,0.4543594717979431
320,physio,9,True,10,3,0.43247753381729126
321,physio,9,True,10,4,0.449567049741745
322,physio,9,True,10,5,0.43767333030700684
323,physio,9,True,10,6,0.42778733372688293
324,physio,9,True,10,7,0.4431184232234955
325,physio,9,True,10,8,0.41303750872612
326,physio,9,True,10,9,0.4193139672279358
327,physio,9,True,20,0,0.3972893953323364
328,physio,9,True,20,1,0.4047859013080597
329,physio,9,True,20,2,0.3868217468261719
330,physio,9,True,20,3,0.423365980386734
331,physio,9,True,20,4,0.4229862093925476
332,physio,9,True,20,5,0.41702112555503845
333,physio,9,True,20,6,0.419478178024292
334,physio,9,True,20,7,0.3975854516029358
335,physio,9,True,20,8,0.42894601821899414
336,physio,9,True,20,9,0.4301750659942627
337,physio,9,True,30,0,0.409191370010376
338,physio,9,True,30,1,0.4090348184108734
339,physio,9,True,30,2,0.41364961862564087
340,physio,9,True,30,3,0.4120045006275177
341,physio,9,True,30,4,0.3907814621925354
342,physio,9,True,30,5,0.39066869020462036
343,physio,9,True,30,6,0.4159568250179291
344,physio,9,True,30,7,0.41183608770370483
345,physio,9,True,30,8,0.40440836548805237
346,physio,9,True,30,9,0.4098721146583557
347,physio,9,True,50,0,0.387980192899704
348,physio,9,True,50,1,0.4042084813117981
349,physio,9,True,50,2,0.4028113782405853
350,physio,9,True,50,3,0.39621248841285706
351,physio,9,True,50,4,0.39296531677246094
352,physio,9,True,50,5,0.3971458971500397
353,physio,9,True,50,6,0.38478919863700867
354,physio,9,True,50,7,0.3987773656845093
355,physio,9,True,50,8,0.40366530418395996
356,physio,9,True,50,9,0.4225967228412628
357,physio,9,False,NA,NA,0.16851692294300782
358,physio,10,True,5,0,0.45568007230758667
359,physio,10,True,5,1,0.4450612962245941
360,physio,10,True,5,2,0.45092642307281494
361,physio,10,True,5,3,0.4466066062450409
362,physio,10,True,5,4,0.4251098930835724
363,physio,10,True,5,5,0.4685311019420624
364,physio,10,True,5,6,0.4703405499458313
365,physio,10,True,5,7,0.4710284173488617
366,physio,10,True,5,8,0.4483007490634918
367,physio,10,True,5,9,0.44569167494773865
368,physio,10,True,10,0,0.436200350522995
369,physio,10,True,10,1,0.44925034046173096
370,physio,10,True,10,2,0.4435134530067444
371,physio,10,True,10,3,0.4501715898513794
372,physio,10,True,10,4,0.42503833770751953
373,physio,10,True,10,5,0.44938424229621887
374,physio,10,True,10,6,0.43276655673980713
375,physio,10,True,10,7,0.4433276057243347
376,physio,10,True,10,8,0.44059813022613525
377,physio,10,True,10,9,0.449267715215683
378,physio,10,True,20,0,0.40757519006729126
379,physio,10,True,20,1,0.39975622296333313
380,physio,10,True,20,2,0.4449939727783203
381,physio,10,True,20,3,0.4056271016597748
382,physio,10,True,20,4,0.4162098169326782
383,physio,10,True,20,5,0.4143327474594116
384,physio,10,True,20,6,0.404096394777298
385,physio,10,True,20,7,0.4352303743362427
386,physio,10,True,20,8,0.4275765120983124
387,physio,10,True,20,9,0.41417786478996277
388,physio,10,True,30,0,0.414745956659317
389,physio,10,True,30,1,0.40674710273742676
390,physio,10,True,30,2,0.4246230125427246
391,physio,10,True,30,3,0.4121253490447998
392,physio,10,True,30,4,0.3968561887741089
393,physio,10,True,30,5,0.4144164025783539
394,physio,10,True,30,6,0.415210485458374
395,physio,10,True,30,7,0.40019237995147705
396,physio,10,True,30,8,0.40660154819488525
397,physio,10,True,30,9,0.40290194749832153
398,physio,10,True,50,0,0.4027087092399597
399,physio,10,True,50,1,0.39942362904548645
400,physio,10,True,50,2,0.4102538228034973
401,physio,10,True,50,3,0.37812867760658264
402,physio,10,True,50,4,0.40566322207450867
403,physio,10,True,50,5,0.37472984194755554
404,physio,10,True,50,6,0.37938565015792847
405,physio,10,True,50,7,0.3968336284160614
406,physio,10,True,50,8,0.37985876202583313
407,physio,10,True,50,9,0.3814679980278015
408,physio,10,False,NA,NA,0.16666379130993877
