,View,KCC_space,TSNE,perplexity,random_state,eps,min_samples,n_state,silhouette_score,DBSCAN_clusters,outlier_ratio
27,clinical,3,True,30,2,0.7061224489795919,4,0,0.8383426,10,0.8785529715762274
28,clinical,3,True,30,3,0.7061224489795919,4,0,0.76514184,12,0.8578811369509044
29,clinical,3,True,30,4,0.7061224489795919,4,0,0.7699121,13,0.8423772609819121
30,clinical,3,True,30,3,0.7061224489795919,5,0,0.98386,2,0.9741602067183462
31,clinical,3,True,30,4,0.7061224489795919,5,0,0.961858,2,0.9715762273901809
32,clinical,3,True,30,0,0.9081632653061225,2,0,0.36636308,56,0.1343669250645995
33,clinical,3,True,30,1,0.9081632653061225,2,0,0.37201375,58,0.1421188630490956
34,clinical,3,True,30,2,0.9081632653061225,2,0,0.37828022,57,0.15503875968992248
35,clinical,3,True,30,3,0.9081632653061225,2,0,0.37128755,58,0.12919896640826872
36,clinical,3,True,30,4,0.9081632653061225,2,0,0.37036237,58,0.1343669250645995
37,clinical,3,True,30,0,0.9081632653061225,3,0,0.43395832,38,0.22739018087855298
38,clinical,3,True,30,1,0.9081632653061225,3,0,0.43778157,39,0.24031007751937986
39,clinical,3,True,30,2,0.9081632653061225,3,0,0.44487,39,0.24806201550387597
40,clinical,3,True,30,3,0.9081632653061225,3,0,0.43868652,39,0.22739018087855298
41,clinical,3,True,30,4,0.9081632653061225,3,0,0.44263744,39,0.23255813953488372
42,clinical,3,True,30,0,0.9081632653061225,4,0,0.53217334,32,0.40568475452196384
43,clinical,3,True,30,1,0.9081632653061225,4,0,0.5371819,31,0.4289405684754522
44,clinical,3,True,30,2,0.9081632653061225,4,0,0.544509,29,0.45478036175710596
45,clinical,3,True,30,3,0.9081632653061225,4,0,0.5311616,32,0.40310077519379844
46,clinical,3,True,30,4,0.9081632653061225,4,0,0.5333935,32,0.40568475452196384
47,clinical,3,True,30,0,0.9081632653061225,5,0,0.6456396,18,0.6511627906976745
48,clinical,3,True,30,1,0.9081632653061225,5,0,0.6472278,18,0.6537467700258398
49,clinical,3,True,30,2,0.9081632653061225,5,0,0.65198696,18,0.6718346253229974
50,clinical,3,True,30,3,0.9081632653061225,5,0,0.62404674,18,0.6382428940568475
51,clinical,3,True,30,4,0.9081632653061225,5,0,0.6250059,19,0.627906976744186
52,clinical,3,True,30,0,0.9081632653061225,6,0,0.6646861,11,0.7984496124031008
53,clinical,3,True,30,1,0.9081632653061225,6,0,0.70931655,10,0.8010335917312662
54,clinical,3,True,30,2,0.9081632653061225,6,0,0.76117575,9,0.8320413436692506
55,clinical,3,True,30,3,0.9081632653061225,6,0,0.7068064,10,0.7958656330749354
56,clinical,3,True,30,4,0.9081632653061225,6,0,0.69818074,10,0.7881136950904393
57,clinical,3,True,30,0,0.9081632653061225,7,0,0.9666462,2,0.9638242894056848
58,clinical,3,True,30,1,0.9081632653061225,7,0,0.9605836,2,0.9560723514211886
59,clinical,3,True,30,3,0.9081632653061225,7,0,0.956743,2,0.9431524547803618
60,clinical,3,True,30,4,0.9081632653061225,7,0,0.95107645,2,0.9431524547803618
61,clinical,3,True,30,0,1.1102040816326533,2,0,0.32187766,40,0.05167958656330749
62,clinical,3,True,30,1,1.1102040816326533,2,0,0.31847918,40,0.05167958656330749
63,clinical,3,True,30,2,1.1102040816326533,2,0,0.3200013,40,0.05426356589147287
64,clinical,3,True,30,3,1.1102040816326533,2,0,0.32167205,40,0.05426356589147287
65,clinical,3,True,30,4,1.1102040816326533,2,0,0.32166982,40,0.05426356589147287
66,clinical,3,True,30,0,1.1102040816326533,3,0,0.3886664,30,0.10335917312661498
67,clinical,3,True,30,1,1.1102040816326533,3,0,0.38469735,30,0.10335917312661498
68,clinical,3,True,30,2,1.1102040816326533,3,0,0.3864949,30,0.10594315245478036
69,clinical,3,True,30,3,1.1102040816326533,3,0,0.38730618,30,0.10594315245478036
70,clinical,3,True,30,4,1.1102040816326533,3,0,0.3879651,30,0.10594315245478036
71,clinical,3,True,30,0,1.1102040816326533,4,0,0.49509597,25,0.21963824289405684
72,clinical,3,True,30,1,1.1102040816326533,4,0,0.49199045,25,0.2144702842377261
73,clinical,3,True,30,2,1.1102040816326533,4,0,0.49397734,25,0.21963824289405684
74,clinical,3,True,30,3,1.1102040816326533,4,0,0.47971654,24,0.21705426356589147
75,clinical,3,True,30,4,1.1102040816326533,4,0,0.48429805,25,0.20930232558139536
76,clinical,3,True,30,0,1.1102040816326533,5,0,0.55452764,24,0.34108527131782945
77,clinical,3,True,30,1,1.1102040816326533,5,0,0.5543581,24,0.3359173126614987
78,clinical,3,True,30,2,1.1102040816326533,5,0,0.5380697,26,0.34108527131782945
79,clinical,3,True,30,3,1.1102040816326533,5,0,0.5337383,25,0.3333333333333333
80,clinical,3,True,30,4,1.1102040816326533,5,0,0.5427238,25,0.330749354005168
81,clinical,3,True,30,0,1.1102040816326533,6,0,0.6132087,18,0.524547803617571
82,clinical,3,True,30,1,1.1102040816326533,6,0,0.6130508,18,0.524547803617571
83,clinical,3,True,30,2,1.1102040816326533,6,0,0.58581823,19,0.5400516795865633
84,clinical,3,True,30,3,1.1102040816326533,6,0,0.6123794,18,0.5142118863049095
85,clinical,3,True,30,4,1.1102040816326533,6,0,0.61092776,19,0.524547803617571
86,clinical,3,True,30,0,1.1102040816326533,7,0,0.8161146,8,0.772609819121447
87,clinical,3,True,30,1,1.1102040816326533,7,0,0.8166297,8,0.7648578811369509
88,clinical,3,True,30,2,1.1102040816326533,7,0,0.81482506,8,0.7751937984496124
89,clinical,3,True,30,3,1.1102040816326533,7,0,0.76486516,9,0.7571059431524548
90,clinical,3,True,30,4,1.1102040816326533,7,0,0.8052028,9,0.7545219638242894
91,clinical,3,True,30,0,1.1102040816326533,8,0,0.87648505,3,0.8863049095607235
92,clinical,3,True,30,1,1.1102040816326533,8,0,0.8741251,3,0.8863049095607235
93,clinical,3,True,30,2,1.1102040816326533,8,0,0.8796447,3,0.8914728682170543
94,clinical,3,True,30,3,1.1102040816326533,8,0,0.8749418,3,0.8863049095607235
95,clinical,3,True,30,4,1.1102040816326533,8,0,0.8802057,4,0.8656330749354005
96,clinical,3,True,30,3,1.1102040816326533,9,0,0.9531505,2,0.9354005167958657
97,clinical,3,True,30,0,1.3122448979591839,2,0,0.221553,19,0.012919896640826873
98,clinical,3,True,30,1,1.3122448979591839,2,0,0.22441988,18,0.012919896640826873
99,clinical,3,True,30,2,1.3122448979591839,2,0,0.22437945,18,0.012919896640826873
100,clinical,3,True,30,3,1.3122448979591839,2,0,0.2222684,17,0.012919896640826873
101,clinical,3,True,30,4,1.3122448979591839,2,0,0.22521916,19,0.015503875968992248
102,clinical,3,True,30,0,1.3122448979591839,3,0,0.28991377,15,0.03359173126614987
103,clinical,3,True,30,1,1.3122448979591839,3,0,0.2846264,15,0.028423772609819122
104,clinical,3,True,30,2,1.3122448979591839,3,0,0.2848904,15,0.028423772609819122
105,clinical,3,True,30,3,1.3122448979591839,3,0,0.3092604,14,0.028423772609819122
106,clinical,3,True,30,4,1.3122448979591839,3,0,0.2868604,16,0.031007751937984496
107,clinical,3,True,30,0,1.3122448979591839,4,0,0.3639526,17,0.06201550387596899
108,clinical,3,True,30,1,1.3122448979591839,4,0,0.35998452,17,0.056847545219638244
109,clinical,3,True,30,2,1.3122448979591839,4,0,0.36078593,17,0.059431524547803614
110,clinical,3,True,30,3,1.3122448979591839,4,0,0.35893208,17,0.05426356589147287
111,clinical,3,True,30,4,1.3122448979591839,4,0,0.36407346,17,0.06201550387596899
112,clinical,3,True,30,0,1.3122448979591839,5,0,0.3997239,21,0.1343669250645995
113,clinical,3,True,30,1,1.3122448979591839,5,0,0.4006513,22,0.13178294573643412
114,clinical,3,True,30,2,1.3122448979591839,5,0,0.39914864,24,0.13695090439276486
115,clinical,3,True,30,3,1.3122448979591839,5,0,0.40120757,23,0.11369509043927649
116,clinical,3,True,30,4,1.3122448979591839,5,0,0.4016206,21,0.13178294573643412
117,clinical,3,True,30,0,1.3122448979591839,6,0,0.4868425,23,0.2144702842377261
118,clinical,3,True,30,1,1.3122448979591839,6,0,0.48724747,23,0.2144702842377261
119,clinical,3,True,30,2,1.3122448979591839,6,0,0.48597804,23,0.22739018087855298
120,clinical,3,True,30,3,1.3122448979591839,6,0,0.48951876,23,0.21188630490956073
121,clinical,3,True,30,4,1.3122448979591839,6,0,0.48760915,23,0.2144702842377261
122,clinical,3,True,30,0,1.3122448979591839,7,0,0.59869474,20,0.3643410852713178
123,clinical,3,True,30,1,1.3122448979591839,7,0,0.59770745,20,0.3643410852713178
124,clinical,3,True,30,2,1.3122448979591839,7,0,0.6102582,19,0.42377260981912146
125,clinical,3,True,30,3,1.3122448979591839,7,0,0.5669294,21,0.3333333333333333
126,clinical,3,True,30,4,1.3122448979591839,7,0,0.56099224,21,0.3333333333333333
127,clinical,3,True,30,0,1.3122448979591839,8,0,0.79340756,11,0.6149870801033591
128,clinical,3,True,30,1,1.3122448979591839,8,0,0.7914998,11,0.6175710594315246
129,clinical,3,True,30,2,1.3122448979591839,8,0,0.79087347,11,0.6227390180878553
130,clinical,3,True,30,3,1.3122448979591839,8,0,0.7845807,11,0.6046511627906976
131,clinical,3,True,30,4,1.3122448979591839,8,0,0.8004679,10,0.627906976744186
132,clinical,3,True,30,0,1.3122448979591839,9,0,0.85359836,7,0.7467700258397932
133,clinical,3,True,30,1,1.3122448979591839,9,0,0.8435539,6,0.772609819121447
134,clinical,3,True,30,2,1.3122448979591839,9,0,0.8427859,6,0.772609819121447
135,clinical,3,True,30,3,1.3122448979591839,9,0,0.8501291,7,0.7467700258397932
136,clinical,3,True,30,4,1.3122448979591839,9,0,0.8441246,6,0.7674418604651163
137,clinical,3,True,30,0,1.3122448979591839,10,0,0.9011432,4,0.8475452196382429
138,clinical,3,True,30,1,1.3122448979591839,10,0,0.89872855,4,0.8423772609819121
139,clinical,3,True,30,2,1.3122448979591839,10,0,0.89756596,4,0.8552971576227391
140,clinical,3,True,30,3,1.3122448979591839,10,0,0.8833169,4,0.8294573643410853
141,clinical,3,True,30,4,1.3122448979591839,10,0,0.88064194,4,0.8294573643410853
142,clinical,3,True,30,3,1.3122448979591839,11,0,0.94365996,2,0.9121447028423773
143,clinical,3,True,30,4,1.3122448979591839,11,0,0.9364285,2,0.9121447028423773
144,clinical,3,True,30,0,1.5142857142857145,2,0,0.27262095,10,0.0103359173126615
145,clinical,3,True,30,1,1.5142857142857145,2,0,0.2712685,10,0.0103359173126615
146,clinical,3,True,30,2,1.5142857142857145,2,0,0.27178302,10,0.0103359173126615
147,clinical,3,True,30,3,1.5142857142857145,2,0,0.26997072,10,0.0103359173126615
148,clinical,3,True,30,4,1.5142857142857145,2,0,0.24447273,11,0.012919896640826873
149,clinical,3,True,30,0,1.5142857142857145,3,0,0.33240688,9,0.015503875968992248
150,clinical,3,True,30,1,1.5142857142857145,3,0,0.33071536,9,0.015503875968992248
151,clinical,3,True,30,2,1.5142857142857145,3,0,0.33104843,9,0.015503875968992248
152,clinical,3,True,30,3,1.5142857142857145,3,0,0.32939917,9,0.015503875968992248
153,clinical,3,True,30,4,1.5142857142857145,3,0,0.30378956,10,0.01808785529715762
154,clinical,3,True,30,0,1.5142857142857145,4,0,0.41616413,12,0.025839793281653745
155,clinical,3,True,30,1,1.5142857142857145,4,0,0.41271996,12,0.025839793281653745
156,clinical,3,True,30,2,1.5142857142857145,4,0,0.41432866,12,0.025839793281653745
157,clinical,3,True,30,3,1.5142857142857145,4,0,0.4403081,11,0.025839793281653745
158,clinical,3,True,30,4,1.5142857142857145,4,0,0.410303,12,0.028423772609819122
159,clinical,3,True,30,0,1.5142857142857145,5,0,0.47046247,16,0.04909560723514212
160,clinical,3,True,30,1,1.5142857142857145,5,0,0.4689132,16,0.04909560723514212
161,clinical,3,True,30,2,1.5142857142857145,5,0,0.47953242,16,0.059431524547803614
162,clinical,3,True,30,3,1.5142857142857145,5,0,0.4835798,14,0.046511627906976744
163,clinical,3,True,30,4,1.5142857142857145,5,0,0.48899028,14,0.06459948320413436
164,clinical,3,True,30,0,1.5142857142857145,6,0,0.528054,16,0.11886304909560723
165,clinical,3,True,30,1,1.5142857142857145,6,0,0.52579504,16,0.1111111111111111
166,clinical,3,True,30,2,1.5142857142857145,6,0,0.45163232,17,0.11886304909560723
167,clinical,3,True,30,3,1.5142857142857145,6,0,0.5277112,16,0.11369509043927649
168,clinical,3,True,30,4,1.5142857142857145,6,0,0.54600996,15,0.11627906976744186
169,clinical,3,True,30,0,1.5142857142857145,7,0,0.48169684,19,0.1834625322997416
170,clinical,3,True,30,1,1.5142857142857145,7,0,0.48112118,19,0.18087855297157623
171,clinical,3,True,30,2,1.5142857142857145,7,0,0.48060694,19,0.1834625322997416
172,clinical,3,True,30,3,1.5142857142857145,7,0,0.47844228,19,0.17054263565891473
173,clinical,3,True,30,4,1.5142857142857145,7,0,0.47862425,19,0.19121447028423771
174,clinical,3,True,30,0,1.5142857142857145,8,0,0.63428205,13,0.3643410852713178
175,clinical,3,True,30,1,1.5142857142857145,8,0,0.6360908,14,0.36175710594315247
176,clinical,3,True,30,2,1.5142857142857145,8,0,0.6370218,14,0.3695090439276486
177,clinical,3,True,30,3,1.5142857142857145,8,0,0.63180715,13,0.35658914728682173
178,clinical,3,True,30,4,1.5142857142857145,8,0,0.6373337,14,0.36175710594315247
179,clinical,3,True,30,0,1.5142857142857145,9,0,0.72461367,11,0.5064599483204134
180,clinical,3,True,30,1,1.5142857142857145,9,0,0.7329914,10,0.5271317829457365
181,clinical,3,True,30,2,1.5142857142857145,9,0,0.75856274,10,0.5529715762273901
182,clinical,3,True,30,3,1.5142857142857145,9,0,0.7007969,12,0.4702842377260982
183,clinical,3,True,30,4,1.5142857142857145,9,0,0.7017933,12,0.4702842377260982
184,clinical,3,True,30,0,1.5142857142857145,10,0,0.78593016,9,0.6253229974160207
185,clinical,3,True,30,1,1.5142857142857145,10,0,0.78794837,8,0.6459948320413437
186,clinical,3,True,30,2,1.5142857142857145,10,0,0.826989,7,0.6847545219638242
187,clinical,3,True,30,3,1.5142857142857145,10,0,0.7598452,9,0.6098191214470284
188,clinical,3,True,30,4,1.5142857142857145,10,0,0.82307285,7,0.6718346253229974
189,clinical,3,True,30,0,1.5142857142857145,11,0,0.83886546,6,0.7493540051679587
190,clinical,3,True,30,1,1.5142857142857145,11,0,0.83682346,6,0.7493540051679587
191,clinical,3,True,30,2,1.5142857142857145,11,0,0.83609575,6,0.7493540051679587
192,clinical,3,True,30,3,1.5142857142857145,11,0,0.8048132,8,0.6873385012919897
193,clinical,3,True,30,4,1.5142857142857145,11,0,0.8463226,7,0.7209302325581395
194,clinical,3,True,30,0,1.5142857142857145,12,0,0.9347731,2,0.8888888888888888
195,clinical,3,True,30,1,1.5142857142857145,12,0,0.93037087,2,0.8888888888888888
196,clinical,3,True,30,2,1.5142857142857145,12,0,0.92991805,2,0.8888888888888888
197,clinical,3,True,30,3,1.5142857142857145,12,0,0.9349777,2,0.8888888888888888
198,clinical,3,True,30,4,1.5142857142857145,12,0,0.9264325,2,0.8888888888888888
199,clinical,3,True,30,0,1.5142857142857145,13,0,0.9375627,2,0.8992248062015504
200,clinical,3,True,30,1,1.5142857142857145,13,0,0.93360364,2,0.8992248062015504
201,clinical,3,True,30,2,1.5142857142857145,13,0,0.9327962,2,0.8992248062015504
202,clinical,3,True,30,3,1.5142857142857145,13,0,0.9378151,2,0.8992248062015504
203,clinical,3,True,30,4,1.5142857142857145,13,0,0.92960894,2,0.8992248062015504
204,clinical,3,True,30,0,1.716326530612245,2,0,0.070532285,7,0.00516795865633075
205,clinical,3,True,30,1,1.716326530612245,2,0,0.2725751,6,0.00516795865633075
206,clinical,3,True,30,2,1.716326530612245,2,0,0.069191,7,0.00516795865633075
207,clinical,3,True,30,3,1.716326530612245,2,0,0.06772311,7,0.00516795865633075
208,clinical,3,True,30,4,1.716326530612245,2,0,0.28017455,6,0.00516795865633075
209,clinical,3,True,30,0,1.716326530612245,3,0,0.2753721,6,0.0103359173126615
210,clinical,3,True,30,1,1.716326530612245,3,0,0.2725751,6,0.00516795865633075
211,clinical,3,True,30,2,1.716326530612245,3,0,0.27326608,6,0.0103359173126615
212,clinical,3,True,30,3,1.716326530612245,3,0,0.27058282,6,0.0103359173126615
213,clinical,3,True,30,4,1.716326530612245,3,0,0.28017455,6,0.00516795865633075
214,clinical,3,True,30,0,1.716326530612245,4,0,0.27561027,6,0.015503875968992248
215,clinical,3,True,30,1,1.716326530612245,4,0,0.27259812,6,0.0103359173126615
216,clinical,3,True,30,2,1.716326530612245,4,0,0.27348793,6,0.015503875968992248
217,clinical,3,True,30,3,1.716326530612245,4,0,0.27081656,6,0.015503875968992248
218,clinical,3,True,30,4,1.716326530612245,4,0,0.27880603,6,0.015503875968992248
219,clinical,3,True,30,0,1.716326530612245,5,0,0.33476755,7,0.028423772609819122
220,clinical,3,True,30,1,1.716326530612245,5,0,0.32876748,7,0.023255813953488372
221,clinical,3,True,30,2,1.716326530612245,5,0,0.3320252,7,0.028423772609819122
222,clinical,3,True,30,3,1.716326530612245,5,0,0.3309312,7,0.028423772609819122
223,clinical,3,True,30,4,1.716326530612245,5,0,0.27767915,8,0.028423772609819122
224,clinical,3,True,30,0,1.716326530612245,6,0,0.3651642,9,0.03359173126614987
225,clinical,3,True,30,1,1.716326530612245,6,0,0.36014307,8,0.03875968992248062
226,clinical,3,True,30,2,1.716326530612245,6,0,0.3666539,9,0.03617571059431524
227,clinical,3,True,30,3,1.716326530612245,6,0,0.35994104,8,0.03617571059431524
228,clinical,3,True,30,4,1.716326530612245,6,0,0.3677552,8,0.04392764857881137
229,clinical,3,True,30,0,1.716326530612245,7,0,0.4982433,13,0.06976744186046512
230,clinical,3,True,30,1,1.716326530612245,7,0,0.50025946,14,0.06976744186046512
231,clinical,3,True,30,2,1.716326530612245,7,0,0.49810156,14,0.07235142118863049
232,clinical,3,True,30,3,1.716326530612245,7,0,0.49685377,12,0.06718346253229975
233,clinical,3,True,30,4,1.716326530612245,7,0,0.45109367,11,0.06976744186046512
234,clinical,3,True,30,0,1.716326530612245,8,0,0.55441546,14,0.15503875968992248
235,clinical,3,True,30,1,1.716326530612245,8,0,0.5399388,13,0.14470284237726097
236,clinical,3,True,30,2,1.716326530612245,8,0,0.5593254,14,0.16279069767441862
237,clinical,3,True,30,3,1.716326530612245,8,0,0.5537859,13,0.14728682170542637
238,clinical,3,True,30,4,1.716326530612245,8,0,0.5426689,12,0.1524547803617571
239,clinical,3,True,30,0,1.716326530612245,9,0,0.5883193,14,0.24289405684754523
240,clinical,3,True,30,1,1.716326530612245,9,0,0.5875929,14,0.23772609819121446
241,clinical,3,True,30,2,1.716326530612245,9,0,0.59016937,14,0.2454780361757106
242,clinical,3,True,30,3,1.716326530612245,9,0,0.586484,14,0.22739018087855298
243,clinical,3,True,30,4,1.716326530612245,9,0,0.5844139,14,0.2351421188630491
244,clinical,3,True,30,0,1.716326530612245,10,0,0.64294106,12,0.35142118863049093
245,clinical,3,True,30,1,1.716326530612245,10,0,0.6418334,12,0.35142118863049093
246,clinical,3,True,30,2,1.716326530612245,10,0,0.64964694,12,0.3695090439276486
247,clinical,3,True,30,3,1.716326530612245,10,0,0.6371347,11,0.3488372093023256
248,clinical,3,True,30,4,1.716326530612245,10,0,0.6435354,12,0.35658914728682173
249,clinical,3,True,30,0,1.716326530612245,11,0,0.6731345,10,0.5348837209302325
250,clinical,3,True,30,1,1.716326530612245,11,0,0.66800195,10,0.5219638242894057
251,clinical,3,True,30,2,1.716326530612245,11,0,0.7215806,9,0.5658914728682171
252,clinical,3,True,30,3,1.716326530612245,11,0,0.66440356,10,0.5116279069767442
253,clinical,3,True,30,4,1.716326530612245,11,0,0.6926248,10,0.5012919896640827
254,clinical,3,True,30,0,1.716326530612245,12,0,0.779887,8,0.6253229974160207
255,clinical,3,True,30,1,1.716326530612245,12,0,0.78198105,8,0.6304909560723514
256,clinical,3,True,30,2,1.716326530612245,12,0,0.78605086,8,0.661498708010336
257,clinical,3,True,30,3,1.716326530612245,12,0,0.77476406,8,0.6175710594315246
258,clinical,3,True,30,4,1.716326530612245,12,0,0.77850044,8,0.6201550387596899
259,clinical,3,True,30,0,1.716326530612245,13,0,0.8458435,5,0.7467700258397932
260,clinical,3,True,30,1,1.716326530612245,13,0,0.82936317,4,0.7700258397932817
261,clinical,3,True,30,2,1.716326530612245,13,0,0.82736504,3,0.8217054263565892
262,clinical,3,True,30,3,1.716326530612245,13,0,0.84114975,5,0.7364341085271318
263,clinical,3,True,30,4,1.716326530612245,13,0,0.8424765,5,0.7364341085271318
264,clinical,3,True,30,0,1.716326530612245,14,0,0.9202866,2,0.8630490956072352
265,clinical,3,True,30,1,1.716326530612245,14,0,0.9145136,2,0.8630490956072352
266,clinical,3,True,30,2,1.716326530612245,14,0,0.9237471,2,0.8785529715762274
267,clinical,3,True,30,3,1.716326530612245,14,0,0.92044383,2,0.8630490956072352
268,clinical,3,True,30,4,1.716326530612245,14,0,0.9101763,2,0.8630490956072352
269,clinical,3,True,30,0,1.716326530612245,15,0,0.9309897,2,0.8837209302325582
270,clinical,3,True,30,4,1.716326530612245,15,0,0.92221475,2,0.8837209302325582
271,clinical,3,True,30,0,1.9183673469387756,2,0,0.27732486,6,0.0
272,clinical,3,True,30,1,1.9183673469387756,2,0,0.2727047,6,0.0
273,clinical,3,True,30,2,1.9183673469387756,2,0,0.27521104,6,0.0
274,clinical,3,True,30,3,1.9183673469387756,2,0,0.2725388,6,0.0
275,clinical,3,True,30,4,1.9183673469387756,2,0,0.34317848,5,0.002583979328165375
276,clinical,3,True,30,0,1.9183673469387756,3,0,0.27732486,6,0.0
277,clinical,3,True,30,1,1.9183673469387756,3,0,0.2727047,6,0.0
278,clinical,3,True,30,2,1.9183673469387756,3,0,0.27521104,6,0.0
279,clinical,3,True,30,3,1.9183673469387756,3,0,0.2725388,6,0.0
280,clinical,3,True,30,4,1.9183673469387756,3,0,0.34317848,5,0.002583979328165375
281,clinical,3,True,30,0,1.9183673469387756,4,0,0.27732486,6,0.0
282,clinical,3,True,30,1,1.9183673469387756,4,0,0.27109665,6,0.00516795865633075
283,clinical,3,True,30,2,1.9183673469387756,4,0,0.27359772,6,0.00516795865633075
284,clinical,3,True,30,3,1.9183673469387756,4,0,0.2725388,6,0.0
285,clinical,3,True,30,4,1.9183673469387756,4,0,0.34317848,5,0.002583979328165375
286,clinical,3,True,30,0,1.9183673469387756,5,0,0.3604267,6,0.015503875968992248
287,clinical,3,True,30,1,1.9183673469387756,5,0,0.35621327,6,0.015503875968992248
288,clinical,3,True,30,2,1.9183673469387756,5,0,0.358207,6,0.015503875968992248
289,clinical,3,True,30,3,1.9183673469387756,5,0,0.35711518,6,0.015503875968992248
290,clinical,3,True,30,4,1.9183673469387756,5,0,0.36008996,6,0.002583979328165375
291,clinical,3,True,30,0,1.9183673469387756,6,0,0.33094975,7,0.01808785529715762
292,clinical,3,True,30,1,1.9183673469387756,6,0,0.3262752,7,0.01808785529715762
293,clinical,3,True,30,2,1.9183673469387756,6,0,0.32818526,7,0.01808785529715762
294,clinical,3,True,30,3,1.9183673469387756,6,0,0.32687268,7,0.01808785529715762
295,clinical,3,True,30,4,1.9183673469387756,6,0,0.33229935,7,0.01808785529715762
296,clinical,3,True,30,0,1.9183673469387756,7,0,0.43910402,11,0.03617571059431524
297,clinical,3,True,30,1,1.9183673469387756,7,0,0.4361365,11,0.03617571059431524
298,clinical,3,True,30,2,1.9183673469387756,7,0,0.43385795,11,0.03617571059431524
299,clinical,3,True,30,3,1.9183673469387756,7,0,0.43680015,11,0.03617571059431524
300,clinical,3,True,30,4,1.9183673469387756,7,0,0.44096574,11,0.03617571059431524
301,clinical,3,True,30,0,1.9183673469387756,8,0,0.5219828,11,0.07493540051679587
302,clinical,3,True,30,1,1.9183673469387756,8,0,0.5193099,11,0.07235142118863049
303,clinical,3,True,30,2,1.9183673469387756,8,0,0.5208063,11,0.082687338501292
304,clinical,3,True,30,3,1.9183673469387756,8,0,0.51955026,11,0.07235142118863049
305,clinical,3,True,30,4,1.9183673469387756,8,0,0.5190826,11,0.07235142118863049
306,clinical,3,True,30,0,1.9183673469387756,9,0,0.51925534,12,0.1111111111111111
307,clinical,3,True,30,1,1.9183673469387756,9,0,0.5163278,12,0.10852713178294573
308,clinical,3,True,30,2,1.9183673469387756,9,0,0.518165,12,0.1111111111111111
309,clinical,3,True,30,3,1.9183673469387756,9,0,0.51401615,12,0.10594315245478036
310,clinical,3,True,30,4,1.9183673469387756,9,0,0.5030822,14,0.07751937984496124
311,clinical,3,True,30,0,1.9183673469387756,10,0,0.5615383,14,0.18863049095607234
312,clinical,3,True,30,1,1.9183673469387756,10,0,0.56640387,13,0.2144702842377261
313,clinical,3,True,30,2,1.9183673469387756,10,0,0.57190734,13,0.2222222222222222
314,clinical,3,True,30,3,1.9183673469387756,10,0,0.5587797,13,0.18863049095607234
315,clinical,3,True,30,4,1.9183673469387756,10,0,0.55464005,14,0.17054263565891473
316,clinical,3,True,30,0,1.9183673469387756,11,0,0.60239273,12,0.29198966408268734
317,clinical,3,True,30,1,1.9183673469387756,11,0,0.60111076,12,0.29198966408268734
