,View,KCC_space,TSNE,perplexity,random_state,eps,min_samples,n_state,silhouette_score,DBSCAN_clusters,outlier_ratio
0,physio,3,True,30,0,0.5040816326530613,2,0,0.7637734,23,0.8811369509043928
1,physio,3,True,30,1,0.5040816326530613,2,0,0.78841907,17,0.9121447028423773
2,physio,3,True,30,2,0.5040816326530613,2,0,0.7503376,27,0.8604651162790697
3,physio,3,True,30,3,0.5040816326530613,2,0,0.78730714,18,0.9069767441860465
4,physio,3,True,30,4,0.5040816326530613,2,0,0.7618787,20,0.896640826873385
5,physio,3,True,30,0,0.7061224489795919,2,0,0.54863185,83,0.4883720930232558
6,physio,3,True,30,1,0.7061224489795919,2,0,0.55505604,79,0.5090439276485789
7,physio,3,True,30,2,0.7061224489795919,2,0,0.5451407,83,0.48578811369509045
8,physio,3,True,30,3,0.7061224489795919,2,0,0.5571864,76,0.5297157622739018
9,physio,3,True,30,4,0.7061224489795919,2,0,0.5484946,83,0.4883720930232558
10,physio,3,True,30,0,0.7061224489795919,3,0,0.7044318,20,0.813953488372093
11,physio,3,True,30,1,0.7061224489795919,3,0,0.70246184,20,0.813953488372093
12,physio,3,True,30,2,0.7061224489795919,3,0,0.6733924,21,0.8062015503875969
13,physio,3,True,30,3,0.7061224489795919,3,0,0.6962706,18,0.8294573643410853
14,physio,3,True,30,4,0.7061224489795919,3,0,0.7100565,20,0.813953488372093
15,physio,3,True,30,0,0.7061224489795919,4,0,0.9308598,6,0.937984496124031
16,physio,3,True,30,1,0.7061224489795919,4,0,0.9305913,6,0.937984496124031
17,physio,3,True,30,2,0.7061224489795919,4,0,0.93126315,6,0.937984496124031
18,physio,3,True,30,3,0.7061224489795919,4,0,0.93036,6,0.937984496124031
19,physio,3,True,30,4,0.7061224489795919,4,0,0.9309123,6,0.937984496124031
20,physio,3,True,30,0,0.9081632653061225,2,0,0.44594106,73,0.2351421188630491
21,physio,3,True,30,1,0.9081632653061225,2,0,0.44394588,77,0.24289405684754523
22,physio,3,True,30,2,0.9081632653061225,2,0,0.4437766,73,0.2248062015503876
23,physio,3,True,30,3,0.9081632653061225,2,0,0.4413585,76,0.2532299741602067
24,physio,3,True,30,4,0.9081632653061225,2,0,0.4431711,76,0.2351421188630491
25,physio,3,True,30,0,0.9081632653061225,3,0,0.47126862,49,0.35917312661498707
26,physio,3,True,30,1,0.9081632653061225,3,0,0.4879157,47,0.3979328165374677
