,View,KCC_space,TSNE,perplexity,random_state,eps,min_samples,n_state,silhouette_score,DBSCAN_clusters,outlier_ratio
0,contextual,3,True,30,0,0.1,2,0,0.99914795,11,0.9431524547803618
1,contextual,3,True,30,1,0.1,2,0,0.997329,12,0.937984496124031
2,contextual,3,True,30,2,0.1,2,0,0.9982809,11,0.9431524547803618
3,contextual,3,True,30,3,0.1,2,0,0.9972612,11,0.9431524547803618
4,contextual,3,True,30,4,0.1,2,0,0.9991976,13,0.9328165374677002
5,contextual,3,True,30,0,0.3020408163265306,2,0,0.8383878,40,0.7829457364341085
6,contextual,3,True,30,1,0.3020408163265306,2,0,0.8748167,34,0.8191214470284238
7,contextual,3,True,30,2,0.3020408163265306,2,0,0.8535345,37,0.8036175710594315
8,contextual,3,True,30,3,0.3020408163265306,2,0,0.89537126,31,0.8372093023255814
9,contextual,3,True,30,4,0.3020408163265306,2,0,0.82829064,41,0.7777777777777778
10,contextual,3,True,30,0,0.3020408163265306,3,0,0.9180913,4,0.9689922480620154
11,contextual,3,True,30,1,0.3020408163265306,3,0,0.83348805,2,0.9844961240310077
12,contextual,3,True,30,2,0.3020408163265306,3,0,0.8455507,2,0.9844961240310077
13,contextual,3,True,30,4,0.3020408163265306,3,0,0.8928743,4,0.9689922480620154
14,contextual,3,True,30,0,0.5040816326530613,2,0,0.71108955,73,0.5116279069767442
15,contextual,3,True,30,1,0.5040816326530613,2,0,0.7300628,70,0.5271317829457365
16,contextual,3,True,30,2,0.5040816326530613,2,0,0.7241326,68,0.5400516795865633
17,contextual,3,True,30,3,0.5040816326530613,2,0,0.72937185,67,0.5478036175710594
18,contextual,3,True,30,4,0.5040816326530613,2,0,0.7222257,72,0.5064599483204134
19,contextual,3,True,30,0,0.5040816326530613,3,0,0.79403967,25,0.7596899224806202
20,contextual,3,True,30,1,0.5040816326530613,3,0,0.80875814,24,0.7648578811369509
21,contextual,3,True,30,2,0.5040816326530613,3,0,0.79376745,25,0.7622739018087855
22,contextual,3,True,30,3,0.5040816326530613,3,0,0.8007521,24,0.7700258397932817
23,contextual,3,True,30,4,0.5040816326530613,3,0,0.7954983,28,0.7338501291989664
24,contextual,3,True,30,0,0.5040816326530613,4,0,0.91690385,4,0.9483204134366925
25,contextual,3,True,30,1,0.5040816326530613,4,0,0.9749322,2,0.979328165374677
26,contextual,3,True,30,2,0.5040816326530613,4,0,0.9742746,3,0.9638242894056848
27,contextual,3,True,30,3,0.5040816326530613,4,0,0.9745157,2,0.979328165374677
28,contextual,3,True,30,4,0.5040816326530613,4,0,0.91355836,5,0.9405684754521964
29,contextual,3,True,30,4,0.5040816326530613,5,0,0.90148276,2,0.9741602067183462
30,contextual,3,True,30,0,0.7061224489795919,2,0,0.5515687,75,0.24031007751937986
31,contextual,3,True,30,1,0.7061224489795919,2,0,0.55279195,79,0.24806201550387597
