-0.24199,-0.48464,-0.28024,-0.69027,0.38931
-0.69171,0.2456,-0.24226,0.057655,0.63183
-0.69734,-0.34168,0.56604,-0.26217,-0.088491
-0.32283,0.39145,-0.012953,-0.16736,0.8452
-0.29093,-0.17725,0.81508,0.33837,0.32418
0.3089,-0.38741,-0.49297,0.3915,0.5985
-0.58356,-0.57235,0.39427,-0.17886,0.38005
-0.21503,0.12824,0.34845,0.38075,0.8191
-0.59583,0.12621,0.081281,-0.7757,0.14399
-0.25297,0.75209,-0.18702,0.099228,0.57056
-0.76132,0.43081,0.163,-0.1395,0.43448
-0.35992,0.58691,0.10909,0.32326,0.63999
0.44048,-0.37595,-0.70736,-0.32747,0.23882
0.2414,0.1098,-0.70694,0.57755,0.31039
0.60594,0.44752,0.31126,-0.41576,-0.40352
0.37177,-0.35036,0.2809,-0.10459,0.80573
-0.34325,-0.10451,0.66572,0.27112,0.59545
0.13456,0.16534,0.88641,-0.19817,0.35994
-0.011637,0.87063,-0.099578,-0.42072,0.23439
0.23936,0.66408,0.041398,-0.14692,0.69167
-0.39879,-0.85843,-0.037854,0.15505,-0.28032
-0.77739,-0.15223,0.58081,-0.17222,0.074072
-0.45025,-0.44823,0.10593,-0.50913,0.5709
-0.64437,-0.25506,0.51255,0.27994,0.42269
0.017489,0.55817,0.45968,-0.10583,0.68237
0.073688,-0.22456,-0.39859,-0.86228,0.20432
0.35159,0.55838,-0.0048857,0.12214,0.74139
-0.85214,-0.30794,0.23411,0.079646,0.34333
0.61598,-0.13569,0.44776,0.29423,0.56134
0.13324,0.90687,0.23732,-0.31767,-0.050951
-0.75873,-0.42656,-0.30553,0.28156,0.26412
-0.67802,-0.16474,0.40607,-0.22343,0.54621
-0.0473,-0.58095,-0.48331,0.59743,0.26411
0.10368,0.60648,-0.73524,-0.21347,0.18785
-0.62423,-0.36047,0.52397,0.067494,0.44866
0.42738,-0.35738,0.3885,-0.54312,0.49367
-0.27448,0.61816,-0.24703,-0.18278,0.66941
-0.4431,-0.42004,0.49485,0.25074,0.56522
-0.61786,-0.56868,0.40094,-0.35334,-0.096227
-0.09083,-0.22133,0.66126,0.57115,0.42342
-0.19116,0.31795,0.89701,-0.092462,0.22177
-0.86799,-0.17374,0.18345,0.085906,0.41879
-0.70335,-0.058303,-0.4866,-0.021311,0.51446
0.024993,0.67908,-0.64584,0.26356,0.22727
-0.021876,0.50785,0.47053,-0.7175,0.073532
-0.87951,-0.34564,-0.17275,0.14599,0.2363
-0.58915,-0.35035,0.4663,0.32268,0.45672
-0.76087,-0.40702,0.418,0.089042,0.26973
-0.85604,-0.37896,0.28423,0.17392,0.11201
0.19042,-0.59034,-0.57668,0.49844,0.18502
0.33739,0.089708,0.43967,0.18982,0.80547
0.26243,-0.19524,-0.15916,-0.9159,-0.1697
0.14159,0.3858,0.41782,0.2354,0.77532
-0.070875,-0.28659,0.36589,0.49262,0.73232
0.038934,0.40091,0.58935,0.56164,0.41832
0.14018,-0.35317,0.019591,0.18883,0.90531
-0.036335,-0.32356,0.83195,-0.40256,-0.19946
0.10957,0.46412,-0.7881,-0.24428,0.30302
0.49665,0.40113,-0.37731,0.42476,0.51928
