0.37781,-0.22344,0.11637,-0.64398,0.19267,0.31653,-0.27635,-0.12789,-0.034912,-0.32707,-0.2021
0.13938,-0.16561,0.27936,0.26207,0.14404,0.41044,-0.31043,-0.14978,0.21557,0.11279,-0.66274
-0.0031933,-0.50646,-0.35821,0.013042,0.042801,-0.069207,-0.21152,0.15083,-0.59156,0.43675,-0.01371
-0.46754,-0.29401,0.67402,-0.058068,0.22562,0.24189,-0.023406,-0.26277,-0.2316,0.032884,-0.059727
-0.16936,-0.020485,-0.31279,0.16647,0.79422,0.33682,0.040997,0.0084181,0.067576,-0.30144,-0.062725
0.47106,0.23243,0.27204,0.10955,-0.12194,0.14194,-0.097163,0.1891,-0.18708,-0.7228,0.020374
-0.037736,-0.23856,-0.38522,-0.18878,0.46691,-0.3827,0.18141,0.56399,-0.07088,-0.19155,-0.021449
-0.38356,-0.16684,-0.49906,0.1992,0.43046,0.18571,0.019175,-0.28346,0.24937,-0.34933,-0.22712
-0.30401,-0.3017,0.29478,-0.2157,0.69595,0.22362,-0.27874,0.25443,-0.025867,-0.025802,0.070864
-0.71311,-0.030613,0.24038,0.19572,0.25813,0.029686,0.3807,0.2482,0.146,-0.29436,-0.11149
-0.11088,-0.671,-0.10144,0.24335,-0.19762,0.27585,0.13029,-0.41763,-0.31883,0.01169,0.24421
-0.54509,-0.099926,0.097973,0.0049184,0.52808,-0.31429,0.025786,0.44108,-0.047386,0.1015,-0.31283
0.44333,0.22774,0.28403,-0.56186,0.065787,0.45891,0.055012,0.19614,0.20392,0.027524,-0.23765
0.054278,0.0807,0.33592,0.17996,-0.14468,0.34791,0.47205,-0.0083618,0.50738,0.44381,0.16137
-0.44609,0.38271,-0.43774,-0.18909,0.078788,0.52115,-0.18657,-0.04586,-0.23532,-0.23885,0.0055614
-0.11565,0.10755,-0.48137,0.038228,0.26418,0.26232,-0.60314,-0.06991,0.46927,-0.075277,-0.093469
-0.2719,-0.060604,-0.50416,0.13925,0.44908,0.32023,0.39285,0.13039,0.12963,-0.28556,0.27372
-0.42501,0.23521,-0.73171,0.02665,0.27967,0.093329,0.25786,-0.080782,-0.22021,0.13922,0.010718
-0.44363,0.23355,0.52553,0.025211,0.099177,0.080788,-0.35096,-0.080453,-0.1433,0.42257,-0.35599
-0.56793,0.27294,-0.055165,0.20651,0.16926,0.48494,0.12456,-0.27296,0.11511,-0.052367,0.43295
0.14266,-0.023153,0.072211,-0.06209,0.034023,0.22358,-0.2241,0.38998,0.24609,0.7971,-0.14376
-0.0099837,-0.71483,-0.32537,0.089532,-0.050342,0.088949,-0.26652,0.037825,-0.39528,-0.033575,0.36708
-0.19706,-0.19452,-0.34566,-0.39201,0.13426,0.075982,-0.070394,0.19055,-0.035145,-0.48166,0.59319
0.12563,-0.67017,-0.36197,0.12263,-0.47594,-0.16757,0.32828,-0.01988,-0.0067548,0.16148,0.011954
-0.70118,0.20028,-0.11434,-0.046005,0.45401,-0.30393,0.0097742,0.38671,-0.042827,0.039686,-0.038561
0.15028,0.10339,0.12537,-0.82478,0.34555,0.094157,-0.33036,-0.039073,0.11969,-0.038322,-0.12655
-0.46562,0.1816,0.17291,-0.0077361,0.081858,0.1277,-0.076126,0.094964,-0.047476,0.44094,-0.69697
0.1479,-0.74194,-0.3017,0.0039653,-0.07244,0.34077,0.061265,0.11007,0.0052017,0.042074,-0.44448
-0.036694,0.29164,-0.17997,0.15367,-0.030723,0.31173,-0.54041,0.54718,0.16234,-0.33589,-0.16984
-0.53924,0.25341,0.068279,-0.056277,0.44437,0.15298,-0.12597,0.12095,-0.34803,0.2103,-0.46953
0.18324,-0.67992,0.12175,0.31302,-0.019989,0.10769,0.13542,0.40869,-0.39509,0.082855,-0.17606
