0.59622,0.29729,-0.28965,0.67964,-0.092531,0.042145
0.035541,-0.4708,-0.14962,-0.52039,-0.68663,0.11153
0.57443,0.40038,0.64941,0.027828,-0.23116,-0.18381
-0.62208,0.30621,0.023882,-0.41435,-0.53234,0.25221
0.54264,0.092274,-0.58984,0.11632,0.57898,-0.019111
-0.035628,-0.50167,-0.26563,0.66188,-0.45671,0.17275
-0.15754,-0.71362,-0.091607,0.31642,-0.48352,-0.35159
0.20713,-0.60494,-0.64978,0.030325,0.40105,0.084642
0.64142,0.26465,0.11069,-0.19718,-0.67704,0.094997
0.64171,0.15188,3.536e-05,-0.72301,0.099223,0.18043
0.65574,0.47406,0.40203,0.22897,-0.34788,-0.10095
-0.1867,0.62076,-0.30293,-0.072507,-0.43777,-0.53958
0.61927,-0.25804,-0.10533,-0.53858,-0.26784,0.42074
-0.043153,-0.3193,0.19985,-0.2818,-0.87997,-0.049751
0.62979,0.48828,0.16872,-0.54423,0.19218,0.057998
-0.12558,-0.42372,0.21309,-0.56836,-0.65944,-0.03726
-0.11395,-0.69436,0.31024,0.032041,-0.59355,-0.23519
0.44542,-0.24148,-0.70087,-0.1224,0.40938,0.26363
0.44261,0.049234,-0.22096,-0.051156,-0.83973,0.21235
0.23374,-0.42166,-0.2048,-0.4701,-0.54181,0.45942
-0.50918,0.49774,-0.31185,-0.17078,-0.57714,-0.18301
0.43042,0.41078,0.72486,0.17306,-0.15699,-0.25687
0.0077556,-0.38997,-0.61108,0.45761,-0.47085,0.20817
0.53241,0.40559,0.51287,0.24795,-0.47201,-0.068787
-0.60256,0.34558,0.10575,0.088011,-0.45702,0.53824
-0.55078,0.55593,-0.30062,-0.38295,-0.30063,-0.24532
-0.41711,0.56463,-0.38778,-0.31281,-0.33881,-0.37973
0.62504,0.35834,0.61219,-0.1317,-0.29412,0.047912
0.046971,-0.54877,-0.57023,0.57674,-0.10007,0.16983
-0.43274,0.61806,-0.36825,-0.0625,-0.26087,-0.47241
0.49567,0.1304,0.41064,-0.51067,-0.45718,0.31446
0.55437,0.4028,0.61716,0.13492,-0.077617,-0.354
-0.14202,-0.50389,-0.066633,0.45731,-0.70917,0.097159
0.0412,-0.59509,-0.093708,-0.52967,-0.54813,0.23323
0.55241,0.4424,0.54189,0.17495,0.23952,-0.34279
0.32706,-0.35873,-0.13664,-0.5918,-0.57097,0.2635
-0.67828,0.56161,-0.33994,-0.23208,0.064796,-0.22564
-0.73976,0.60658,-0.028253,0.2508,-0.10883,0.096273
-0.68793,0.38218,0.30258,-0.073664,-0.11631,0.51979
0.68253,0.15535,-0.52097,-0.1308,-0.33651,0.32904
0.24443,-0.3842,-0.4614,-0.59997,0.45855,0.097567
0.72004,0.39853,0.3547,0.086377,-0.10201,-0.42312
0.11117,-0.10775,-0.53298,0.82071,-0.066018,0.11849
-0.15247,-0.42255,-0.29628,0.83588,-0.055067,-0.093315
0.17728,-0.51376,-0.50707,0.20044,-0.56717,0.29265
0.86527,0.35409,0.084486,-0.11067,0.11074,0.30706
0.50358,0.41558,0.62497,0.22141,-0.11292,-0.34833
0.59802,0.4673,0.5491,0.24267,-0.18634,-0.16993
0.53446,-0.040293,-0.16928,-0.059989,-0.77892,0.27157
0.34811,-0.41621,-0.23344,-0.42809,-0.599,0.3302
0.28733,-0.60936,-0.60875,-0.24334,-0.067947,0.33424
-0.64581,0.36774,0.14365,-0.43519,-0.4283,0.23287
-0.45164,0.21748,0.31105,0.14006,-0.26777,0.74877
-0.30135,-0.65164,0.40839,-0.060062,-0.46581,-0.31175
0.029735,-0.43922,-0.24173,-0.41614,-0.73827,0.17189
-0.37486,0.13918,0.37945,0.17972,-0.28726,0.76243
0.6529,0.21721,-0.42383,0.37464,-0.3696,0.26447
-0.42702,0.064288,0.42421,0.13298,0.070232,0.78163
-0.18099,-0.48653,0.28023,-0.071059,-0.5666,-0.5709
0.28643,-0.36038,-0.62039,0.62558,-0.004092,0.10876
-0.24852,-0.4627,0.46987,0.15241,-0.59663,-0.35239
0.3881,0.24736,-0.58322,0.43353,-0.38023,0.33988
0.122,-0.2228,0.12741,-0.69057,-0.64116,0.17682
-0.1973,-0.48034,-0.21115,0.80248,-0.19641,-0.056629
-0.23794,-0.5608,-0.054233,0.68643,-0.34465,-0.18967
-0.014055,-0.40164,0.22801,-0.59226,-0.62742,-0.20513
-0.1866,-0.75104,-0.20302,0.22839,-0.55473,-0.0030884
-0.63564,0.28889,0.25897,0.10598,-0.1123,0.6493
-0.37484,0.52678,-0.25225,0.039821,-0.29241,-0.65671
-0.29674,-0.30787,0.59806,0.3283,-0.21934,-0.551
-0.6401,0.54296,-0.16657,-0.37474,-0.30196,0.19002
-0.6911,0.65454,-0.25888,-0.10905,-0.054545,-0.10985
-0.47889,0.47262,-0.14003,-0.12526,-0.71489,-0.030509
0.045058,-0.70411,-0.23201,-0.23522,-0.41714,0.46801
0.54809,0.41879,0.56789,0.22959,-0.35621,-0.14872
-0.2477,-0.66081,0.1859,0.14742,-0.63033,-0.21992
0.38058,-0.57943,-0.69568,0.1841,-0.0022761,0.039433
0.44156,-0.099248,-0.43939,0.29539,-0.54702,0.46436
0.34411,-0.58956,-0.55654,0.29873,0.22203,0.29279
0.45503,0.44906,-0.59891,0.3169,0.29141,0.21736
-0.61014,0.54289,-0.35658,0.45295,-0.0087022,0.02464
-0.29761,-0.6345,0.20456,0.22901,-0.39688,-0.50698
0.78381,0.32844,0.067009,-0.023465,-0.43081,0.29517
-0.19582,0.47185,-0.3174,0.18473,-0.47597,-0.61449
0.85467,0.34712,-0.081838,-0.26077,-0.1437,0.23175
0.25984,0.07065,-0.63771,0.3859,-0.44773,0.41406
0.76731,0.41272,0.41165,-0.13094,-0.19215,0.13184
0.53859,0.33092,0.33529,0.15175,-0.67779,0.074562
0.52166,0.30985,0.30626,0.070832,-0.71789,0.13297
-0.19791,-0.26745,0.22714,0.73455,0.30156,-0.45521
0.077002,-0.3993,-0.20096,-0.03022,-0.85957,0.23338
0.714,0.25138,-0.069211,-0.059137,-0.58187,0.28312
-0.2222,-0.65416,0.37723,-0.15295,-0.38507,-0.45687
-0.31235,0.54883,-0.39372,-0.50128,0.16001,-0.41149
0.83497,0.27408,-0.21047,-0.36693,-0.10487,0.19435
0.1506,-0.39205,-0.29119,-0.55057,-0.65558,0.076898
0.33831,-0.36875,-0.34448,0.24635,-0.6836,0.32079
-0.32256,-0.77984,0.39372,-0.26381,-0.24805,-0.040889
