-0.096749,-0.48147,-0.3069,0.58105,0.23992,-0.44276,-0.099037,-0.21795,0.12696
-0.52344,0.087421,-0.10509,-0.047226,0.46943,0.50106,-0.27669,0.076944,0.38883
-0.30795,-0.16961,0.26926,0.18209,-0.019716,0.3281,0.00022457,0.42074,-0.69691
-0.48694,0.4341,-0.10379,0.21363,0.59401,-0.1038,-0.23914,-0.24504,0.19283
-0.11319,-0.11995,0.52497,-0.22055,0.15556,-0.41246,0.51832,0.37125,-0.21853
0.30793,-0.35233,-0.44068,-0.42183,0.5349,-0.21967,0.019118,0.26191,-0.074656
-0.13727,-0.29333,0.092967,0.052998,0.43052,-0.48785,0.1503,-0.45579,0.47956
-0.17644,0.065894,0.30024,-0.36585,0.13235,-0.063132,0.55799,-0.53247,0.35236
-0.40146,0.1006,0.019947,0.60689,0.46202,0.4592,0.053995,0.14696,0.10563
-0.40736,0.71391,-0.24728,-0.14802,0.31955,0.12883,0.30415,0.17343,-0.0061716
-0.49626,0.16238,0.10205,0.13312,-0.045666,0.13998,-0.33404,0.50721,-0.55561
-0.26531,0.27691,-0.001409,-0.15499,0.7787,0.21827,0.13255,0.015201,0.39635
0.36098,-0.35937,-0.54154,0.31083,0.027403,0.32575,0.4299,0.13581,-0.20132
0.1567,0.071358,-0.52185,-0.51678,0.14443,-0.33471,-0.15581,0.17878,-0.49176
0.40633,0.376,0.22072,0.28343,0.3325,0.14206,-0.25551,-0.40756,-0.44982
0.50128,-0.27211,0.2965,-0.0036495,-0.053649,-0.4906,0.20457,0.34833,0.42426
-0.17948,-0.053146,0.32947,-0.13547,0.57444,-0.22738,0.2932,0.34553,-0.50102
0.067885,0.19799,0.79142,0.23884,-0.27516,-0.037097,-0.19895,-0.38568,0.085897
-0.13249,0.50079,-0.1471,0.32225,-0.083959,0.69829,0.064279,0.31168,0.10115
0.12678,0.89479,-0.031382,0.11825,0.22826,-0.036268,0.053597,0.33395,-0.022227
-0.14557,-0.29593,0.0068108,-0.043404,0.12752,0.62051,0.17095,0.67567,0.04756
-0.51129,-0.10534,0.41404,0.24267,-0.16535,0.16362,-0.14961,0.20416,-0.61562
-0.1969,-0.31039,0.0046632,0.28385,0.3778,-0.72639,0.082818,0.27801,0.17255
-0.455,-0.22476,0.33901,-0.14504,0.086895,0.24833,-0.14889,0.088001,-0.7123
-0.074898,0.51543,0.37105,0.089144,0.69405,-0.017249,0.10449,0.24015,0.18027
0.079609,-0.20691,-0.37287,0.65699,0.071789,0.21996,0.50532,-0.24518,0.10576
0.16364,0.46636,-0.055942,-0.085781,0.32726,0.024288,0.33459,0.48845,-0.53574
-0.42126,-0.23262,0.13769,-0.047599,0.24981,0.078818,-0.39504,-0.39427,-0.60587
0.35707,-0.070159,0.26578,-0.25021,0.75067,-0.0086141,-0.047113,0.35615,0.20419
0.010438,0.52105,0.068958,0.21644,0.70857,0.13945,-0.053691,0.25232,0.29789
-0.57226,-0.3879,-0.22927,-0.20866,-0.38378,0.39024,-0.34223,0.091511,-0.029727
-0.37302,-0.12305,0.23263,0.19363,-0.0093297,0.43716,0.32517,0.34368,-0.58229
-0.045121,-0.33327,-0.19948,-0.29832,0.45653,-0.013195,0.55712,-0.46784,0.1423
0.029037,0.40984,-0.6288,0.14392,0.22479,0.14336,0.21575,0.17281,-0.5173
-0.39462,-0.29372,0.37865,-0.011253,0.35158,0.16149,-0.2111,-0.17684,-0.62368
0.32678,-0.18909,0.23958,0.38761,0.45933,0.33249,0.011597,0.52364,0.23228
-0.45122,0.65805,-0.35145,0.1837,0.0031596,0.1732,-0.25841,-0.17753,0.27894
-0.19282,-0.25993,0.23939,-0.13398,0.47726,-0.18106,0.41047,0.53513,-0.32338
-0.35208,-0.48152,0.29371,0.17808,0.007102,-0.36368,0.17002,0.30942,0.51888
-0.11233,-0.18647,0.48577,-0.37226,0.63168,0.048287,-0.050744,0.21379,-0.35837
-0.19052,0.31421,0.73013,0.13071,0.14349,-0.2576,0.40056,0.1537,-0.20926
-0.50483,-0.18157,0.1202,-0.021043,0.25789,0.29981,-0.43608,-0.40793,-0.42934
-0.68625,-0.16794,-0.42306,-0.0094856,0.19545,0.30307,-0.21125,-0.32287,0.20704
-0.034004,0.42084,-0.57003,-0.30239,0.20685,0.2808,0.043647,-0.2781,0.45221
-0.090065,0.2788,0.21299,0.46399,0.41624,0.10693,-0.28416,0.27395,0.55949
-0.47878,-0.29263,-0.098667,-0.1157,0.072542,-0.28391,-0.38324,-0.60174,-0.25921
-0.37832,-0.2748,0.34293,-0.21192,0.27404,0.42185,0.27683,0.43535,-0.31563
-0.47704,-0.31443,0.32091,-0.034003,0.1993,0.34108,0.050492,0.10792,-0.6318
-0.36191,-0.26516,0.12595,-0.029515,0.23327,-0.068153,-0.51735,-0.60554,-0.29762
0.13733,-0.41966,-0.36627,-0.3905,-0.016045,0.35663,0.45575,0.15324,0.39969
0.49063,0.2158,0.53488,-0.2104,0.31606,-0.2395,-0.015609,-0.23609,0.41122
0.11381,-0.13508,-0.14132,0.54734,0.19559,0.58718,0.49647,0.019348,-0.1391
0.079437,0.36722,0.28613,-0.15609,0.020501,0.00027654,-0.028968,0.10784,0.86007
-0.085127,-0.25724,0.34623,-0.40118,0.70359,0.18919,0.09294,0.28871,0.15145
0.054675,0.24576,0.23659,-0.3605,0.13497,-0.55411,0.44049,-0.076913,-0.47484
0.086903,-0.28868,-0.068193,-0.060865,0.18891,0.52921,0.75831,0.049833,0.086578
-0.024092,-0.2017,0.5724,0.28875,0.24994,-0.090345,-0.28819,0.40808,0.47698
0.08413,0.1634,-0.48951,0.11409,0.36013,-0.67422,0.029281,-0.22221,-0.28122
0.31748,0.28708,-0.29759,-0.40419,0.060288,-0.39987,0.021287,-0.19514,-0.60233
0.72076,0.13204,0.39965,0.16321,0.13145,0.16007,-0.48294,0.022588,-0.0084329
0.32395,0.14417,0.622,0.19519,0.58791,-0.11859,0.021045,-0.15482,0.25527
0.18847,-0.014373,-0.42053,-0.27414,0.28341,-0.62064,0.049039,-0.30375,-0.38999
-0.41075,0.24055,-0.07065,0.23712,0.0090037,-0.77133,-0.038326,0.31116,-0.13742
-0.028324,-0.18547,0.20186,-0.12716,0.47467,-0.45644,0.17066,-0.55984,0.36287
