0.363,0.17223,-0.084801,0.85428,0.10657,-0.28152,-0.10475
0.1451,0.2215,-0.37176,-0.30948,-0.54231,-0.62853,0.082144
-0.022035,0.75101,0.50531,0.019123,0.1085,0.030857,0.40874
-0.42909,0.16925,-0.67979,0.13631,0.22062,-0.36858,-0.34931
-0.32737,0.046682,0.53991,0.0030721,0.012116,-0.59022,-0.50063
0.74977,-0.3087,-0.22634,0.21137,-0.33638,0.050648,-0.36183
-0.088235,0.069899,0.60807,0.20633,-0.13652,-0.72741,-0.16506
-0.41809,-0.11397,0.62818,-0.1688,-0.050614,-0.03247,-0.62088
-0.46097,0.21448,-0.18574,0.35199,-0.48597,-0.58086,-0.097751
-0.63711,0.0079578,-0.20059,0.021104,-0.050673,-0.61925,-0.40904
-0.18768,0.9161,0.018986,-0.16457,0.014352,-0.24284,-0.19727
-0.8728,0.088943,0.099978,0.17712,0.22489,-0.36191,0.085925
0.51672,-0.11423,-0.20874,0.81187,-0.11584,0.013159,-0.060411
0.17256,-0.095299,-0.60527,-0.41996,-0.29248,-0.046372,-0.57508
-0.43909,-0.4804,0.39757,0.15857,-0.42671,-0.24588,-0.38817
-0.14759,-0.29458,0.73676,-0.025469,-0.34294,-0.40904,-0.25112
-0.3676,-0.031521,0.63394,-0.025718,-0.2579,-0.48843,-0.3953
-0.55499,-0.15491,0.71469,0.059041,0.19148,0.3275,0.098962
-0.48613,-0.13606,-0.55843,0.048326,0.098368,-0.56476,0.31991
-0.76551,-0.32271,0.047056,-0.19836,-0.21946,-0.43013,-0.1874
0.13793,0.088418,-0.0065846,0.01204,-0.52141,-0.28648,0.78679
-0.045116,0.87546,0.33374,-0.095838,-0.20914,-0.24446,-0.086386
-0.1723,0.10396,0.55424,0.47872,-0.57997,0.070583,-0.28601
0.071258,0.8033,0.3921,-0.25874,-0.21655,-0.21529,-0.18893
-0.73442,-0.28534,0.20811,0.12101,0.17788,0.47713,0.24894
0.18303,-0.12187,-0.0028252,0.96862,-0.057069,-0.093996,0.036385
-0.78493,-0.4877,-0.18287,-0.0013155,-0.25094,-0.19734,-0.10334
0.10567,0.82853,0.33861,0.032465,-0.10901,-0.29172,-0.29946
-0.011481,-0.44416,0.33752,-0.00017459,-0.58876,-0.16236,0.56185
-0.47413,-0.20693,-0.0021302,0.1662,-0.094089,-0.82766,-0.10432
0.24509,0.8445,-0.23992,-0.26833,-0.279,-0.045139,-0.13156
-0.17449,0.38238,0.36118,0.36609,-0.32614,-0.35708,0.57008
0.71974,-0.10869,-0.20594,-0.64837,-0.026671,0.075381,-0.031159
-0.23283,-0.16742,-0.7849,-0.065876,-0.34688,-0.25202,-0.33691
0.065857,0.83022,0.39864,-0.1203,0.10341,-0.22692,-0.26614
0.38917,-0.26664,0.15618,0.31776,0.064519,-0.27145,0.75779
-0.40639,0.11423,-0.62588,0.14936,0.53817,0.33717,-0.066734
-0.11605,0.25619,0.72486,0.10895,-0.039453,0.58388,-0.20282
-0.15883,0.13891,0.41508,0.34792,-0.4017,-0.66472,0.24273
0.070219,0.32535,0.23601,-0.22521,0.41745,-0.57568,-0.52643
