0.48412,-0.86032,-0.15961
0.84453,0.41599,0.33721
0.32025,0.71946,0.6163
-0.80313,-0.35019,0.48202
-0.67715,0.36955,0.63632
0.32332,-0.94501,-0.0492
-0.43775,0.17296,-0.8823
-0.095857,0.10739,-0.98959
-0.24786,-0.96331,-0.10298
-0.6789,0.1568,0.71729
0.6827,0.60276,0.41304
-0.95677,0.24471,-0.15717
0.43067,-0.90165,-0.03939
0.15073,-0.97922,-0.13567
-0.33559,0.10109,-0.93657
-0.049441,0.30221,-0.95196
-0.9751,0.216,0.050337
-0.68005,0.33622,0.65152
-0.84035,0.043004,0.54034
-0.087449,0.88688,0.45366
-0.93233,-0.21594,0.29005
0.795,0.6028,-0.067968
-0.92293,-0.28152,-0.26258
0.68009,0.72144,0.13044
-0.90439,0.13687,-0.40416
-0.96516,-0.24463,-0.092813
-0.94075,-0.3214,0.10809
0.65698,0.7509,-0.067328
-0.63705,0.030875,0.7702
-0.71777,0.13773,0.68252
0.95294,-0.10246,-0.28531
-0.91724,0.046126,0.39566
0.83464,0.3636,-0.41373
0.42421,-0.80133,-0.42179
0.66984,0.61855,0.41074
0.56643,-0.73116,0.38022
-0.93549,0.32471,0.13938
0.035412,0.22681,-0.97329
-0.95584,0.23112,0.18155
0.76952,0.61132,0.18474
-0.88293,0.10851,0.45679
0.7213,0.43237,0.54109
0.61941,-0.60159,0.50441
0.52915,-0.61146,0.58832
-0.72786,0.15791,0.6673
0.53106,-0.83313,0.15451
0.68019,0.68158,0.2698
0.70092,0.71226,-0.037316
0.96707,-0.23827,0.089415
0.54893,-0.80114,-0.23843
-0.73262,0.16584,0.66013
-0.095526,-0.99451,-0.042794
-0.94081,0.12075,0.3167
0.52178,0.6694,-0.52882
-0.16376,-0.93562,0.31274
-0.8725,0.0011301,0.48862
0.76481,0.64269,0.044958
-0.98033,-0.18877,0.057582
-0.019659,0.44562,-0.89501
-0.29158,-0.68865,0.66388
-0.82572,0.39409,0.40359
-0.11634,0.35537,-0.92746
-0.22208,0.12289,-0.96725
-0.15891,-0.081339,0.98394
0.21444,0.5259,0.82307
-0.71278,0.17601,-0.67894
0.14167,0.93541,0.32393
-0.95681,0.22246,0.18715
-0.8824,0.25004,-0.39856
0.046184,0.092176,0.99467
-0.91748,0.19027,0.34934
-0.96999,-0.24264,-0.015584
-0.9384,0.32573,0.11532
-0.019128,0.38532,-0.92259
0.58289,0.69393,0.42274
-0.70495,0.63133,0.3232
-0.21644,0.72505,-0.6538
-0.45851,-0.70172,0.54531
-0.71194,0.12513,0.69101
-0.25875,-0.82922,0.49541
-0.91249,-0.28607,0.29244
-0.97207,0.23313,0.026953
0.0061223,0.29328,-0.95601
0.083442,-0.97719,-0.1953
-0.066963,-0.049214,-0.99654
-0.23907,-0.072299,0.96831
0.54011,0.81024,0.22759
0.36944,0.36015,-0.85663
0.047098,0.87478,0.48222
0.36993,0.6968,0.61451
0.66754,0.64852,-0.3658
0.34923,-0.87976,0.32259
0.39875,-0.90846,0.12529
-0.94078,0.32198,0.10613
0.56539,-0.82378,-0.041455
