-0.432,0.74432,0.50927
-0.92322,-0.2371,0.30239
-0.78072,0.38013,-0.49596
-0.71071,-0.69284,0.12191
-0.31137,0.22504,-0.92326
0.42738,0.56618,0.70483
-0.56606,0.79445,-0.22007
-0.5865,-0.0077867,-0.80991
-0.97467,-0.20891,0.079892
-0.44555,-0.8609,0.24563
-0.85366,-0.50612,-0.12293
-0.63463,-0.77282,-0.00049293
0.51482,0.37877,0.76909
0.37358,-0.17667,0.91062
0.70889,-0.59455,-0.37945
0.68384,0.6699,-0.28913
-0.4605,0.12712,-0.87851
0.065877,-0.25095,-0.96576
-0.14403,-0.95612,0.25511
0.1621,-0.98404,0.073465
-0.43356,0.89829,-0.071416
-0.86992,0.14199,-0.47231
-0.61516,0.78379,-0.085197
-0.78177,0.32316,-0.53329
-0.10526,-0.84566,-0.52324
0.13373,0.33591,0.93235
0.42009,-0.89658,0.14022
-0.91181,0.36565,-0.18682
0.81402,0.14387,-0.56273
0.031596,-0.99861,-0.042198
-0.82177,0.48255,0.30305
-0.85939,0.25767,-0.44164
0.012668,0.81334,0.58165
0.035289,-0.62979,0.77596
-0.75152,0.43562,-0.49543
0.71914,0.44684,-0.53214
-0.48396,-0.75635,0.44014
-0.52538,0.55866,-0.64178
-0.58633,0.71002,-0.38998
-0.23548,0.24508,-0.94047
-0.27195,-0.33499,-0.90212
-0.94606,0.25364,-0.20157
-0.77604,0.16825,0.60782
-0.056824,-0.74064,0.6695
-0.22956,-0.78953,-0.56916
-0.86291,0.46139,0.20618
-0.70733,0.46887,-0.529
-0.78607,0.47749,-0.39255
-0.88132,0.41444,-0.22697
0.26418,0.7049,0.65827
0.61481,-0.25583,-0.74603
0.88822,0.052994,0.45635
0.1572,-0.71931,-0.67667
-0.14914,0.5901,-0.79344
0.099886,-0.4997,-0.86042
0.33166,0.93977,-0.08263
-0.092028,0.32555,-0.94104
0.11428,-0.46884,0.87586
0.70272,-0.52241,0.48298
0.84754,-0.13768,-0.51257
0.39736,-0.12033,-0.90974
0.45025,-0.042054,0.89191
-0.86481,-0.48293,0.13739
-0.30986,0.72669,-0.61311
0.034343,0.83024,0.55635
-0.78541,0.56852,0.24478
0.56862,0.10616,-0.81572
0.089153,-0.9695,0.22831
-0.35422,-0.91166,0.20836
-0.384,-0.20913,0.89934
0.23966,-0.78106,0.57664
-0.74028,-0.63782,0.21255
-0.85273,-0.48361,0.19742
-0.11647,0.33309,-0.93567
-0.90809,0.28301,0.30868
0.51476,0.31094,-0.79896
-0.34134,0.7544,-0.56068
0.77575,-0.10294,-0.62259
-0.49315,0.43975,-0.75062
0.5378,0.032079,-0.84246
0.31891,0.85825,-0.40213
0.49428,0.064709,-0.86689
-0.4244,-0.55203,0.71773
0.26443,0.91711,0.2983
-0.43179,-0.5559,-0.71031
0.9586,-0.28094,0.046492
-0.48558,0.84664,0.21777
-0.43964,-0.79482,0.41831
-0.46234,-0.7709,-0.43813
0.77812,0.25735,0.57298
0.15034,-0.9715,0.18329
-0.26876,-0.64365,0.71658
0.63051,0.17656,0.75583
-0.5488,-0.80858,0.21218
-0.38167,-0.57666,0.72235
0.88846,-0.34377,-0.30408
0.3844,0.76018,0.52381
0.22218,0.70074,0.67794
0.68043,-0.29424,-0.67115
-0.42133,-0.65822,0.62388
0.6481,-0.19684,-0.73568
0.77932,-0.43302,0.45293
0.30669,0.40232,0.8626
0.89819,0.41991,-0.1301
0.027602,-0.90934,-0.41513
-0.73892,0.19759,-0.64417
0.91621,-0.3711,0.15115
0.053786,0.12837,-0.99027
0.35319,0.1625,0.92133
