-0.28242,-0.26115,-0.72924,0.12283,-0.51386,0.20276
-0.46579,0.0059636,0.3055,-0.13864,0.68967,-0.44137
0.015801,0.67819,0.49471,0.53961,-0.023271,-0.057892
0.10905,-0.096655,-0.19808,-0.26401,0.31755,0.87692
0.54128,0.086188,0.30356,0.4904,-0.46567,0.38743
-0.38588,-0.58932,-0.6156,0.22612,-0.26628,-0.052902
0.2906,-0.32975,0.24857,-0.66352,-0.50102,0.23184
0.064204,0.087103,-0.21944,-0.84542,-0.20585,-0.42781
-0.026926,-0.050073,-0.00033978,-0.1336,0.90258,-0.40529
0.72534,0.10922,0.34043,0.58226,0.083093,0.011316
-0.35076,0.78117,0.33793,0.28899,0.021419,0.26186
0.83678,-0.27239,0.33826,-0.050922,-0.060306,-0.32396
-0.48885,-0.19885,-0.77211,0.2863,0.14215,-0.15215
-0.065288,-0.43316,-0.70804,0.43751,0.28063,-0.19135
0.28859,0.27766,-0.4127,-0.70716,-0.14525,-0.38488
0.12624,0.19161,-0.10875,-0.90166,-0.25026,-0.24475
0.81151,0.34131,0.11624,-0.049494,-0.25309,-0.38072
0.65462,0.060469,0.54079,0.51116,0.10507,0.055153
0.78073,-0.38777,0.10162,0.45311,0.12954,-0.087602
0.25943,0.76793,0.50245,0.27291,0.1262,0.011295
0.66325,-0.24039,0.12027,0.31703,-0.41795,-0.46114
-0.38349,0.77407,0.40826,0.22033,-0.12335,-0.15267
0.61284,0.56416,-0.40555,-0.092386,0.21422,-0.29538
-0.32564,0.71963,0.29048,0.21464,-0.37773,0.32089
0.79952,-0.30793,0.22393,-0.15967,-0.058258,-0.43234
0.54384,-0.40918,-0.10841,0.15556,-0.31242,-0.63502
0.94643,-0.042611,-0.061363,0.20141,-0.12617,0.20545
-0.27984,0.52479,0.28213,-0.076307,-0.69931,0.268
0.45688,-0.060332,-0.1045,0.54034,-0.67148,-0.18397
0.54095,-0.0001646,-0.25638,0.41944,-0.58745,0.34731
-0.23169,0.1734,-0.36532,0.47397,-0.70093,0.25855
0.86922,-0.27075,0.13526,0.27219,-0.11649,-0.25533
-0.2538,-0.51526,0.077476,-0.25808,-0.73925,0.22583
-0.34615,0.55353,-0.37626,-0.26689,0.50815,0.32057
-0.38077,0.77913,0.30697,0.29838,0.016531,0.25387
-0.30708,-0.36571,-0.38084,0.22691,-0.74751,0.12903
