0.31955,0.76455,-0.55197,-0.093144
0.81236,-0.16114,-0.20864,0.52017
0.59777,0.4247,0.46805,-0.49318
0.68209,-0.63442,-0.14357,0.33414
0.22193,0.1512,0.66932,0.69275
-0.35852,0.40139,-0.5303,0.65508
0.34622,0.57733,0.22641,0.70396
0.22746,-0.059068,0.34567,0.90845
0.78941,-0.17088,0.033208,0.58866
0.4585,-0.72697,-0.23169,0.45565
0.83215,-0.28062,0.13679,-0.45833
0.29971,-0.36916,0.047376,0.87843
-0.52858,0.3534,-0.77106,-0.034322
-0.25948,-0.18899,-0.93729,0.13581
-0.50065,-0.51087,0.23999,-0.65633
-0.66599,0.45373,0.32456,0.49522
0.41327,0.11165,0.71599,0.55146
-0.08882,-0.20521,0.92251,-0.31459
0.19761,-0.88155,-0.092938,0.41855
-0.098938,-0.78192,-0.0057799,0.61545
0.30114,0.72919,0.1241,0.60183
0.80019,0.27234,0.53169,-0.053226
0.37922,0.57237,0.051876,0.72519
0.72409,0.37285,0.52232,-0.25271
0.085355,-0.62166,0.40478,0.66514
-0.27165,0.205,-0.84045,0.42169
-0.28598,-0.85636,-0.058841,0.42592
0.73578,0.34961,0.19534,-0.54612
-0.48888,0.062697,0.44472,0.74786
-0.0014636,-0.7016,0.073323,0.70879
0.73524,0.52941,-0.23436,-0.35246
0.77529,0.30094,0.47149,-0.29335
0.023934,0.56104,-0.40296,0.72269
-0.019813,-0.61277,-0.73508,-0.28944
0.58504,0.43036,0.44406,-0.52472
-0.62963,0.31214,0.4148,0.578
0.51402,-0.75082,-0.38327,-0.15863
0.34155,0.40927,0.42196,0.73334
0.36455,0.5169,0.31069,0.7095
0.25677,0.32329,0.88489,0.2157
0.23683,-0.29371,0.85191,0.36318
0.75264,0.27694,0.14282,-0.58004
0.81135,0.21966,-0.54096,-0.02872
0.10554,-0.64931,-0.56436,0.49876
0.1168,-0.61635,0.49462,0.60151
0.78833,0.44195,-0.17994,-0.38836
0.64221,0.46774,0.53297,-0.29107
0.7231,0.51546,0.45979,0.0052385
0.75313,0.43155,0.18946,-0.45899
-0.27737,0.68437,-0.60713,0.29342
-0.55689,-0.23556,0.76211,0.23145
-0.96841,0.07772,-0.23436,0.03481
-0.046213,-0.38715,0.36753,0.84434
0.17916,0.49855,0.5995,0.59996
-0.046452,-0.43691,0.55819,0.70383
-0.2104,0.61261,0.088525,0.75671
0.0114,0.22794,0.5922,0.77279
-0.059277,-0.50524,-0.81011,0.29144
-0.56488,-0.65162,-0.46237,0.20621
-0.73667,-0.14997,0.43593,-0.49477
-0.38685,-0.1754,0.87498,0.23237
-0.38591,-0.14323,-0.78679,0.45991
0.82559,-0.46665,-0.12397,0.29202
0.11095,0.26805,0.39747,0.87055
-0.022898,0.50601,-0.37144,0.77811
0.29666,0.19109,-0.046596,0.93451
-0.54647,0.041003,0.835,0.049655
-0.031693,-0.83694,-0.17147,0.51878
0.34627,-0.83577,-0.086196,0.41731
0.18726,-0.15213,-0.3179,0.91691
-0.241,-0.6205,-0.35862,0.65444
0.79495,-0.5766,-0.16892,-0.08398
0.87587,-0.42983,-0.12329,0.18137
-0.038129,0.15995,0.48238,0.86039
0.86786,0.32121,-0.30811,-0.22071
-0.20668,0.11272,0.44925,0.86183
0.17103,0.73309,0.52104,0.40231
-0.72403,-0.21137,0.65461,-0.05087
0.41099,0.36009,0.6603,0.51519
-0.50033,-0.030921,0.78421,0.36568
-0.37787,0.66933,0.3689,0.52261
-0.50416,-0.042136,0.86102,-0.051772
0.53251,-0.52169,-0.66648,0.0087734
-0.35407,0.74939,-0.16592,0.53433
0.22693,-0.26059,0.36182,0.86584
-0.61264,-0.22611,-0.033252,-0.7566
0.46732,0.85858,-0.18661,0.098094
0.47975,-0.71874,-0.36712,0.34421
0.47717,-0.66205,0.47345,0.33142
-0.83772,0.141,-0.5142,0.11803
0.020103,-0.57592,-0.05829,0.81517
0.31923,-0.63429,-0.69698,-0.099948
-0.65316,0.10425,-0.73771,0.13529
0.51511,-0.74515,-0.16405,0.39051
0.41946,-0.57267,-0.7001,0.077193
-0.66025,-0.35422,0.24646,-0.61469
-0.36823,0.5403,-0.49292,0.57403
-0.24423,0.6343,-0.57981,0.44926
-0.62319,-0.2942,0.61875,0.37714
0.47979,-0.66155,-0.56711,0.10269
-0.57055,-0.22308,0.68057,-0.40191
-0.74001,-0.38274,-0.24674,0.495
-0.31042,0.38304,-0.81796,0.29641
-0.90252,0.26607,0.3217,-0.10572
0.033126,-0.86641,0.44294,0.2281
0.73388,0.31175,0.5778,-0.17428
-0.91997,-0.33868,-0.18388,0.071667
0.20889,0.30648,0.80829,0.45728
-0.38957,0.0685,-0.91206,0.10809
0.17046,-0.52539,0.80198,0.22744
-0.27446,0.20475,0.38,0.85927
-0.19841,0.54611,-0.52319,0.62343
-0.94458,0.0088225,0.32261,-0.060162
0.88809,0.38068,0.21387,-0.14366
-0.0090786,-0.74487,0.1339,0.65358
-0.69963,0.49402,0.47901,0.19239
-0.54351,-0.82128,0.17075,-0.030555
0.93678,0.32984,-0.11603,0.013806
0.7581,-0.44379,-0.26012,0.40084
-0.21055,-0.32571,-0.32299,0.86328
0.29328,-0.81418,-0.098096,0.49141
-0.45456,0.43409,-0.68017,0.37724
