0.1833,-0.15969,0.48105,0.14783,0.00028311,-0.28919,0.17861,-0.23362,-0.7091,0.12128
0.40026,0.35589,-0.48162,-0.12476,-0.28288,0.43774,-0.21189,-0.21613,0.20773,-0.24335
-0.10618,0.38289,-0.51669,0.15007,-0.25809,0.013638,0.50723,-0.43355,0.066042,-0.19035
-0.07105,-0.15571,0.19073,0.23132,-0.61092,0.53946,0.024231,0.26383,-0.09196,0.37138
-0.45316,0.039868,-0.28463,0.29161,0.45725,-0.26152,-0.03422,0.34988,-0.3339,0.33832
0.38596,-0.28088,0.10448,0.13397,0.1416,0.35061,0.32996,-0.0014275,-0.40815,-0.56995
-0.22768,-0.29479,-0.013804,-0.64917,-0.10243,-0.16726,0.50026,0.22722,0.29222,0.11787
-0.091486,0.17869,0.46985,-0.701,-0.020341,0.25007,-0.27391,-0.22911,-0.063946,-0.23019
0.014881,-0.11937,0.19321,0.25611,-0.38295,0.012749,-0.28411,-0.49548,0.63746,0.056704
-0.67044,-0.075302,-0.33723,0.42689,-0.1454,-0.24196,0.31652,-0.060055,-0.046059,-0.25154
0.12442,0.54069,-0.41275,0.21374,-0.37012,0.19605,0.10763,-0.46739,-0.22119,0.14746
-0.58873,-0.32499,-0.21984,-0.28758,0.57911,-0.12915,-0.078939,0.10351,0.16393,0.14451
0.27438,-0.076732,0.43951,0.31428,-0.012148,-0.3467,0.088477,0.21619,0.12465,-0.66063
0.18588,-0.2831,0.51693,0.40438,-0.099652,-0.39473,-0.15652,-0.15271,-0.36983,-0.32285
-0.28555,0.21204,0.4426,-0.52209,-0.10616,0.38598,0.0068659,-0.31123,-0.097589,-0.37194
-0.2386,0.25485,0.34456,-0.82798,-0.19944,-0.033446,-0.14976,0.022903,0.087208,0.048976
-0.78364,0.11477,0.069598,-0.028453,0.29373,-0.38772,0.006232,0.18143,-0.14305,-0.27759
-0.5088,-0.0637,-0.38289,0.10414,-0.41154,-0.29236,0.40154,-0.00095355,0.12595,-0.3843
-0.41597,-0.32143,0.039549,0.18497,0.029604,-0.1966,-0.12978,-0.26527,0.51591,0.54311
-0.42672,0.40019,-0.22017,0.22929,-0.40953,-0.60714,-0.080639,0.074473,-0.013281,-0.090256
-0.36568,-0.20253,-0.13213,-0.1677,0.39389,-0.018633,0.35588,0.12305,0.57448,-0.39033
0.13246,0.3884,-0.33242,-0.012144,-0.52795,-0.18628,0.17274,-0.4062,-0.45061,-0.098129
-0.4863,0.10853,0.43948,0.29291,-0.26715,-0.14987,-0.17073,-0.43394,-0.39999,-0.03894
0.13539,0.65309,-0.34723,0.096274,-0.16784,0.071209,-0.044333,-0.12237,-0.60307,0.10691
-0.52638,-0.33834,-0.12007,-0.45219,0.26739,-0.14694,0.34146,0.011034,0.31843,-0.27993
-0.28853,-0.3319,-0.072519,-0.23644,0.53575,0.40799,0.18451,-0.27799,-0.16008,-0.3937
-0.53514,-0.30817,-0.14846,-0.01416,-0.18203,0.31745,0.45814,-0.44112,0.17421,0.16638
0.055718,0.45886,-0.4421,-0.25156,-0.18146,0.42638,0.54113,-0.086927,-0.10716,-0.031895
-0.38488,-0.17914,-0.010178,0.08301,0.088495,-0.42366,0.46466,-0.22001,-0.46312,-0.38297
-0.33183,-0.14073,0.2264,0.41008,0.41788,0.099339,0.016746,0.66483,0.021282,-0.15306
0.20074,0.040844,0.12456,0.16498,-0.11334,-0.21269,0.33788,-0.28978,-0.81184,-0.001701
-0.68918,-0.42718,-0.14918,-0.011277,0.23411,0.29247,0.25284,-0.19986,0.2662,-0.071262
0.2599,-0.49977,0.21375,-0.44606,0.13969,-0.43972,-0.084296,0.15977,-0.29927,0.32088
0.085186,0.06837,0.2655,0.20549,-0.73097,0.11899,0.0013311,-0.39037,0.26813,0.3203
0.10403,0.53117,-0.40261,0.19303,-0.45079,0.18613,0.1848,-0.4303,-0.2203,0.044455
0.23926,-0.26949,0.14454,0.067943,-0.030421,-0.12902,0.42063,-0.28928,-0.74527,-0.10488
-0.22075,-0.19495,0.11588,0.12723,-0.65027,0.40676,0.11092,0.52464,-0.08212,0.03243
-0.032085,0.16172,0.26374,-0.85928,-0.069612,0.17489,-0.29954,-0.15229,0.063027,-0.11217
-0.66324,-0.32582,-0.3027,-0.11416,0.072566,-0.13172,0.29776,-0.36979,0.10812,-0.2993
0.23612,0.60271,-0.50493,0.043038,-0.2452,-0.033955,0.21279,-0.015711,0.2602,-0.38687
-0.70979,0.32362,0.16696,0.2939,0.024441,0.13146,0.1991,-0.17649,-0.34078,-0.26908
0.27992,0.45404,-0.45885,0.24891,-0.012724,0.043848,0.21496,-0.50932,-0.35894,0.080317
0.0074601,0.27653,-0.037624,0.38193,-0.29987,-0.2892,-0.47826,-0.30255,0.40988,0.33818
0.10166,0.06388,0.1865,0.28086,-0.39929,0.2923,0.2872,-0.59586,-0.22998,0.36962
-0.53608,-0.30924,-0.031322,0.35483,-0.018834,-0.18618,0.15089,0.082134,-0.24037,-0.60646
0.18129,0.091137,0.036046,0.29767,-0.51609,0.20018,0.080239,-0.62883,0.40074,0.0060825
0.064763,0.45825,-0.27221,0.088473,-0.40409,0.024054,0.3666,-0.11362,-0.51622,-0.35529
0.25043,0.53764,-0.44102,-0.067864,-0.12493,0.037611,-0.025774,0.11071,-0.61016,-0.21652
0.13425,0.22461,-0.15112,0.086219,-0.43301,-0.036583,-0.15729,-0.56228,0.60523,-0.072237
0.23973,0.065852,0.42336,0.063549,0.3039,0.25184,0.61725,0.24091,0.081975,-0.39164
-0.54183,-0.29958,-0.019022,0.34037,-0.020564,-0.17912,0.1602,0.059265,-0.26267,-0.6081
0.015169,-0.35015,0.28744,0.33712,0.069752,-0.11998,-0.2141,0.26929,-0.0023288,-0.73707
-0.71514,-0.40648,-0.24098,0.060814,0.20522,-0.14681,0.22876,-0.31086,0.002992,-0.22123
-0.023218,0.28544,-0.10766,-0.10922,-0.34713,-0.69505,0.060588,0.38913,-0.2225,-0.29372
-0.29321,0.20487,0.36503,0.59484,-0.33796,0.19925,-0.075832,-0.47263,-0.027145,0.034562
-0.45198,-0.36369,-0.17229,0.15967,0.43358,0.26166,0.066011,-0.0018004,0.038043,-0.58822
0.28687,0.68559,-0.46003,-0.035703,-0.2822,-0.017006,0.29075,-0.006685,0.19835,0.17586
-0.2646,-0.40086,0.26743,0.12703,-0.49686,0.41197,0.021484,0.49739,0.10502,0.078565
-0.18178,0.28926,0.15024,-0.88245,-0.091102,0.18006,-0.12039,0.054247,-0.053652,-0.14479
-0.31943,0.10041,0.062734,0.53143,-0.42668,0.29395,0.35095,-0.40689,-0.10622,0.18181
-0.51197,-0.031147,-0.27678,-0.026677,-0.41779,-0.17552,0.48209,-0.083218,0.079464,-0.45672
-0.0031103,-0.31772,-0.023389,-0.56821,-0.014134,-0.50165,0.21394,0.39692,0.34704,-0.0046648
-0.22329,0.22745,0.55659,-0.64914,0.062457,0.2732,-0.13782,-0.083784,-0.15357,-0.19773
-0.21857,-0.042631,-0.52026,0.4535,-0.070178,0.089897,0.54675,0.25096,0.059991,-0.30913
0.20723,-0.29453,-0.72366,-0.13932,-0.063062,0.30405,-0.11882,0.16561,-0.075979,-0.42833
-0.10274,-0.21573,0.10097,0.019564,-0.63566,0.22686,0.23647,0.60224,0.080337,0.22745
-0.40259,0.3138,-0.43693,-0.052458,-0.37788,-0.24689,0.4786,-0.16474,-0.26876,0.11667
-0.66973,-0.33611,-0.30543,-0.12586,0.074613,-0.14547,0.3111,-0.33361,0.11071,-0.28688
-0.56256,-0.33733,0.09551,-0.35387,0.42552,-0.18686,0.33924,0.19757,0.19476,0.1654
0.0015408,0.075868,-0.59411,0.46005,0.1466,0.39368,-0.23951,-0.10532,0.26921,0.33498
-0.68437,-0.34985,-0.19569,0.070066,0.38489,-0.4137,0.17885,-0.040959,-0.073091,-0.08801
-0.12665,-0.21817,0.24635,0.22744,-0.70535,0.42485,-0.057106,0.29627,0.10387,0.21002
-0.21498,-0.19063,0.12646,0.12457,-0.63961,0.41084,0.12474,0.53475,-0.077866,0.021573
-0.17453,0.24557,0.17735,-0.87513,-0.23135,0.092588,-0.066498,0.011481,0.16938,-0.1288
0.098568,0.30184,-0.44558,0.03357,-0.42454,0.1094,-0.028695,-0.16425,-0.38876,-0.57304
-0.69869,-0.045436,-0.40462,-0.04698,-0.26605,-0.081636,0.40348,-0.22059,-0.20622,0.11145
-0.33219,0.31191,0.11868,-0.63295,0.13588,0.22721,0.11386,0.36202,-0.40391,0.020003
-0.10339,-0.1381,0.08018,-0.027826,0.19817,0.57409,0.16022,0.35662,-0.10133,-0.65655
-0.65727,-0.036026,-0.27171,0.46332,0.072388,-0.36938,0.0057075,0.15272,0.0082094,0.33631
0.01059,-0.063612,0.31321,0.63001,-0.097695,-0.059987,-0.43272,0.17821,-0.14089,-0.49882
-0.32219,-0.55172,-0.10915,-0.013024,-0.0060536,-0.25515,0.36508,-0.56666,-0.22096,-0.10663
-0.74071,0.5555,0.086362,0.072213,0.24542,-0.029002,0.064473,0.14629,-0.18367,0.098686
-0.031629,-0.012559,0.33733,0.066414,-0.38714,-0.053696,-0.3082,0.63155,-0.47346,0.099386
0.25329,-0.47807,0.060366,-0.18868,-0.10938,-0.06012,0.39292,-0.51688,-0.29819,0.37682
-0.075128,0.061347,-0.080187,-0.089038,0.45256,-0.24415,0.23031,0.46933,-0.47434,-0.46207
-0.022825,-0.42201,-0.70376,0.33181,0.12455,0.11344,0.21442,-0.12786,-0.27184,-0.22673
0.10396,0.59027,-0.2725,0.055139,0.29889,0.25785,0.62934,-0.051475,0.087402,0.036057
-0.067392,-0.085124,0.092261,-0.43179,-0.05614,-0.71171,0.21195,0.37599,-0.050993,-0.30772
-0.29211,0.18443,-0.59316,-0.050767,-0.12347,-0.12996,0.39929,-0.4593,-0.10743,-0.33493
0.22743,-0.25384,-0.72225,-0.35664,-0.098859,0.29885,-0.074179,0.12664,-0.027966,-0.33704
0.18909,0.21095,-0.17461,-0.33675,0.15514,-0.03455,-0.28664,0.47433,0.52536,-0.40919
0.25418,0.12106,0.016785,0.27021,-0.17896,0.043469,0.15097,-0.40978,0.76706,0.18555
0.46825,0.067962,0.16879,0.2415,0.4315,0.20443,0.56184,0.19732,0.30631,-0.11356
-0.22607,-0.19583,0.11908,0.12933,-0.6435,0.41099,0.12209,0.52208,-0.085872,0.042233
0.18889,0.38288,0.21416,0.15241,0.35428,0.37087,0.48844,0.28,0.3874,-0.13608
0.20499,0.30901,0.26555,0.045532,0.27627,0.32385,0.55129,0.28587,0.44473,-0.15895
0.14973,0.16353,0.44964,-0.44066,-7.6243e-05,0.55152,0.24892,-0.18957,-0.14823,-0.36116
0.32226,0.20437,0.15692,0.29459,0.29189,0.25629,0.20624,0.32323,0.37015,-0.55503
-0.1858,0.18903,0.08682,0.60798,-0.52451,-0.37458,-0.15113,-0.18483,0.25671,0.11936
-0.19215,0.021151,0.34131,0.37962,0.082922,-0.03502,-0.69257,0.085705,-0.21623,-0.40022
-0.15428,0.26219,0.19432,-0.55755,-0.16774,0.45003,-0.30488,-0.47285,-0.075432,-0.077109
0.72188,-0.21348,0.17522,0.30248,0.023752,0.074709,0.36065,-0.094869,0.19713,-0.35642
0.32276,-0.26033,0.067132,0.056737,0.1297,0.16089,-0.008971,0.28126,-0.2438,-0.79937
0.35794,-0.072366,0.25965,0.30389,-0.47363,-0.2739,-0.41816,-0.23542,0.18227,-0.37952
-0.57164,-0.19628,-0.32196,0.44066,0.14029,0.13615,0.092368,-0.53025,-0.090147,-0.028898
0.10272,0.29179,-0.29874,-0.20047,-0.41368,-0.44254,0.036986,0.22448,-0.19402,-0.56436
0.12726,0.074936,0.48089,0.22051,0.065347,-0.42728,0.57816,0.063933,-0.19568,-0.36718
