-0.21983,-0.28028,-0.035322,0.65973,-0.042926,-0.39748,0.010156,0.12147,0.036525,-0.30043,-0.40562,-0.076198
0.030046,-0.19191,-0.1606,-0.18506,-0.20698,-0.43955,-0.097924,-0.33711,0.27697,-0.32852,-0.44119,-0.40455
0.29435,-0.53103,0.36065,-0.049396,0.00037238,0.15633,0.016658,-0.62068,-0.1022,0.12161,0.15924,0.19573
0.346,0.0048783,-0.54131,0.10457,-0.01823,0.067213,0.081305,0.5338,-0.24043,0.1348,0.29861,0.33879
0.24851,0.096438,0.4871,0.029988,0.3564,0.15823,0.051547,0.023762,0.24274,-0.41832,-0.54776,0.039232
-0.68202,0.00094057,-0.25013,-0.13783,-0.072683,-0.20874,0.013015,0.3049,0.45325,-0.21733,-0.17078,0.17162
0.090722,-0.14097,0.32602,0.24849,0.54396,0.16818,0.075797,0.0063375,0.44729,0.3437,-0.24412,0.31001
0.37318,-0.019876,0.5378,-0.034715,0.27081,-0.16721,-0.093854,0.66416,0.073601,-0.097526,-0.012633,-0.060092
0.35972,-0.09683,-0.16222,0.40165,0.21285,-0.5884,0.23342,0.13663,0.31219,0.29092,0.099579,-0.13001
0.54754,0.17655,-0.18816,-0.087435,0.053802,-0.087742,0.46968,-0.032979,0.44756,-0.18471,-0.38332,0.1111
0.40062,-0.57877,0.14161,-0.23445,-0.28896,-0.17417,0.33056,-0.038064,-0.035006,-0.32513,0.14214,-0.27897
0.50201,0.11004,0.0094072,0.059598,0.47356,0.071783,0.22548,-0.31673,0.31649,0.26607,-0.34148,0.2532
-0.43386,-0.02263,-0.18731,0.53556,-0.29727,-0.07314,0.29765,-0.27354,-0.22657,-0.071821,0.12037,0.40152
-0.10627,0.077532,-0.36612,-0.18441,-0.34346,0.085415,0.22724,0.24043,-0.45886,0.4754,-0.34018,0.16632
0.22065,0.46445,0.41622,0.22837,-0.27085,0.030561,-0.27837,0.39735,0.043372,-0.13224,0.36134,0.22492
0.029342,0.10154,0.46524,0.10945,0.18537,-0.62476,-0.30593,0.42421,-0.12858,0.091763,0.12901,0.14343
0.45465,0.076989,0.65885,-0.0077919,0.088763,0.11648,0.16686,0.31761,0.31165,0.086743,-0.26929,-0.16092
0.30617,0.35093,0.65735,0.02079,-0.073764,-0.020646,0.47895,-0.1441,0.083503,-0.20613,0.20906,-0.037097
0.29494,0.43776,-0.40607,0.086484,-0.02597,-0.39539,0.098356,-0.59663,-0.15368,-0.038328,0.030391,-0.018589
0.38709,0.49958,0.074895,-0.19059,-0.36493,0.31344,0.064632,0.36451,-0.38115,0.039208,-0.18355,-0.098431
