-0.21985,0.10602,-0.20308,0.25083,-0.37426,0.14735,-0.30725,0.16106,-0.62158,-0.12517,0.39002
-0.043622,-0.42561,-0.14947,-0.5722,-0.34422,0.041722,-0.096947,-0.20185,-0.52218,0.047389,0.148
-0.51143,0.33335,0.49446,-0.066246,-0.14912,0.070169,0.4233,-0.28116,-0.034696,-0.15821,-0.25848
0.3153,0.15083,-0.0026629,-0.2849,0.030221,0.048188,-0.28605,-0.19013,0.16804,-0.44473,0.6704
-0.47354,0.17038,-0.3356,0.15683,-0.19336,0.24058,-0.074749,0.36567,-0.074969,-0.34176,0.50251
0.065861,-0.38548,-0.29318,0.44979,-0.36781,0.025304,0.025091,-0.34938,-0.45743,-0.015064,0.30117
0.020814,-0.23002,-0.12084,0.017109,-0.45652,0.18982,0.058358,0.14381,0.72556,-0.35539,0.10238
-0.14947,-0.31265,-0.43558,-0.0047153,-0.15942,0.20671,-0.11847,0.41143,0.60121,-0.27306,0.051845
-0.62818,0.28686,0.23737,-0.26235,0.12906,-0.030146,0.50492,-0.061663,-0.082751,-0.26245,-0.21422
-0.36279,0.13701,0.14611,-0.35407,-0.50324,0.3368,0.54986,-0.11354,0.09274,0.056502,-0.095816
-0.4297,0.31955,0.13091,0.17947,-0.32139,-0.011016,-0.11979,0.29861,-0.52468,-0.38899,0.17425
0.089427,0.31026,-0.14073,-0.086029,-0.06841,-0.41402,0.23877,0.52375,-0.39111,-0.1303,-0.43723
-0.40231,-0.1097,-0.0029501,-0.42143,-0.29593,0.3,0.60357,0.024483,-0.098985,0.27077,-0.15138
0.043733,-0.30411,0.10545,-0.37108,-0.50119,0.22261,-0.0037018,0.21895,0.62992,0.10603,0.006212
-0.45356,0.39139,0.28658,-0.39587,-0.24569,0.18634,0.27586,0.054979,-0.14608,-0.43078,0.1454
0.13453,-0.40101,0.20827,-0.53324,0.083438,-0.20743,-0.24334,-0.068352,-0.028452,-0.10503,-0.60634
0.08933,-0.63191,0.19965,-0.12129,-0.33695,-0.23913,-0.16481,0.31987,0.4687,-0.1163,0.068833
-0.30535,-0.057797,-0.44716,-0.060155,0.1068,0.18831,-0.16804,0.35221,0.56629,-0.41998,-0.06025
-0.36,0.029361,-0.25809,-0.1652,-0.57389,0.32434,0.098171,0.058091,-0.57206,-0.0040506,-0.028423
-0.2342,-0.26586,-0.17324,-0.37901,-0.37952,0.23862,-0.035879,0.39466,0.11632,-0.55751,-0.13578
0.44149,0.30613,-0.18602,-0.13899,-0.18619,0.1676,-0.13048,-0.3994,-0.083936,-0.18509,0.61388
-0.36162,0.34867,0.62346,0.16278,-0.29762,-0.18562,0.0076497,-0.30274,-0.012303,0.11671,0.32239
-0.014433,-0.22699,-0.50577,0.16145,-0.22694,0.2534,-0.20105,0.10412,0.69987,-0.065285,-0.073082
-0.31233,0.25762,0.34365,0.211,-0.37098,-0.14018,-0.56602,0.033583,-0.065829,0.31495,-0.30194
