-0.33124,-0.10697,-0.30789,0.33114,0.054048,0.15713,-0.048928,-0.70562,-0.034685,-0.36953,0.073737,-0.057377
-0.034559,0.50126,-0.184,-0.62856,0.33955,0.084191,0.02224,-0.031477,0.065982,0.11966,-0.37662,0.185
-0.23097,-0.14644,0.22671,0.010258,0.14084,-0.07066,-0.24902,0.20975,0.54176,-0.20209,-0.62325,-0.14171
0.34988,-0.1834,0.0015182,-0.32543,0.069355,0.095605,-0.28701,0.18835,-0.1,0.47227,-0.3316,0.51307
-0.40828,-0.10429,-0.34167,0.16278,0.36348,0.32242,-0.10816,-0.5503,-0.20256,-0.054674,0.20334,-0.20791
0.051549,0.39939,-0.33796,0.44364,-0.20877,-0.10526,-0.27868,0.042827,0.11375,0.085609,-0.58274,0.18106
0.080981,0.55397,-0.27192,0.024062,0.081625,0.0085222,-0.19647,0.1025,0.19707,-0.57783,-0.4283,-0.0055551
-0.22422,0.51391,-0.64479,0.038891,-0.27856,0.28571,-0.20176,0.2154,0.09298,0.044117,0.085261,0.064514
-0.30692,-0.12718,0.11519,-0.11303,0.13769,-0.013673,-0.020621,0.32045,0.75624,0.29894,0.067095,0.27488
-0.31329,-0.099991,0.19445,-0.24166,0.39297,0.012392,0.20818,0.46884,0.55724,0.25704,0.033401,-0.014489
-0.40911,-0.25782,0.15862,0.13821,0.11338,-0.085798,-0.28366,-0.038921,0.63643,0.33745,0.15858,0.27503
0.090936,-0.39382,-0.1912,-0.092891,0.19915,-0.3998,0.14568,-0.48169,0.025908,0.39521,0.097915,-0.41503
-0.3482,0.12183,0.021393,-0.29275,0.44893,0.3202,0.38599,-0.0033531,-0.23794,-0.3115,-0.21386,-0.35398
0.04462,0.38365,0.15358,-0.48905,-0.081413,-0.0029469,0.004678,-0.19709,-0.19234,-0.47624,0.4925,-0.1903
-0.39533,-0.27539,0.073742,-0.34579,0.19429,0.04517,0.41107,-0.23633,-0.24068,-0.15471,-0.11305,-0.53254
0.14464,0.40399,0.20408,-0.51282,0.35241,-0.18261,-0.19488,-0.21982,-0.39861,-0.17508,0.27756,0.028674
0.11648,0.64204,0.21874,-0.11157,-0.11209,-0.39122,-0.50124,-0.10712,-0.17619,-0.089152,-0.21496,-0.019617
-0.27268,0.07458,-0.41258,-0.022571,0.79651,0.19865,0.13018,-0.11917,-0.05502,-0.0083569,0.0662,-0.19192
-0.61339,-0.027586,-0.38288,-0.22275,0.41755,0.3997,-0.03073,-0.26224,-0.10448,-0.01227,-0.10293,-0.035967
-0.28013,0.34193,-0.19266,-0.5184,0.36057,0.24093,0.25159,0.23816,0.18786,-0.20899,-0.27909,0.18389
0.35212,-0.28808,-0.2073,-0.14025,0.14648,-0.14664,-0.16438,0.24562,-0.34887,0.20635,-0.37881,0.54063
-0.3439,-0.31377,0.58541,0.17426,0.28908,-0.19602,-0.16638,0.097997,0.43,-0.065601,0.20534,-0.13987
-0.022696,0.27156,-0.52615,0.22478,0.58558,0.30327,-0.13003,0.24932,-0.26144,0.074462,-0.06721,0.077589
-0.28036,-0.21758,0.29647,0.1724,0.20917,-0.1565,-0.60584,0.15776,0.37076,-0.12392,-0.37207,-0.070809
0.31992,-0.15311,0.038315,0.035179,0.089956,0.3976,-0.35848,0.37111,-0.047812,0.45575,0.37219,-0.30095
0.36241,-0.31982,-0.16897,-0.30403,0.18572,-0.13015,-0.1198,0.030088,-0.20368,0.34561,-0.5333,0.36518
0.29594,-0.40418,-0.29119,-0.28748,0.20049,-0.24127,-0.072619,-0.1891,-0.19157,0.4167,-0.20091,-0.43758
-0.28644,-0.15714,0.29844,-0.044964,0.42016,0.014626,-0.14125,0.28537,0.54957,-0.082328,-0.27843,-0.37109
-0.041428,0.3933,-0.55572,0.38261,-0.32704,0.045688,-0.069411,0.29973,-0.13322,-0.31255,0.17987,-0.1921
0.29547,-0.39941,-0.24295,-0.12325,-0.14078,-0.29675,0.14849,-0.14388,0.05351,-0.49387,-0.22244,0.48175
-0.37376,-0.095961,0.38162,-0.40733,0.098066,0.13619,0.63908,0.24722,-0.027152,0.17407,0.10272,0.015811
-0.22308,-0.164,0.26139,0.094294,0.25634,-0.10316,-0.53063,0.18829,0.16841,-0.20795,-0.61737,-0.00014459
0.11984,0.43451,-0.18072,0.2269,-0.4126,-0.27399,-0.010832,0.41967,-0.11365,0.28086,-0.022532,-0.44592
-0.069633,0.54594,-0.15687,-0.55513,0.47982,0.15338,0.11395,0.10886,-0.17307,-0.054912,-0.22032,-0.065051
-0.26675,-0.20298,0.24217,0.12453,0.18398,-0.13449,-0.47318,0.045023,0.64272,-0.10949,-0.286,-0.16957
-0.20559,0.20034,-0.052807,-0.50671,0.39594,0.31924,0.32883,0.31019,-0.018462,-0.15336,-0.36305,0.19839
0.28293,-0.29158,-0.10645,-0.12481,0.14439,-0.050689,-0.05767,0.2137,-0.062408,0.010371,-0.15874,0.84048
0.18011,-0.15549,-0.025145,0.079345,0.18062,0.034422,0.085432,0.32584,0.13215,-0.79596,0.27623,0.24872
0.36398,-0.20023,0.15078,-0.019594,0.40456,0.3944,-0.22677,0.20458,0.080716,0.41666,0.16077,0.4311
-0.4735,-0.12558,-0.2335,-0.058661,0.47215,0.26194,0.049444,-0.20018,0.26354,0.089566,0.28403,0.45811
-0.23019,0.36952,-0.38297,-0.38132,0.27234,0.35705,0.22828,-0.15776,0.05567,0.1231,0.26248,-0.39063
-0.37088,-0.20135,0.20063,0.05301,0.10554,-0.1799,-0.049229,-0.1897,-0.1878,-0.1179,0.4197,-0.68674
-0.063194,0.13539,-0.56935,0.69406,-0.07203,0.094966,-0.098589,-0.16366,0.036426,-0.065286,-0.088795,0.32805
0.085915,0.34395,-0.35497,0.6127,-0.19733,-0.0096194,-0.23217,0.2719,-0.10585,-0.0055995,-0.31174,0.31247
-0.20248,0.41877,-0.60376,0.0069431,0.52569,0.27974,-0.01977,0.19877,-0.13786,0.029112,-0.045503,-0.051354
-0.35524,-0.12869,0.058381,-0.041981,-0.084714,0.066747,-0.10202,0.14921,0.50955,0.38996,0.52495,0.34712
-0.27588,-0.21633,0.28654,0.14,0.16318,-0.17902,-0.27758,-0.072077,0.51976,-0.21557,-0.45307,-0.33551
-0.40184,-0.30181,0.27881,0.20497,0.26919,-0.12383,-0.43976,-0.045417,0.42308,-0.18186,-0.35498,0.079744
