0.51601,-0.33941,0.78647
0.53483,-0.79657,0.28182
0.092739,-0.87034,-0.48364
-0.6455,-0.26281,0.71712
-0.56784,-0.25999,-0.781
0.81453,0.28004,0.50806
-0.35417,-0.27212,-0.89471
-0.7442,-0.02808,-0.66737
-0.64199,-0.29969,0.70571
-0.95928,0.066034,0.27461
-0.027141,-0.96839,-0.24795
-0.99989,-0.0030256,0.014751
0.6017,0.18754,0.7764
0.57127,0.37222,0.73151
-0.72438,0.68334,-0.091221
-0.3528,0.46038,-0.81461
-0.69759,-0.051386,-0.71465
-0.56704,0.33259,-0.75356
-0.78595,0.15674,0.59809
-0.83918,0.50276,-0.2074
0.6892,-0.63563,-0.34781
0.12556,-0.91984,-0.37165
-0.88802,-0.45279,0.080022
0.16307,-0.85495,-0.49242
-0.88263,0.43407,-0.1804
0.13113,0.34906,0.92788
-0.82726,0.54862,0.12109
0.21907,-0.91251,-0.34544
0.19235,0.93734,-0.2905
-0.89679,0.44241,0.0059447
0.38885,-0.91373,-0.11782
-0.33347,-0.93233,-0.13986
0.97286,0.17113,0.15572
-0.64348,0.19363,0.74057
0.18854,-0.87046,-0.4547
0.77989,0.46717,0.41656
-0.7026,-0.17546,0.68961
-0.17962,-0.44695,-0.87634
-0.66586,-0.74086,-0.088073
0.24491,-0.54385,-0.80265
-0.96904,-0.13277,-0.20817
0.24254,-0.93611,-0.25469
-0.076054,-0.96828,0.23799
-0.72524,0.0287,0.6879
-0.75655,0.51856,0.39841
0.11207,-0.99315,-0.032961
0.19126,-0.83392,-0.51769
0.26811,-0.82619,-0.4955
0.14886,-0.92601,-0.34692
0.89895,0.18919,0.39508
-0.27907,0.882,-0.37974
0.17753,0.22327,0.95845
-0.88003,0.47066,-0.06351
0.3414,-0.37764,-0.86072
-0.89268,0.064513,0.44606
0.085631,0.5761,-0.81288
0.36462,-0.69851,-0.61574
-0.53037,0.1885,0.82654
-0.41856,0.74482,-0.51967
-0.41754,0.85736,-0.30099
-0.50012,0.61568,-0.60894
-0.11,0.68244,-0.72262
-0.72668,-0.49109,0.48039
0.017002,-0.78881,0.6144
0.51153,-0.018772,-0.85906
-0.8213,-0.27945,-0.49737
0.060382,0.49786,-0.86515
-0.88406,0.38066,0.27117
-0.94087,0.27183,0.20219
-0.50095,-0.58461,-0.63819
-0.56088,0.37339,0.73891
-0.66702,-0.28786,0.68718
-0.67499,-0.47116,0.5678
-0.557,-0.079864,-0.82666
0.15908,-0.97053,-0.18101
-0.11369,0.44791,-0.88682
-0.20234,-0.85875,-0.47074
-0.063908,0.88963,-0.45219
-0.60596,-0.059669,-0.79326
-0.41831,0.77171,-0.47905
0.46893,0.59005,-0.65723
-0.30092,0.41471,-0.85876
-0.49995,-0.26479,0.82458
0.82196,0.56174,0.093986
-0.11964,0.22564,-0.96684
0.10386,0.85946,-0.50055
0.3334,-0.88267,-0.33127
-0.60537,-0.25768,0.75308
-0.61376,-0.71035,-0.34452
0.53574,0.66545,-0.51976
0.31979,-0.17877,-0.93047
-0.36945,-0.24449,0.89651
0.62339,0.31144,0.71721
-0.77861,-0.13693,0.61238
-0.25337,-0.61337,0.74805
0.34348,0.93888,0.023091
0.71244,0.70005,-0.048542
0.81635,0.13086,0.56254
-0.49552,0.75988,-0.42077
-0.52193,-0.26549,0.81062
-0.28441,0.65056,-0.70419
0.60379,0.24984,0.75698
