-0.1025,-0.032701,0.11055,0.37443,-0.57354,-0.42662,-0.11724,0.31879,0.047075,-0.017759,-0.45501,-0.010659
-0.38809,0.10081,-0.14569,-0.45999,-0.085812,0.64682,0.082598,0.1698,-0.35098,-0.097267,-0.073754,-0.083187
0.12997,0.5322,-0.59548,0.24768,-0.11251,-0.11758,0.065667,-0.21761,-0.12559,-0.22924,0.34446,-0.13713
-0.070655,-0.13575,0.12422,0.27901,0.039383,0.30099,0.15968,0.18098,0.20016,-0.12898,0.31502,0.75958
0.42114,0.020979,-0.54338,0.096139,0.12243,-0.22326,0.021669,-0.28399,0.46406,0.38227,-0.10132,8.7706e-05
-0.39844,-0.20099,0.059658,0.24941,-0.092787,0.0037863,0.18063,-0.03824,-0.10841,-0.26053,-0.73512,0.26896
0.15704,-0.19186,0.18678,-0.34399,-0.23788,-0.53038,-0.028107,-0.070319,0.41562,-0.45232,-0.16572,0.19203
0.16357,0.21947,0.63619,-0.26573,-0.46944,0.16391,0.3264,-0.0573,-0.23575,-0.075801,0.10362,-0.14357
0.011207,-0.060764,0.13666,0.23831,0.069096,0.26719,-0.5533,0.3421,-0.40874,-0.43655,0.23103,-0.10177
0.66443,0.066146,-0.55325,0.43785,0.043226,-0.066997,-0.16446,0.026079,0.004096,-0.097211,0.088622,-0.070318
-0.13219,0.69653,-0.41024,0.12437,0.21488,-0.10596,0.13327,0.33849,0.032243,0.1021,0.2627,0.2083
0.51838,-0.2305,-0.22998,-0.14088,-0.32424,0.011651,0.080105,-0.52618,-0.2842,-0.054041,0.17933,-0.31783
-0.2877,-0.084954,0.27694,0.39719,-0.21714,0.043342,-0.41443,-0.45299,-0.11329,0.2206,-0.27333,-0.3367
-0.15351,-0.18259,0.22746,0.60393,-0.19442,0.11205,-0.17209,0.013326,-0.35606,0.37821,-0.34173,0.24469
0.31775,0.22279,0.64114,-0.12989,-0.2709,0.22131,0.43429,-0.04525,-0.2854,0.022868,0.14935,-0.064539
0.26487,0.31509,0.57055,-0.37945,-0.54533,-0.047867,0.080834,0.051733,0.07154,-0.079463,0.043796,-0.19702
0.7393,0.22278,-0.099198,0.23719,-0.16682,0.011926,-0.0088594,-0.18265,-0.17467,-0.21293,-0.21479,-0.39283
0.54601,0.01214,-0.54641,0.25197,-0.2929,-0.13582,-0.29087,-0.039731,-0.0051085,-0.25187,0.074836,-0.28317
0.33068,-0.31133,-0.12227,0.1139,0.029289,-0.12461,-0.27558,0.14705,0.12793,-0.17838,0.70029,-0.33653
0.42499,0.42196,-0.38442,0.31485,-0.10662,-0.15427,-0.18117,0.48123,-0.11162,-0.06887,0.090706,-0.26349
0.20107,-0.26232,0.20437,-0.42279,0.69877,-0.00075857,0.10242,-0.28157,-0.071299,-0.20822,0.012365,-0.2088
-0.15757,0.4128,-0.34102,0.15042,-0.34764,-0.13039,0.1929,0.36033,0.0071575,0.50257,0.17854,-0.27647
0.27688,0.046445,0.123,0.43604,-0.075838,0.066534,0.20494,0.51768,-0.2776,0.44007,0.19835,-0.29272
-0.13347,0.66023,-0.3784,0.20509,-0.24332,-0.0066762,0.35027,0.083805,0.056334,0.26238,-0.28374,0.13979
0.5632,-0.23741,-0.10623,-0.35462,-0.23983,-0.091211,0.071229,-0.41608,-0.25941,-0.057511,0.054331,-0.4145
0.087895,-0.24829,0.14044,-0.028572,0.16853,0.071438,0.51962,-0.56159,-0.44073,-0.045856,0.15133,0.26822
0.12355,-0.17462,-0.016236,0.061621,0.035265,-0.008664,0.22182,-0.11119,-0.3022,-0.11749,0.5102,0.7224
-0.14167,0.40902,-0.12324,0.12204,-0.20836,-0.22389,0.32575,-0.3276,0.20007,-0.5466,-0.27027,0.25243
0.4775,-0.12839,-0.12685,-0.082754,0.10439,-0.53327,-0.13786,-0.057402,-0.30639,0.15523,-0.46764,0.27991
0.27116,-0.14535,0.0065765,0.41313,0.26893,0.075778,0.48585,-0.28208,0.31617,0.27356,-0.19,-0.36062
