-0.45868,-0.17173,-0.096567,-0.8271,0.25828
-0.21555,-0.25959,-0.52283,0.19439,0.7583
-0.19687,-0.7958,0.45423,0.1175,-0.32836
0.53794,-0.37427,-0.74073,-0.14627,0.021464
0.34849,-0.13686,0.91685,0.097471,-0.098505
-0.74772,0.41482,-0.33176,-0.33448,0.21657
0.042314,-0.23213,0.69908,0.013976,-0.67485
0.50313,-0.12679,0.81122,0.12346,0.23972
0.468,-0.43739,-0.344,-0.47808,-0.49272
0.90524,-0.1459,-0.20377,0.15413,0.30655
-0.017639,-0.93504,0.079511,0.18942,0.28843
0.90716,-0.24155,-0.071853,0.092628,-0.32399
-0.43647,0.23655,-0.27263,-0.73979,0.36321
-0.071934,0.22385,-0.67034,0.38771,0.5874
0.53787,0.40834,0.52665,-0.38123,0.34822
0.241,0.25962,0.87868,-0.14862,-0.28345
0.46414,-0.056344,0.86111,0.076368,0.18454
0.50151,0.20054,0.83473,0.10085,0.036415
0.64547,0.11349,-0.73751,-0.083709,-0.1399
0.85123,0.29256,0.12972,0.081628,0.40784
-0.19732,5.565e-06,-0.15161,-0.050743,-0.96721
-0.21697,-0.85988,0.36484,-0.034352,-0.28149
0.15878,-0.21119,0.53614,-0.70218,-0.38689
-0.29653,-0.81646,0.36799,0.319,0.090962
0.92295,0.1809,0.0736,-0.043597,-0.32881
-0.16892,0.14082,-0.051141,-0.94754,-0.22626
0.69629,0.30163,-0.29235,0.14649,0.56326
-0.34528,-0.8386,0.3334,0.039716,0.25457
0.082638,0.86493,0.44811,-0.20705,-0.037387
0.84503,0.31361,0.038765,-0.13003,-0.41129
-0.45896,-0.77194,-0.23878,0.31665,0.19019
0.05129,-0.33994,0.13706,-0.27528,-0.88727
-0.58932,0.20225,-0.36388,0.50316,-0.47563
0.34125,0.063149,-0.74977,-0.034776,0.56232
-0.30825,-0.80766,0.43797,0.17585,0.17298
-0.5996,0.54213,0.044054,-0.52959,-0.25332
0.56187,-0.272,-0.71519,-0.17337,-0.26224
0.012723,-0.35253,0.88889,-0.26126,-0.13107
0.067577,-0.21685,0.27205,-0.4019,-0.84432
-0.1937,-0.30894,0.46857,0.28354,0.75305
0.70158,-0.16288,0.67643,-0.15019,0.033689
-0.38376,-0.87109,0.15393,0.16999,0.20334
-0.10567,-0.93386,-0.25901,-0.16037,-0.15472
0.35739,-0.021327,-0.64401,0.040387,0.67486
0.86835,0.31111,0.16037,-0.32017,-0.14478
-0.27665,-0.83099,-0.082095,0.19011,0.43593
-0.3162,-0.76174,0.43807,0.35757,0.0021883
-0.35815,-0.77178,0.43798,0.27478,0.093519
-0.27103,-0.89598,0.25614,0.17089,0.17016
-0.73882,0.3136,-0.39871,-0.4296,0.11078
0.42982,0.69153,0.50105,0.13342,0.26114
-0.18639,0.20528,-0.099614,-0.95527,-0.025533
0.72226,0.27572,0.14725,-0.065168,-0.6135
-0.335,-0.24122,0.58048,0.618,-0.33274
0.34345,-0.028439,0.10083,-0.18662,0.91446
-0.060606,0.21703,0.36007,-0.55254,-0.71713
-0.40815,-0.48562,0.62194,0.044629,0.45694
0.52048,0.075397,-0.74441,-0.34962,-0.21689
0.46581,0.55595,0.046688,0.59257,0.34731
0.20611,0.41834,0.20154,0.075986,0.85798
0.44175,0.431,0.76886,-0.0027051,0.16719
0.095942,0.47038,-0.27137,0.71156,0.43541
0.57379,-0.52772,-0.12475,-0.41543,-0.45181
-0.22898,-0.31059,0.039958,0.13913,-0.91113
-0.36769,0.016559,-0.088636,0.69595,-0.61019
0.12415,-0.092805,-0.38528,0.44573,-0.793
0.030572,0.39382,0.65094,0.25653,0.59535
0.74237,0.23458,-0.31805,-0.032298,-0.54006
0.67661,0.044702,-0.31394,0.04459,0.66307
0.2381,-0.32808,0.072646,0.87874,0.24126
0.48515,0.1789,-0.70355,-0.12357,-0.47156
0.53309,-0.39368,-0.69974,-0.18374,-0.19348
0.51698,-0.4805,-0.57733,-0.18511,-0.36644
0.24742,-0.17194,0.88953,-0.22055,-0.26327
-0.25565,-0.9388,-0.072936,0.19251,0.10444
0.13871,0.31314,0.59154,0.32558,0.65328
-0.14664,-0.38011,0.61942,-0.25787,-0.61954
0.14329,0.56286,0.51463,0.21382,-0.59337
0.38419,-0.077186,0.91122,-0.031457,0.12301
0.34566,0.55658,0.70724,-0.089229,0.25016
-0.29972,0.32878,0.62638,-0.44596,-0.45916
0.24713,0.29841,0.7966,0.1072,0.45146
0.42431,-0.30886,-0.84487,-0.081887,-0.063682
-0.72697,0.53809,0.078189,-0.38333,-0.17009
0.098938,0.108,0.17871,0.92493,-0.30185
-0.097889,0.71174,-0.18051,0.52126,-0.42374
-0.5252,-0.79598,0.14769,0.25992,0.034776
0.50008,-0.17,-0.61412,-0.070176,0.5822
0.48798,-0.64393,0.22132,0.06313,-0.54246
-0.36969,0.43137,-0.17861,0.66926,-0.44434
-0.070611,0.046254,-0.26601,0.27115,0.92119
0.24205,-0.23438,-0.92708,0.041858,0.15888
-0.48883,0.35803,-0.39162,-0.61805,0.31226
0.66359,-0.25759,-0.57613,-0.18192,-0.35816
0.15558,-0.33078,-0.83923,0.034686,0.40109
-0.12042,0.60578,-0.3128,0.26285,0.67201
-0.64553,0.51889,0.14011,-0.52216,-0.14754
-0.71235,0.21582,-0.48959,-0.3256,0.31664
0.51475,0.48651,0.43881,0.040581,0.55149
0.42805,-0.30542,-0.81817,-0.1761,0.15193
0.24824,0.4721,0.80897,-0.10594,0.22325
-0.51785,0.30778,-0.55037,-0.472,0.33377
-0.64222,0.42526,-0.60941,0.023358,0.18649
-0.38751,0.37792,-0.063666,-0.51819,0.65912
0.7352,0.075629,0.023902,-0.26341,-0.61952
-0.16234,-0.54108,0.76449,0.29022,0.11047
-0.13036,0.46383,-0.40753,0.50035,0.59282
-0.20983,0.077051,0.014112,0.9519,0.20911
-0.43911,0.24352,-0.53511,-0.36423,0.57348
0.6305,-0.14897,0.062152,-0.43657,-0.62115
-0.4375,0.25444,-0.14276,-0.56446,0.63629
-0.23346,0.19628,-0.29077,0.83818,-0.34623
-0.4281,0.45424,-0.059002,0.16928,0.76044
-0.24911,-0.91354,0.17898,0.2132,0.16096
0.81401,0.12149,-0.32406,0.18768,-0.42707
-0.48871,0.21099,-0.16257,0.59721,-0.57754
0.18148,0.3333,-0.23452,-0.68464,0.5764
-0.087941,-0.4564,-0.14973,-0.72526,-0.48534
0.22014,-0.75251,-0.44839,0.41802,0.097357
-0.24714,0.023137,-0.50552,0.09208,0.82119
0.72654,-0.07194,-0.5711,-0.16859,-0.33524
-0.62859,0.27832,0.050577,-0.64863,-0.3227
-0.17082,0.20812,-0.2237,0.34595,0.87051
0.026491,0.13347,-0.45128,-0.73616,0.4857
0.24834,0.3852,0.050505,-0.047185,0.8861
-0.48445,0.40566,-0.34561,0.68339,-0.11948
-0.15253,0.54791,0.21801,0.4722,-0.63721
0.13252,0.55338,0.7856,-0.214,0.1151
-0.36752,0.18229,0.071867,0.76578,-0.49001
-0.44516,0.38735,-0.11218,0.70699,-0.37332
-0.41509,0.37267,-0.48268,0.42751,-0.52256
0.46171,0.50599,0.60024,0.19165,0.36575
0.55499,-0.4723,-0.65831,-0.12684,-0.1395
-0.47793,0.1646,-0.1921,0.73484,-0.40938
0.67987,-0.58637,-0.31354,-0.066359,-0.30204
-0.15163,-0.17027,0.26518,-0.85873,-0.37453
-0.023237,0.1621,-0.11664,0.8791,-0.43216
-0.14955,-0.93119,0.27323,0.17157,-0.080172
-0.31854,0.37412,-0.20486,0.70316,-0.47135
-0.27969,0.0047731,-0.12883,0.55074,0.77578
0.76773,0.084251,-0.52035,-0.12484,-0.34225
-0.5975,0.17625,0.27502,0.67103,-0.29327
0.36848,-0.75013,-0.45952,-0.098474,-0.28402
-0.3247,0.51204,-0.24046,0.691,-0.31157
-0.47018,0.54254,-0.49697,0.48496,0.049145
-0.43072,0.7471,0.059148,-0.052289,0.50009
-0.52522,0.09172,0.38743,-0.43683,-0.61221
-0.76735,-0.28888,-0.27905,0.46058,0.1942
0.42777,-0.62192,-0.50172,-0.16013,-0.39098
0.22953,0.86025,0.31696,0.056238,0.32196
-0.22477,-0.63494,-0.34707,-0.15633,0.63359
-0.13802,-0.23556,0.58695,0.63682,0.41881
0.50416,0.23586,0.43029,-0.095846,0.70417
-0.61383,0.1755,-0.19533,0.42814,-0.60907
0.68717,0.0018505,0.44993,0.085193,0.564
-0.38989,0.13098,-0.27933,0.74037,-0.45239
0.31524,0.12921,0.73229,-0.5189,0.28003
-0.10607,-0.25074,-0.83402,0.040618,0.47817
-0.1749,0.56148,0.24727,0.5715,-0.51613
0.22331,-0.24402,-0.61435,0.11369,0.70728
-0.58147,0.40603,-0.55215,0.43358,0.064629
0.60365,-0.23491,-0.60057,-0.26117,-0.38926
-0.06321,0.0052328,-0.20046,0.87574,-0.4346
-0.24464,-0.89583,-0.068096,0.16038,0.32753
-0.30093,-0.90015,0.18742,0.18525,0.17239
-0.25498,-0.3666,0.12218,0.27796,0.84167
-0.33104,0.28636,-0.01404,0.80832,0.39348
0.52007,-0.42903,-0.72072,0.065065,-0.14759
-0.019498,0.5672,0.12579,0.62449,0.52164
-0.77908,0.08241,-0.065601,-0.40913,-0.46319
0.57053,-0.42233,0.34558,-0.41439,-0.45275
0.71906,0.41792,0.13037,0.070663,0.53507
0.7047,-0.029361,-0.48569,-0.34176,-0.38709
-0.26346,-0.66414,-0.062205,0.60108,0.35261
0.74331,0.65959,-0.099686,0.038209,0.031963
-0.37036,-0.86343,0.29047,0.17607,0.044012
0.042562,0.50805,0.85963,0.007115,0.032409
-0.14081,0.73181,-0.33593,0.015418,-0.57579
0.29294,0.61275,0.65023,-0.021519,0.33979
0.5709,-0.22237,-0.74714,-0.14658,-0.21195
0.64338,-0.29332,-0.52793,-0.22059,-0.41552
-0.46265,0.75185,0.15942,0.44161,-0.015529
0.096449,-0.0060121,0.55196,0.76062,0.32781
0.59544,0.29934,0.024681,0.074697,-0.74138
0.10827,-0.056278,0.84889,-0.51324,-0.032822
0.0596,-0.13437,-0.90897,-0.11813,0.37177
-0.20883,-0.93576,-0.1917,0.071513,-0.19717
0.5228,0.21187,-0.62203,-0.5429,0.011173
-0.48729,0.015911,0.34686,-0.61882,-0.50896
0.66195,-0.19207,-0.45094,-0.055962,-0.56431
-0.42183,0.10569,-0.14023,-0.86095,0.2236
-0.37706,0.1744,-0.3829,-0.76616,0.30628
-0.021615,-0.71931,-0.44377,0.11308,0.52193
0.24158,0.50025,0.75455,0.094118,0.33643
0.60923,0.0224,-0.74644,-0.062039,-0.25944
0.68834,-0.021387,-0.5478,-0.2556,-0.40039
-0.32574,-0.91543,0.068736,0.024361,0.22486
-0.54848,0.30199,0.52804,0.48607,0.30475
-0.23606,-0.89791,-0.18561,0.020631,0.32119
0.85133,0.19013,-0.4447,-0.11707,-0.16624
-0.1886,-0.91971,-0.015812,0.29016,0.18471
