0.32774,-0.27849,0.073078,0.75189,-0.18708,-0.1082,0.067907,0.22307,0.37851
0.12492,-0.27458,0.28329,-0.40442,-0.44927,-0.5038,0.060104,-0.39503,-0.22332
-0.2359,-0.61599,-0.44565,0.010957,0.094912,0.036413,0.11324,-0.53952,0.2279
-0.3783,-0.04105,0.59223,0.06759,0.19948,-0.35447,-0.21649,0.37332,0.38499
-0.26648,0.050471,-0.61093,0.13297,0.27437,0.27877,-0.15654,-0.1127,-0.58764
0.72446,0.069081,0.24434,0.12738,-0.24281,-0.48794,-0.11016,0.028705,-0.29062
-0.052794,-0.1088,-0.31698,0.18639,0.50419,-0.59633,-0.18762,-0.446,0.078927
-0.31809,0.0011944,-0.52904,-0.10264,0.1681,-0.33654,-0.3677,0.54607,0.18301
-0.45558,-0.16193,0.2956,0.35883,0.28293,-0.49798,0.18401,0.046715,-0.43129
-0.68811,0.19314,0.19072,-0.14422,0.11843,-0.2366,-0.35586,-0.46582,-0.13563
-0.40779,-0.65986,-0.13964,-0.23852,-0.31545,-0.12984,-0.22472,0.27681,0.28001
-0.31322,0.050832,-0.047913,-0.034178,0.36958,-0.71078,-0.19549,-0.42913,0.178
0.47034,0.06906,0.25228,0.5978,-0.28102,-0.25071,-0.051879,0.21706,0.40171
0.16151,0.087877,0.46009,-0.37563,-0.24833,-0.16085,-0.69245,0.11576,-0.1816
-0.24911,0.49914,-0.40495,0.21257,-0.27911,-0.40313,-0.021486,0.26188,0.41252
-0.0070385,0.21904,-0.54633,0.027086,0.069663,-0.16401,0.46256,0.63685,-0.038382
-0.33655,0.041696,-0.6572,-0.064273,0.045061,-0.38204,-0.54683,-0.043941,-0.003207
-0.30364,0.34374,-0.69403,0.0081753,0.078163,-0.10729,-0.17801,-0.43582,0.262
-0.42709,0.37641,0.57368,-0.049332,0.068455,-0.38625,0.14712,-0.39047,0.12804
-0.42987,0.47892,-0.14877,-0.17825,-0.20517,-0.49301,-0.23937,0.36486,0.23742
0.15053,-0.1331,0.077694,0.086473,0.009311,-0.22661,0.37183,-0.67507,-0.54835
-0.24033,-0.73497,-0.39554,-0.11392,-0.06127,-0.27346,0.27229,-0.18812,0.21109
-0.3034,-0.12522,-0.42153,0.5898,0.12439,-0.29149,0.12795,0.39798,-0.3025
-0.14606,-0.80466,-0.42588,-0.2391,-0.16181,0.11811,-0.18312,-0.088433,0.10563
-0.5918,0.48003,-0.12159,0.081927,0.41771,-0.14424,0.054533,-0.41249,0.17156
0.18408,0.093358,0.092921,0.88757,0.1634,-0.25177,0.1499,0.2041,-0.08224
-0.50383,0.56224,0.24623,-0.017805,0.36686,-0.39584,-0.17697,0.15966,0.14496
-0.090909,-0.74777,-0.33593,-0.0089879,-0.091533,-0.53254,-0.16165,-0.0053009,0.038769
0.084138,0.32725,-0.33742,-0.0073287,-0.20383,-0.56995,0.52905,-0.26342,-0.23715
-0.39684,0.44864,-0.019571,0.053095,0.31734,-0.68951,-0.060015,-0.14042,0.19643
0.019123,-0.82194,0.1053,-0.31865,-0.093771,-0.084017,0.030957,-0.43346,0.082066
-0.13854,-0.16103,-0.074485,0.28787,0.38934,-0.2007,0.58235,-0.49953,-0.29315
0.37765,-0.079047,0.12853,-0.45007,0.41412,-0.48789,0.34834,0.28663,0.13791
-0.18765,0.16727,0.80006,-0.034323,-0.13547,0.1511,-0.15521,0.4346,0.20343
-0.12007,-0.76369,-0.49522,-0.088903,-0.13453,0.030506,-0.13959,-0.0092296,0.33257
0.31948,0.15251,-0.18238,0.12623,-0.082236,-0.49994,0.61703,-0.2066,0.38127
-0.52299,0.002671,0.68619,-0.00065713,0.26235,-0.2369,-0.11675,0.1178,0.32119
-0.10545,-0.26811,-0.53393,0.16353,0.055661,-0.23746,0.22482,0.68744,-0.15023
-0.099097,-0.13791,-0.19813,0.3551,0.36156,-0.18978,0.56349,-0.22348,-0.52115
0.022863,-0.20079,-0.34949,-0.23979,-0.21726,-0.23447,-0.62299,0.51943,-0.13935
-0.7227,0.15163,-0.63549,0.10327,-0.068823,-0.17717,-0.035528,0.03588,0.038984
-0.05942,-0.84713,-0.14304,-0.18628,-0.047942,-0.31803,-0.10482,-0.26506,0.19746
-0.16364,-0.47842,0.22139,0.12998,0.20162,-0.65795,-0.14503,0.42175,-0.077313
-0.26634,0.14059,0.72731,-0.32398,-0.33994,-0.25484,-0.17051,0.23011,-0.11326
-0.63835,0.51672,-0.13091,0.21515,0.1775,0.0048754,0.33941,-0.33937,-0.013594
-0.087681,-0.81109,0.16076,-0.10432,-0.031678,-0.11649,-0.38316,0.34074,0.14223
-0.081576,-0.64016,-0.35346,-0.24783,-0.042328,-0.47908,-0.23281,-0.27386,0.1915
-0.043746,-0.72278,-0.40111,-0.19618,0.094213,-0.34808,-0.36982,0.095325,-0.020339
-0.11803,-0.77719,-0.28781,-0.098978,0.013675,-0.29567,-0.29048,0.064193,0.33661
0.42639,-0.014577,0.17698,-0.00064331,-0.50654,-0.22578,0.6618,-0.10896,-0.17101
-0.21148,0.61521,-0.44857,-0.064329,0.22545,-0.33061,-0.3013,-0.14325,0.31623
0.21877,0.095144,0.13359,0.80455,-0.12894,-0.34676,-0.18434,-0.17849,-0.27429
-0.38116,0.39494,-0.079115,0.13274,0.46121,-0.25434,0.21704,-0.47624,-0.3515
0.11058,-0.19559,-0.56675,-0.35109,0.077917,0.1546,0.3728,0.20061,-0.54392
-0.28108,0.13096,0.0060949,0.24811,-0.35448,-0.15426,-0.66322,0.44997,-0.22465
0.052612,0.066836,-0.082591,0.32334,0.25891,-0.56157,0.15232,-0.19677,-0.66112
0.062398,-0.26554,-0.49693,0.00017596,-0.37481,0.38523,0.076545,0.55278,-0.27991
-0.086765,0.2148,0.5148,0.096554,0.13196,-0.12952,-0.23363,0.69635,0.31356
-0.033024,0.48659,0.028596,-0.55274,0.03777,-0.028026,-0.17447,0.58682,0.2807
-0.018788,0.57568,-0.33244,-0.052776,-0.22642,-0.013093,-0.6809,0.061692,0.18992
-0.18521,0.42829,-0.62305,0.081067,0.01168,-0.56081,-0.20809,-0.17089,0.018803
0.18413,0.18211,0.17432,-0.33432,0.25732,-0.16344,-0.79563,0.25068,0.044554
-0.60281,-0.21159,0.10281,0.13178,0.0036392,-0.52836,0.45041,0.24153,-0.15341
0.1213,-0.093631,-0.1002,-0.066315,0.28383,-0.52434,-0.10357,-0.4106,-0.65366
0.36317,-0.090826,0.077893,-0.5288,0.65993,-0.097677,-0.056978,0.3301,-0.12998
-0.045409,-0.043481,0.37425,-0.21783,0.63446,-0.58358,-0.2487,-0.05852,-0.012581
0.076843,0.32626,-0.66436,-0.1727,-0.22288,-0.41322,-0.22381,-0.37582,0.068463
