0.033675,-0.17729,0.25636,-0.052833,0.21319,-0.014257,-0.083109,0.22359,-0.1398,0.46397,0.13472,-0.034928,0.35111,-0.39562,0.11057,-0.0533,0.021613,-0.49685
0.2702,-0.14137,-0.12806,-0.0013828,0.24109,-0.47218,0.017312,0.60538,-0.19458,0.081688,-0.037978,-0.038606,-0.028529,0.064558,0.19291,0.087868,0.17095,0.34079
-0.23352,-0.058683,-0.41793,-0.73986,0.020273,0.049451,0.039947,-0.21514,0.22138,0.0031697,0.17467,-0.11457,0.08498,-0.040221,0.1277,0.19417,0.076311,0.08883
0.044926,-0.37812,0.16865,-0.05708,-0.11455,-0.078426,-0.035172,-0.22574,-0.092557,0.44143,0.17435,0.22523,0.43047,0.286,0.077244,0.27753,-0.093307,-0.32938
-0.28314,-0.19926,0.17773,-0.33488,-0.34052,0.10004,-0.015985,0.099629,0.34436,-0.041656,0.11084,-0.13304,0.018518,-0.46153,-0.21214,0.15427,-0.40856,-0.029621
0.41703,-0.33938,-0.12485,0.023272,-0.27128,-0.052014,0.079211,0.042316,-0.10214,0.17428,0.12297,0.15124,0.11643,-0.47184,0.043526,0.21717,-0.33583,-0.36549
-0.025028,-0.0010237,-0.083186,-0.056942,0.16427,0.22476,-0.14872,-0.1495,-0.13524,-0.12668,0.259,-0.051768,-0.5332,-0.25044,-0.072881,-0.01732,0.38066,-0.51537
-0.19147,0.046255,0.15794,0.05379,0.24455,-0.33533,-0.064229,-0.24478,-0.34018,-0.26069,-0.44626,0.09603,-0.040988,-0.28906,0.0011906,0.22548,-0.38522,-0.14335
-0.038461,-0.054607,0.2477,0.018468,-0.19033,0.040122,-0.27185,0.061505,-0.35963,-0.33503,-0.24073,-0.30878,0.38997,0.49637,-0.030413,0.15007,0.0003731,0.039323
-0.49767,-0.046331,0.15516,-0.22038,-0.46517,0.33613,-0.13436,0.18512,-0.012308,-0.19915,0.29562,-0.11436,0.099888,-0.15722,0.053268,0.11447,-0.21461,0.24262
-0.30141,-0.29716,-0.38165,-0.6429,0.026741,-0.088619,0.057156,-0.10768,0.11032,0.018905,0.052023,0.27059,0.32674,0.0051262,7.8313e-05,0.020956,0.17199,0.11478
-0.2466,0.03627,-0.055607,0.006875,0.1232,0.11006,0.29904,-0.23121,0.015723,0.21724,0.29364,-0.54173,-0.50395,-0.072704,0.04147,0.2642,-0.075089,0.03184
0.29007,-0.25542,0.18716,-0.17798,0.31905,-0.040364,0.13837,0.32398,0.24858,0.14933,0.03752,-0.015713,-0.095889,-0.052999,-0.44389,-0.31323,-0.36864,-0.16609
