0.6012,-0.7991
0.95945,0.28187
0.61505,0.78849
-0.48289,0.87568
-0.88445,-0.46664
0.3464,-0.93809
-0.8118,-0.58394
-0.83029,0.55733
-0.44124,0.89739
-0.99443,0.10537
0.63048,0.7762
-0.92406,-0.38224
0.77211,-0.63549
0.80041,-0.59946
-0.81838,0.57468
-0.59336,0.80494
-0.96062,0.27785
-0.99728,-0.073686
0.019246,-0.99981
-0.27089,0.96261
0.062074,-0.99807
0.95867,0.28454
-0.91706,0.39875
0.66971,0.74262
-0.92072,-0.39022
-0.96869,-0.24829
-0.98219,0.18787
0.94962,0.31342
-0.99805,0.062476
-0.98283,-0.18453
0.99001,0.14099
-0.38942,-0.92106
0.8828,0.46976
0.60331,0.7975
0.63418,0.77319
0.49232,-0.87041
-0.9643,0.26483
-0.90899,0.41681
-0.99648,-0.083866
0.96763,0.25237
-0.99373,0.11181
0.81338,0.58174
0.42403,0.90565
0.61831,-0.78593
-0.98989,-0.14184
0.62632,0.77957
0.64415,0.7649
0.98195,0.18916
0.47269,0.88123
0.87475,0.48458
-0.98913,-0.14704
0.37895,-0.92542
-0.99757,-0.069735
0.38538,0.92276
-0.038499,0.99926
-0.862,-0.5069
0.69378,0.72018
-0.96857,-0.24875
-0.63583,0.77183
0.17898,0.98385
-0.99158,0.1295
0.055227,-0.99847
-0.87123,0.49087
0.90217,0.43138
0.36423,-0.93131
-0.6939,0.72007
-0.89428,-0.4475
-0.99719,-0.074868
-0.8338,-0.55206
0.86173,0.50737
-0.98446,-0.17558
-0.93545,0.35346
-0.97147,0.23716
-0.63537,0.7722
0.82834,-0.56023
-0.97198,-0.23507
-0.45491,0.89054
0.12501,-0.99216
-0.99993,0.01143
0.47043,-0.88244
-0.76046,-0.64939
-0.77456,0.6325
-0.035015,0.99939
0.11899,-0.9929
0.15282,-0.98825
-0.037067,-0.99931
-0.29863,-0.95437
0.34606,-0.93821
-0.93245,0.36131
0.40157,-0.91583
0.46368,-0.886
