0.10757,-0.39478,0.22007,0.60019,0.32583,-0.43258,-0.12959,0.079477,-0.19434,0.021749,-0.10499,-0.24135
0.49893,0.16216,0.048572,-0.023049,-0.019077,0.34659,0.2157,-0.30526,0.26588,-0.53541,0.26269,-0.18795
0.25967,-0.15028,-0.28435,0.29051,0.10285,0.34487,0.10749,-0.076062,0.022649,-0.012668,-0.41691,-0.65069
0.40018,0.45466,0.015928,0.20099,0.022497,0.19264,0.57733,0.13452,-0.072392,0.33673,0.11063,0.26945
0.11521,-0.042027,-0.52505,-0.09122,0.24887,-0.20419,0.23521,-0.47486,-0.30602,-0.23498,-0.40852,0.027497
-0.27915,-0.28733,0.36383,-0.35389,0.16415,-0.092014,0.14221,-0.21117,-0.45024,-0.1166,0.50963,0.075156
0.087768,-0.23292,-0.12473,0.16703,0.48155,-0.71657,0.29373,-0.055109,0.095955,0.18822,0.044102,-0.11545
0.14041,0.079991,-0.30225,-0.35036,0.10503,-0.49522,-0.038376,-0.58645,-0.14065,0.31523,-0.16002,-0.11556
0.28825,0.080213,-0.11269,0.42846,-0.048859,0.3009,0.36275,-0.40281,0.042378,-0.32548,-0.10515,-0.45677
0.26501,0.58476,0.13011,0.025412,0.50063,-0.22385,-0.23147,-0.36357,-0.06286,-0.19064,0.0052809,0.20839
0.52769,0.27373,-0.17677,0.19791,0.074438,0.30913,0.028631,0.3291,-0.3092,-0.39756,-0.33237,-0.042808
0.30364,0.4162,-0.034955,-0.20154,-0.33269,0.045567,0.12104,-0.43771,0.48709,0.075295,0.13305,0.33631
-0.22176,-0.20976,0.36448,0.20952,-0.12338,0.227,-0.28436,-0.2828,-0.10212,0.38018,-0.578,-0.11601
-0.14028,0.034786,0.48569,-0.49366,-0.063779,-0.030869,0.0074243,0.43739,-0.20169,-0.41659,-0.172,-0.24356
-0.48561,0.45998,-0.14188,0.32431,0.11406,-0.2736,-0.23487,0.27703,0.21405,0.29237,0.20855,-0.1809
