-0.27898,-0.12783,0.25828,-0.34526,-0.26102,0.20129,-0.10914,-0.37737,-0.22001,-0.13675,0.31504,-0.20381,-0.18753,-0.16039,0.20473,-0.31913,-0.034577,0.20786
-0.039554,0.36586,0.078511,0.49847,0.020186,0.076313,0.07824,-0.053779,0.19535,0.0037153,-0.033546,0.042445,0.38864,-0.005048,0.055951,-0.3553,0.51836,-0.066855
-0.20584,-0.13487,-0.24559,-0.0067111,-0.026816,-0.093126,-0.11628,0.11012,0.05709,0.036763,0.095326,-0.17005,-0.20695,-0.0611,-0.44142,0.72182,0.035659,0.19421
0.2345,-0.11326,-0.030474,0.18401,-0.24524,0.14067,-0.19057,0.026824,0.092889,-0.57865,-0.21147,-0.014753,0.079408,0.25632,-0.067996,-0.084315,-0.17314,0.52755
-0.25626,-0.099373,0.10157,-0.092473,-0.42578,0.17939,-0.094863,-0.019881,-0.38552,-0.033759,0.31234,-0.41652,-0.081564,-0.011273,0.23618,-0.44503,-0.034936,-0.0083065
0.07327,0.40551,0.34572,-0.49529,-0.25972,-0.049565,-0.23853,0.18231,-0.096858,-0.026908,-0.074309,-0.17452,-0.26154,-0.12274,-0.33075,0.23868,-0.063154,-0.073559
0.037702,0.31939,0.20348,-0.021658,-0.1223,0.21779,0.033182,0.19742,0.20242,-0.29814,-0.19587,0.17779,-0.50361,-0.021776,-0.0011724,0.11205,-0.1707,-0.50655
-0.14484,0.30499,0.39568,0.046317,-0.16993,0.28276,-0.15839,-0.21429,-0.11354,-0.29972,-0.044311,-0.27935,0.052392,-0.5687,-0.01189,-0.061246,-0.10534,-0.15356
-0.37916,-0.16002,-0.17813,0.12349,-0.41592,0.048218,0.25286,0.18336,0.17247,-0.10777,0.15326,0.078062,-0.064191,-0.16519,0.040269,-0.043658,0.54217,0.33309
-0.20265,-0.072946,-0.16058,0.17038,-0.08022,0.024536,0.192,0.35149,0.017804,0.19541,0.049189,-0.19643,0.55951,0.044057,0.08242,0.24121,-0.45178,0.26033
-0.22736,-0.16455,-0.1152,-0.10177,-0.058354,-0.010954,-0.16523,-0.16034,-0.29761,0.0028945,0.32646,-0.56277,-0.29106,0.31652,0.064218,0.28572,-0.19356,0.1452
0.048783,-0.19429,0.080819,0.04064,-0.048145,-0.23228,0.33738,-0.14228,-0.19975,0.040422,0.36101,0.22942,0.25186,-0.19963,-0.11469,0.25039,-0.45948,0.38287
-0.28608,0.095401,-0.040583,0.26307,0.064673,0.19364,0.38762,-0.015135,0.1069,0.19729,0.17377,0.33249,-0.1607,-0.25878,0.55144,-0.012911,-0.063348,-0.23216
0.044558,0.25897,-0.16364,0.37604,0.028211,-0.23272,-0.047338,-0.39956,-0.19791,0.16026,-0.24336,-0.2826,0.32586,0.30351,0.19549,0.19867,0.25016,0.058394
-0.28841,-0.23388,-0.12991,0.22076,-0.29225,0.069927,0.21805,0.11548,0.011764,-0.16606,0.28087,0.2029,-0.48229,-0.078714,-0.048788,-0.34891,0.23339,-0.28313
0.12762,0.33043,-0.18589,0.44507,-0.39824,-0.070624,-0.2445,-0.19018,0.12613,0.034167,-0.28499,0.28272,-0.036635,0.066596,-0.084243,0.34978,0.0065552,-0.26242
0.075932,0.53318,-0.19481,0.077954,-0.52143,-0.20957,-0.25678,-0.038489,0.12363,-0.091122,-0.13034,0.033117,0.18718,-0.14389,-0.13843,-0.1335,-0.081304,-0.37641
-0.28621,0.040738,0.2785,0.098185,-0.58356,0.041863,0.16301,0.17673,0.16591,0.014735,-0.0004967,-0.10108,-0.25767,-0.13429,-0.02569,-0.4431,-0.29945,0.14163
-0.31341,-0.021982,0.12581,0.10361,0.11533,0.17203,0.036271,-0.039921,-0.17725,0.063509,0.177,-0.11123,-0.36687,-0.24254,0.31897,-0.4029,-0.27682,-0.46439
-0.30498,0.31929,0.12889,0.51169,-0.27766,0.25027,0.0029588,0.24501,-0.090132,0.026787,0.32108,0.091834,0.049529,0.2121,-0.35894,-0.089472,0.12339,0.08336
0.35195,-0.26704,0.11455,0.10912,-0.30864,0.019675,-0.24235,0.15723,-0.14042,-0.27427,-0.61833,-0.27568,0.02941,0.029594,-0.093865,-0.19154,-0.011053,-0.0076711
-0.17967,-0.16897,-0.32243,-0.11374,-0.16493,-0.19056,-0.23314,-0.039564,0.2251,0.11288,-0.11407,0.040475,0.32193,-0.42055,0.087372,0.10369,-0.56941,-0.040698
-0.016547,0.13609,0.31426,-0.063029,-0.53153,0.22491,-0.25374,0.020353,0.20936,-0.15802,-0.29239,0.23948,-0.051993,-0.22686,-0.44241,-0.11745,-0.069307,-0.020668
-0.34623,-0.25781,-0.29939,-0.15396,-0.26205,-0.09846,-0.15074,-0.22092,0.074929,0.024464,0.28289,-0.12396,-0.27439,0.2192,0.029206,-0.031243,-0.49627,-0.27817
0.25177,-0.12425,-0.017711,-0.017874,-0.060637,0.2071,-0.30813,0.25165,-0.68194,0.22932,-0.015043,0.42009,-0.026097,-0.12227,0.017968,0.054127,0.049847,-0.002634
0.36933,-0.29736,0.16497,0.28321,0.073724,-0.021058,-0.086845,0.057351,0.46079,-0.25116,-0.056857,-0.43761,0.045899,0.18231,-0.19898,-0.030906,0.17109,0.27522
0.26341,-0.39777,0.21042,0.25387,-0.31348,-0.071265,0.048669,0.03785,0.050091,-0.037643,-0.080405,-0.39267,-0.10775,-0.28433,-0.048615,0.29671,0.45238,-0.066603
-0.18537,-0.097646,-0.20736,0.035389,-0.034131,0.0030043,-0.011966,0.26594,-0.026682,0.010323,0.1494,-0.25138,-0.28635,0.11498,-0.44576,0.6718,0.069556,0.058348
-0.066611,0.37019,0.53493,-0.39359,-0.25925,0.067251,-0.37289,0.00049328,-0.058019,0.25641,-0.10762,-0.073157,0.14897,-0.27788,-0.0064127,-0.069818,0.019825,0.1262
0.23845,-0.32271,0.14811,0.10056,-0.14583,-0.19102,0.026379,-0.14054,0.027564,0.29612,-0.16997,-0.32152,-0.20799,-0.14033,0.65172,0.069114,0.11596,0.04604
-0.22675,-0.068826,-0.30957,0.22731,-0.077616,0.061534,0.10329,0.44518,0.073805,0.25529,0.0013072,-0.17135,0.46961,0.17222,0.16931,0.37126,-0.067365,0.23763
-0.25461,-0.18682,-0.27616,-0.064168,-0.0063911,-0.12725,-0.20563,0.072393,-0.092266,0.078557,-0.007695,-0.40406,0.02284,0.034038,-0.026973,0.20631,-0.7122,-0.161
0.066876,0.2767,0.1108,-0.18809,-0.54558,-0.11123,-0.24054,0.14396,0.17501,0.039089,-0.035416,0.16395,0.095309,-0.50028,-0.25191,0.080984,-0.29869,-0.06177
-0.031948,0.26643,0.038426,0.31415,-0.27687,-0.010047,0.072043,-0.10839,-0.15293,0.46435,-0.19287,0.19183,0.32099,0.0983,0.36291,-0.078496,0.19621,0.3634
-0.28081,-0.22019,-0.25438,-0.16409,-0.15212,-0.12309,-0.30512,-0.18034,0.0033391,0.13904,0.10996,-0.54309,0.36862,-0.050572,-0.25677,0.23008,0.17079,-0.065322
-0.15477,0.15023,-0.0017951,0.36604,-0.45217,0.24374,0.09777,0.35406,-0.076746,0.54664,-0.10755,0.20798,0.097829,0.044041,0.19427,0.031585,0.08881,-0.055017
0.27121,-0.24833,0.090872,0.14533,-0.20951,-0.026842,-0.30112,0.14681,-0.3582,-0.29633,-0.61086,-0.20889,-0.10804,-0.023942,0.14319,-0.093974,0.01669,0.061595
0.14527,-0.11628,0.0080273,-0.050122,-0.097384,0.02423,-0.049788,0.075728,-0.090387,0.35872,0.11115,0.36593,0.13413,0.41767,-0.46985,-0.39197,-0.11973,0.28325
0.28872,-0.13953,-0.15013,0.0043856,-0.036417,0.29205,-0.41071,0.25466,-0.44535,-0.16493,0.15009,0.21273,0.099256,0.19602,-0.19793,-0.1389,-0.18335,-0.34753
-0.3509,-0.089901,0.096292,0.016027,-0.22934,0.16263,-0.066652,0.04612,-0.32151,-0.15393,0.41924,-0.26695,-0.2218,-0.28168,0.10591,-0.40956,0.086611,-0.29079
-0.15278,0.17763,0.18319,0.24233,-0.34763,0.071079,0.056447,-0.2344,0.065806,0.26141,-0.27915,-0.144,-0.032995,-0.37247,-0.057963,-0.40158,0.4343,0.06641
-0.23295,-0.13845,-0.13128,-0.059993,0.040889,-0.1897,-0.11035,-0.070342,0.16571,-0.1841,0.004541,0.49558,-0.52048,-0.025506,-0.4289,0.2862,0.035521,-0.072786
-0.017465,0.10519,0.51668,-0.63154,-0.30888,0.08662,-0.04085,-0.086096,-0.15456,-0.021202,0.036076,-0.098954,0.0062486,-0.07417,-0.233,-0.12037,0.030274,-0.31649
