0.44762,0.089433,-0.18061,-0.86036,0.13656,-0.01245
0.21225,0.19839,-0.33519,0.45263,0.75493,-0.16866
0.21609,0.84727,0.44177,0.046367,-0.10602,-0.16398
-0.35247,0.30223,-0.70995,-0.021702,-0.32485,-0.4176
-0.24349,0.12219,0.60112,-0.004911,-0.32518,-0.67725
0.71075,-0.51588,-0.26609,-0.30724,0.15794,-0.19637
0.0026071,0.18855,0.44662,-0.33865,-0.75446,0.28475
-0.38661,0.10618,0.65787,0.08158,-0.1228,-0.62027
-0.46275,0.55892,-0.37762,-0.48944,-0.30087,0.028164
-0.87243,0.24372,-0.16058,0.15638,-0.33307,-0.13522
0.062261,0.88144,0.14773,0.25208,0.26781,-0.24918
-0.65922,0.26192,-0.12569,-0.055042,-0.68436,-0.098247
0.42301,-0.26918,-0.26766,-0.77049,0.25652,-0.13227
0.16043,-0.23097,-0.72012,0.60667,0.14297,-0.11772
-0.48935,-0.3032,0.39947,-0.26908,0.25663,-0.60891
-0.24976,-0.24453,0.8724,-0.058036,0.24482,0.23117
-0.34045,0.10104,0.73693,0.011219,-0.15981,-0.55241
-0.50072,-0.15249,0.84001,-0.083808,-0.078219,-0.08528
-0.59097,-0.085824,-0.77515,0.14212,0.13902,0.054759
-0.84013,-0.20514,0.091668,0.29071,0.23127,-0.32512
0.19879,0.080442,-0.13523,0.25714,0.81651,-0.45046
0.21878,0.83188,0.32462,0.11234,0.085452,-0.36716
-0.32596,0.34679,0.4681,-0.66413,-0.28805,-0.17414
0.30672,0.77191,0.42785,0.15734,0.082369,-0.30901
-0.57348,-0.067984,-0.031205,-0.060191,-0.36351,-0.72785
0.069439,-0.16983,-0.18249,-0.95941,-0.018347,0.11063
-0.47855,-0.15217,-0.34651,0.036208,-0.43058,-0.66412
0.35894,0.81358,0.41777,-0.10867,0.023004,-0.14958
-0.15184,-0.49133,0.3821,-0.023102,0.72565,0.24989
-0.86538,-0.16329,0.0042054,-0.19936,-0.38622,-0.1885
0.48609,0.78314,-0.035091,0.24988,0.048055,-0.29056
-0.016688,0.60378,0.15034,-0.32883,-0.28325,-0.65132
0.51299,-0.2376,-0.17379,0.52516,-0.49431,-0.36062
-0.32554,0.020292,-0.90404,0.086499,-0.018088,-0.26177
0.34582,0.78782,0.50501,0.038152,0.02327,-0.052076
0.41757,-0.53672,0.075216,-0.4922,0.53238,-0.078785
-0.41319,0.24705,-0.65226,0.027794,-0.24707,-0.53008
-0.001232,0.28826,0.71091,-0.099563,0.29912,-0.55868
-0.14797,0.25764,0.3177,-0.31632,-0.13117,-0.83278
0.32434,0.35782,0.72085,0.32889,0.33208,-0.16943
-0.72554,0.21753,0.59882,-0.1351,0.069881,-0.21106
0.39024,0.75711,0.22914,0.10847,0.069478,-0.45322
0.13705,0.86163,-0.2829,-0.10695,-0.19318,-0.3317
-0.37437,0.11364,-0.77611,0.23614,0.17325,-0.39851
-0.80655,-0.18858,0.019958,-0.2953,-0.28694,0.37944
0.35674,0.84335,-0.088047,0.023205,-0.27177,-0.28167
0.32471,0.74614,0.46392,0.18139,0.024879,-0.29849
0.40605,0.79815,0.42132,0.1252,-0.064441,-0.027176
