-0.23881,0.091988,-0.26444,0.28968,-0.28466,0.12798,-0.081665,-0.28201,-0.20932,-0.043873,-0.10943,0.46308,0.43766,-0.20306,-0.22265,0.20626
-0.0068641,-0.31979,-0.13467,-0.4403,-0.5702,0.23779,-0.059346,-0.16893,0.076707,0.27041,-0.057764,-0.099171,0.027695,0.078541,0.41272,0.050096
-0.25198,0.14963,0.18758,-0.075367,-0.11419,0.073696,-0.24851,0.29592,0.07065,-0.044711,-0.26916,-0.3068,0.41879,-0.03533,-0.49879,0.32629
0.24272,0.12784,-0.0026733,-0.23484,-0.18448,0.1366,0.3221,0.22285,-0.19194,0.40255,0.39127,-0.17257,-0.20146,0.3575,-0.26696,-0.20508
-0.31518,0.089222,-0.23506,0.047064,-0.45796,0.32448,-8.4622e-05,-0.052014,-0.46707,-0.093651,-0.31976,-0.097577,0.17514,-0.033625,-0.38151,0.03829
0.08638,-0.37729,-0.2375,0.43077,-0.072895,-0.060221,0.19152,-0.030015,-0.14761,-0.30161,0.091642,0.19825,0.5212,0.085929,0.34159,-0.074325
0.013514,-0.36935,-0.14071,0.034152,-0.29484,0.032559,0.09977,0.17214,0.29373,-0.31047,-0.54374,-0.25061,-0.38596,-0.13976,0.049599,-0.052663
-0.15846,-0.36061,-0.43717,0.026237,-0.14548,0.25721,0.15175,-0.10905,0.30139,0.064001,-0.044784,-0.46351,-0.26221,0.082792,0.20114,-0.32088
-0.33881,0.1489,0.17974,-0.12999,0.036932,0.10879,-0.25354,0.50995,-0.45112,-0.27431,-0.30878,-0.094525,-0.11908,0.028487,0.22007,-0.17277
-0.28065,0.085285,0.064657,-0.32991,0.062925,0.17135,-0.49664,0.37655,-0.22836,-0.23082,0.025313,0.11218,0.49146,0.067812,0.064747,-0.101
-0.31992,0.21665,0.04052,0.075265,-0.25136,0.15621,-0.14797,0.034306,-0.47416,-0.29876,0.076248,-0.30522,0.15626,-0.25071,0.065024,-0.4777
0.10283,0.39336,-0.19244,-0.1056,-0.46108,-0.30249,-0.32517,-0.17263,-0.15573,0.030491,-0.15361,-0.018912,0.24451,0.35851,-0.31699,-0.094526
-0.33937,-0.091239,-0.0029446,-0.37062,-0.014794,0.21077,-0.24379,0.28924,0.37483,-0.10176,0.13679,0.021966,4.6138e-05,0.24581,-0.42123,0.37881
0.032419,-0.17275,0.094901,-0.27995,-0.27955,-0.039643,0.041777,-0.31114,0.086916,-0.14957,0.201,-0.12446,-0.40754,-0.522,-0.41774,-0.067524
-0.31084,0.23254,0.090069,-0.26946,-0.17129,0.11732,-0.21516,0.21878,-0.1141,0.035361,-0.2131,0.55872,0.25131,-0.076154,-0.43477,-0.038627
0.15859,-0.41495,0.19896,-0.56706,-0.34501,-0.10365,0.21122,-0.26582,-0.10624,0.042638,0.091596,0.32417,-0.048981,0.04081,0.22836,-0.11695
0.0801,-0.44508,0.14503,-0.10239,-0.063351,-0.13477,0.22726,-0.19721,0.11179,0.16004,0.059135,-0.39441,-0.55589,0.062116,-0.0057608,0.37575
-0.29226,-0.043961,-0.38438,-0.066278,-0.25113,0.39401,0.065104,0.10815,0.046564,-0.10397,0.065105,-0.35703,-0.30216,-0.36173,-0.28815,-0.2764
-0.27892,0.016576,-0.18245,-0.138,-0.4803,0.26037,-0.17923,0.030174,-0.090742,0.13475,0.0246,0.26316,0.4557,0.38423,0.19451,0.2207
-0.25583,-0.29319,-0.16164,-0.47584,-0.3066,0.32463,-0.22365,-0.018018,0.34995,0.14494,0.17742,-0.24692,-0.29931,-0.024095,0.14144,-0.01451
0.43421,0.27817,-0.12412,-0.11088,-0.038177,0.21309,0.44981,0.44011,-0.12995,0.14382,0.41152,-0.054794,0.15577,0.082926,-0.14582,-0.034325
-0.22552,0.20895,0.40342,0.080869,-0.25326,-0.17485,0.33456,0.067004,0.09454,-0.05057,0.076209,0.16673,0.4115,0.28384,-0.31818,0.35892
-0.0027178,-0.18456,-0.40288,0.10563,-0.54338,0.44189,0.30487,0.060361,0.30195,0.12602,-0.07825,0.041375,-0.17328,-0.16927,0.0024921,0.17823
-0.29276,0.23899,0.30422,0.12953,-0.24123,-0.10897,0.36439,-0.13816,0.25045,-0.11477,-0.17523,-0.22627,0.22155,0.0056279,-0.38241,0.41564
0.41414,0.23029,-0.017501,-0.029742,-0.14653,0.089978,0.28587,0.39645,-0.2678,-0.35836,0.37693,-0.069937,0.0057354,-0.35144,-0.07478,-0.17193
0.32821,0.30061,-0.12829,-0.30145,-0.11104,0.02806,0.34605,0.28034,0.0050903,0.43146,0.0089421,-0.35512,0.28738,0.029999,-0.27283,0.11325
0.21319,0.32038,-0.21863,-0.22535,-0.40292,-0.082291,0.042204,0.19621,-0.027486,0.19618,0.26551,-0.45117,0.32809,-0.1676,-0.063767,0.3014
-0.35022,0.19879,0.39312,-0.076598,-0.13424,-0.024274,0.2093,0.11685,0.5881,-0.30943,-0.14785,-0.14164,0.095027,0.22009,-0.21619,-0.11668
-0.050391,-0.38941,-0.52007,0.49869,-0.086393,0.018853,0.17226,-0.0839,0.18778,0.16569,0.026504,-0.22002,-0.05878,0.13297,0.38246,-0.053711
0.18333,0.25551,-0.14208,-0.076882,-0.21039,-0.11408,-0.13667,-0.048634,0.25729,-0.64497,0.43845,-0.2946,-0.10814,0.088411,0.1262,0.0067749
-0.19391,0.042586,0.15954,-0.27018,0.046132,0.15575,-0.58765,0.48055,-0.063636,-0.13111,0.22616,-0.074623,-0.24312,0.25213,-0.13447,0.2019
-0.23054,0.1849,0.25378,0.074279,-0.29735,-0.077866,0.48242,-0.14589,0.40401,0.053155,0.10284,0.15276,0.27774,0.3385,-0.23606,0.21642
0.10064,-0.33782,-0.11829,0.17064,-0.48917,0.055881,0.078577,0.32765,0.16897,-0.056954,0.050449,-0.17136,-0.011108,-0.084112,0.38619,-0.50661
-0.025144,-0.27471,-0.043604,-0.35506,-0.47737,0.11823,-0.13083,-0.34518,0.015128,-0.34043,-0.052517,-0.14861,-0.012208,0.23432,0.44631,0.1503
-0.33657,0.24793,0.29607,0.10736,0.033731,-0.20582,0.23471,-0.039108,-0.11144,-0.24101,-0.23794,-0.59957,0.18726,0.041316,0.29287,0.12963
-0.23249,-0.25425,-0.085879,-0.55141,0.2896,0.035324,-0.122,-0.063068,0.53699,0.050139,0.07953,-0.020242,-0.12338,0.20981,0.10452,0.31326
0.47085,0.43222,-0.23963,-0.24891,-0.10159,-0.098172,0.26445,0.34345,-0.037049,0.20091,0.1674,-0.057253,0.35604,0.053604,-0.24201,0.055002
