0.13409,-0.067237,-0.42912,0.018331,0.23699,-0.32021,-0.01915,0.021735,-0.75022,0.021873,-0.26489
0.28288,0.14592,0.34172,0.35788,0.15187,0.15536,-0.21912,-0.082741,0.62892,-0.063147,-0.39019
-0.045547,0.69584,0.49933,-0.32551,-0.2943,-0.1597,0.10902,0.10024,0.10095,0.10653,0.053428
0.048562,-0.11491,-0.20005,-0.18056,-0.027719,-0.011539,-0.54659,-0.29378,-0.0065092,0.23474,0.68607
-0.47121,0.054115,0.3312,-0.29759,0.48943,-0.010774,0.030044,0.16683,-0.41751,0.36616,0.0011733
0.42553,-0.2302,-0.078529,-0.057908,0.51495,-0.044186,-0.55222,0.32668,-0.054967,-0.090018,-0.25786
-0.1292,-0.14135,0.027523,0.55243,0.24595,-0.22883,0.032379,0.0023512,-0.38493,-0.058022,0.62605
-0.14458,0.19882,-0.48112,0.72396,-0.1682,-0.046793,-0.20708,0.17825,0.14352,-0.23587,-0.05112
0.0061618,-0.12902,-0.21251,-0.11886,0.068588,-0.22233,0.31654,-0.2647,0.8033,-0.098539,0.21125
-0.65783,-0.090245,0.22159,-0.56027,0.25423,0.13439,0.31176,0.023635,-0.11953,0.0038573,-0.036876
0.10535,0.67437,0.43039,-0.24538,-0.44036,-0.094274,-0.1083,0.0010405,0.015621,0.2657,-0.057427
-0.6863,-0.20134,0.36121,0.31065,0.087311,0.018339,0.26189,0.10087,-0.026618,-0.39947,-0.12034
0.28303,-0.0277,-0.33856,-0.17748,0.2698,-0.76523,-0.066959,-0.30027,0.0201,-0.10079,-0.097079
0.072702,-0.19167,-0.34799,-0.24778,-0.248,-0.47189,0.0078873,-0.4479,0.095465,-0.19504,-0.49342
-0.34042,0.23395,-0.46628,0.45928,-0.34677,-0.16063,-0.31496,0.26475,0.16152,-0.15532,-0.18837
-0.26261,0.25768,-0.34076,0.81357,-0.10204,-0.074476,-0.093321,-0.0017473,0.091925,-0.072379,0.21971
-0.709,0.12501,-0.14624,-0.11054,0.48054,0.07699,0.24049,0.063591,-0.22863,-0.25111,-0.18448
-0.57643,-0.0067549,0.40792,0.0058437,0.55772,-0.30603,0.093455,-0.21107,0.0061667,0.047971,0.20228
-0.50756,-0.41157,0.24325,-0.028983,0.14645,-0.47786,0.0028666,-0.055921,0.36126,0.33003,0.14358
-0.35479,0.25234,0.045885,-0.24264,0.13775,0.26009,0.39519,-0.22063,-0.42284,-0.52737,0.032901
-0.41049,-0.21038,0.14143,0.13998,0.18683,0.03034,0.21526,0.34205,0.50087,-0.45327,0.30358
0.2009,0.55281,0.23014,-0.00052983,-0.23407,-0.22966,-0.03174,-0.18496,-0.64352,0.03,-0.20811
