0.067609,0.31229,0.23116,0.23878,0.45315,0.40574,0.11865,0.35044,0.16646,0.29806,0.19889,0.15358,-0.081305,-0.0013308,-0.30097,-0.060854
0.36,-0.068582,0.1183,0.23366,-0.60193,-0.12818,0.075704,-0.14829,-0.01646,-0.071631,-0.14082,0.035475,-0.035643,0.5132,-0.26389,0.17278
0.21044,0.10525,-0.19907,0.022128,0.33815,-0.47466,-0.17851,-0.058499,-0.37696,0.20646,0.13411,-0.35731,-0.28798,-0.31588,-0.059644,0.11373
0.41253,-0.44016,0.066731,0.29788,-0.091405,0.30478,-0.37295,-0.017577,0.10248,-0.20504,0.027343,0.065458,0.32012,0.34491,-0.01556,-0.15164
0.085992,0.060129,-0.47029,-0.11842,0.0037305,0.21565,-0.11047,-0.36136,0.084454,0.47914,0.47424,0.15474,0.21036,-0.15508,0.10003,-0.024958
-0.25398,0.28741,0.31668,-0.44019,-0.090252,-0.019554,-0.26878,-0.12229,0.29477,0.18582,-0.21337,0.4313,-0.29573,0.12184,0.069685,0.054638
0.096079,0.26032,-0.12422,-0.090399,0.12652,0.67899,-0.00057606,-0.22487,-0.033357,-0.27155,-0.34996,-0.24395,-0.18094,0.20127,-0.19479,-0.061438
0.11389,-0.045517,-0.26176,-0.28432,-0.14244,0.47985,0.40459,-0.43438,-0.084876,0.12192,0.064697,0.30635,-0.23139,-0.084643,0.025197,-0.22633
0.33594,-0.093905,-0.027103,0.25665,0.51483,-0.10937,-0.025237,-0.59047,-0.032166,-0.013117,0.030062,0.29453,0.07228,0.080049,0.0042887,0.29142
0.23548,-0.45578,0.12778,-0.22093,0.22153,0.014591,0.26081,-0.054645,0.354,-0.006445,0.096136,-0.093014,-0.038083,0.62151,-0.12378,-0.071289
0.44258,-0.2772,-0.11766,-0.075769,0.35128,-0.4412,-0.23241,0.20892,-0.050161,0.12681,0.12536,-0.19506,0.35684,0.21638,-0.055616,-0.20585
0.24066,-0.28544,-0.0078112,-0.081359,-0.12921,0.14428,0.18368,-0.1179,0.41063,-0.33018,0.3329,-0.088266,0.32888,0.41271,-0.2891,-0.10228
-0.17536,0.15234,0.28,-0.034122,0.36145,-0.11088,0.017416,0.079164,0.11374,0.051768,0.52911,0.082529,-0.33524,-0.15128,-0.05218,0.52591
-0.12854,-0.069127,0.40091,-0.47377,-0.047921,-0.082593,-0.15412,0.28996,-0.51463,0.41099,-0.033228,-0.06936,0.10024,-0.061428,0.067783,0.13592
-0.40661,-0.35175,-0.12812,0.057764,0.35996,0.11463,0.1403,0.018802,0.0063941,-0.031197,-0.36634,-0.17464,-0.33623,-0.26459,0.38294,0.18172
-0.21097,0.11374,-0.13509,0.044291,-0.13377,0.059847,-0.2455,-0.52884,0.31698,0.24463,-0.49775,-0.11957,-0.051468,-0.16334,0.315,0.099966
0.16446,-0.00062237,-0.35279,-0.053986,0.032998,0.061248,-0.10142,-0.38342,-0.11014,0.62503,0.39465,-0.051264,0.13148,0.18733,0.26226,0.033262
-0.074141,-0.19653,-0.65369,0.1986,0.1407,0.028333,0.076708,0.1863,-0.30448,0.0090646,-0.0074303,0.26588,-0.11835,-0.21599,-0.40539,-0.19848
0.053516,-0.27835,0.074233,0.13515,0.22075,-0.43586,-0.13209,-0.26655,0.063843,-0.063076,0.12442,-0.36026,-0.39437,-0.11864,-0.066504,-0.49126
-0.11153,-0.66536,-0.042031,0.12824,0.071185,-0.18009,-0.41101,0.18952,-0.2833,0.096028,0.0754,0.27626,0.21028,0.26179,-0.0072834,-0.0042001
0.14236,0.2254,-0.037377,-0.19157,0.13097,-0.7158,0.090271,-0.30394,0.0096286,0.11955,-0.095711,-0.32718,-0.03948,0.13178,-0.30347,0.13844
0.35386,0.037096,-0.30017,0.11856,0.23567,-0.32876,-0.32495,0.21249,-0.50555,0.062529,0.17179,0.12393,-0.095812,-0.33778,0.083749,0.14224
0.14257,0.22846,-0.019437,0.016015,0.2724,0.50647,-0.23749,-0.013035,0.032097,0.40227,-0.29979,-0.21089,-0.22072,0.13442,-0.35905,0.21602
0.48406,0.15663,-0.43284,-0.31947,0.18068,-0.22996,0.1772,0.32929,-0.20656,0.023334,0.16489,0.21487,-0.22242,-0.13066,0.037253,0.20466
0.020273,-0.35811,-0.24952,0.068661,0.11809,0.050065,-0.46257,-0.22997,0.13113,-0.0047872,0.3374,0.29981,0.087699,0.26393,-0.3759,-0.28543
-0.068112,0.13044,0.28009,0.32259,0.53711,0.10799,-0.0086747,-0.35005,-0.010411,-0.20198,0.28334,0.12275,0.079571,-0.17215,-0.21447,0.39352
-0.18581,-0.46974,-0.0055995,-0.12438,0.15455,-0.10865,-0.37424,-0.13761,0.00055986,0.1772,0.48935,0.31158,0.068359,-0.31275,0.25253,0.020848
0.45467,0.18459,-0.18241,-0.15172,0.18943,0.022361,-0.018219,0.47012,-0.23936,-0.2079,-0.040402,0.23674,-0.32079,0.056565,0.40216,0.1384
-0.38437,0.01493,-0.30667,-0.29746,-0.13908,-0.15508,-0.016093,0.1845,0.40394,0.027311,-0.36933,-0.32634,0.25469,-0.028468,0.065957,0.33907
-0.037039,-0.4536,-0.10741,-0.0092922,0.41272,-0.14418,-0.60382,-0.14476,0.073148,-0.29218,0.18001,0.023202,-0.092682,-0.18774,-0.13798,-0.13428
0.46973,0.28237,0.1288,-0.19016,-0.025941,-0.44722,-0.021695,0.35621,-0.089375,-0.28746,-0.23446,-0.22966,0.29717,-0.10154,0.070675,0.12992
0.35748,0.098265,-0.21003,0.099368,0.094605,-0.4526,0.18382,-0.30389,-0.083517,0.18558,0.20664,-0.35319,-0.0073541,-0.48223,0.16271,-0.026424
-0.0022606,0.1716,0.11951,-0.30895,0.016759,-0.039838,-0.10463,-0.42438,-0.68505,-0.15969,-0.0049911,0.061608,-0.18392,0.30555,-0.014145,-0.20471
-0.02996,-0.31554,0.53647,0.05633,0.0069373,-0.14905,0.16408,-0.058709,-0.075261,0.45452,0.05978,-0.24401,-0.062775,-0.1308,0.33766,-0.38144
0.3034,0.17305,-0.34632,-0.15039,0.33012,-0.13468,-0.1517,0.25685,-0.3471,0.0098746,0.13211,0.34111,-0.35997,-0.27422,0.20386,0.13646
-0.2921,0.12638,-0.23032,0.24994,0.10727,-0.32968,-0.16658,-0.084539,0.37874,-0.24356,-0.53254,-0.3355,0.031564,0.16356,-0.036155,-0.010604
0.3722,-0.56962,0.24393,0.22342,-0.080372,0.05322,0.054321,0.30433,0.15407,-0.24681,0.038352,-0.28041,0.0084209,0.31429,-0.14711,-0.1936
0.1839,0.19285,-0.28348,-0.24996,0.1807,0.013588,0.019934,-0.40959,0.38085,0.48633,0.13808,0.091912,0.26803,-0.13992,0.25832,0.13388
0.13734,0.23173,-0.16104,0.035117,0.12877,-0.041144,-0.18424,-0.38903,0.3197,0.2098,-0.37493,-0.42081,-0.3713,0.041258,0.23322,0.19718
0.054002,0.058602,-0.3983,-0.32155,0.23995,-0.086035,-0.072051,0.11257,0.14505,0.14612,0.33288,0.57944,0.21575,0.13092,0.27316,-0.14672
0.15313,-0.2771,-0.58138,0.1697,-0.00010351,0.11557,0.17326,-0.43224,-0.009497,0.41002,0.18702,0.05787,-0.13247,0.22607,0.16543,0.014462
0.59937,0.13466,-0.1228,0.035603,-0.076447,-0.14482,0.21375,0.48565,-0.19702,-0.34294,-0.090494,0.083127,0.20395,-0.077505,0.28068,-0.0014807
