0.61764,-0.18575,0.7324,0.2182
0.95621,-0.26924,0.0044664,-0.11464
-0.2879,0.46953,-0.43534,0.71213
-0.5903,-0.48317,0.32049,-0.56158
-0.93203,0.034352,0.17355,0.31625
0.59935,-0.53781,0.48886,0.33549
-0.24838,-0.11596,-0.5108,-0.81483
-0.035706,0.85207,-0.33875,-0.39744
-0.48425,-0.6088,0.13872,0.61288
-0.86442,-0.27015,0.16273,0.39156
0.16605,0.69494,-0.4128,0.56488
-0.86417,-0.13628,-0.18404,-0.44808
0.53752,-0.15991,0.82605,-0.056089
0.20261,-0.27991,0.87923,0.32796
-0.35397,0.92,0.051738,-0.16008
-0.037533,0.78138,-0.16372,-0.60102
-0.96709,0.078445,0.1454,0.19352
-0.9561,-0.29245,-0.011013,0.014847
-0.53421,-0.73041,0.41025,0.11319
-0.88536,0.29771,-0.35412,0.045878
-0.66742,-0.25354,0.56017,0.42009
0.2602,0.5198,-0.66661,0.46663
-0.82684,-0.16467,-0.16069,0.51322
0.25821,0.85828,-0.31256,0.31463
-0.89407,-0.084843,-0.089763,-0.43055
-0.71359,0.1166,0.088194,0.68513
-0.84853,-0.37143,-0.054765,0.37288
0.18037,0.69399,-0.63975,0.27671
-0.45132,0.098394,0.67443,0.57599
-0.76582,-0.27174,0.54727,0.20043
0.29967,0.67641,0.32015,0.59175
-0.83696,-0.079132,-0.1289,0.52595
0.60435,-0.46716,-0.40916,-0.49911
0.57286,-0.61402,-0.070547,0.53836
0.15876,0.70957,-0.39412,0.56212
0.64061,-0.52412,0.19038,0.5279
-0.38622,-0.27456,0.13535,-0.87013
0.092548,0.73406,-0.34567,-0.57714
-0.95582,-0.044737,-0.28354,0.063377
0.4277,0.79407,-0.23792,0.36044
-0.80878,0.23407,0.25641,0.47471
0.28872,0.55664,-0.24587,0.73915
-0.089301,0.12034,-0.27803,0.94881
0.12279,-0.1393,-0.51354,0.83773
-0.72801,-0.35671,0.4326,0.39448
0.24315,-0.14395,0.071834,0.95655
0.19907,0.8366,-0.19691,0.47084
0.31398,0.83751,-0.40059,0.1988
0.14234,0.41726,-0.42144,0.79248
0.67508,0.076568,0.7318,0.05358
-0.73373,-0.36122,0.43953,0.37145
0.084926,-0.44938,0.88917,0.015001
-0.95617,-0.16599,-0.017811,0.24055
0.21762,0.51658,0.70324,-0.43731
-0.35141,-0.10386,0.67201,0.64352
-0.81623,-0.22565,-0.09268,0.52369
0.49757,0.8448,-0.19434,0.031038
-0.50212,-0.48094,0.22295,-0.68327
-0.019774,0.81631,-0.32561,-0.47668
-0.32406,-0.39286,0.27044,0.81701
-0.9845,-0.00087867,-0.13654,0.11004
0.21444,-0.26621,-0.49864,-0.79656
-0.23703,0.87319,0.020754,-0.42536
-0.25515,-0.67459,0.39321,0.57027
0.27361,-0.56746,-0.77602,0.030304
-0.17924,-0.35599,0.11245,-0.91022
-0.27368,0.47185,-0.75101,0.37207
-0.95451,-0.039985,-0.29175,0.046768
-0.76188,-0.10255,-0.098137,-0.63197
-0.076069,-0.60683,-0.31831,0.72433
-0.96608,-0.17021,0.09991,0.16656
-0.40379,-0.40793,0.1955,-0.79519
-0.39721,-0.28191,0.14538,-0.86117
-0.0029568,0.69744,-0.38941,-0.60161
0.20744,0.64625,-0.60786,0.41211
-0.75304,0.094796,-0.61537,0.21275
-0.3079,0.85226,0.0083884,-0.42282
-0.35686,-0.37527,-0.32565,0.79106
-0.87127,-0.31483,0.22883,0.29901
-0.36108,-0.35304,0.82978,0.2376
-0.59389,-0.46627,-0.23414,0.61243
-0.74841,0.42339,0.20987,0.46538
0.019303,-0.070917,0.29305,-0.95327
0.25034,-0.53602,-0.60008,0.53843
-0.44321,0.42954,0.5386,0.57356
0.084681,-0.80875,-0.39487,0.42759
0.06278,0.85047,-0.32229,0.41095
0.47156,0.20735,0.11764,-0.849
-0.20374,0.6821,-0.47103,0.52092
0.3419,-0.38939,-0.84852,-0.1072
0.8353,-0.053652,-0.176,-0.5181
0.45382,-0.36976,0.57762,0.56892
0.68276,-0.45152,0.56807,0.085239
-0.38487,-0.27553,0.14829,-0.86831
0.59466,-0.0093056,0.80311,0.036214
0.58939,-0.003726,0.79678,-0.13324
0.25042,0.92134,-0.1172,0.27328
0.56956,-0.16511,0.80466,-0.02947
-0.30194,-0.58174,0.29793,0.694
-0.41612,-0.29699,0.62846,0.58624
-0.14225,0.85727,-0.47152,-0.15008
0.75549,-0.4095,0.50553,0.07734
0.52631,-0.21911,0.58236,0.57953
0.78624,-0.37347,0.48643,0.075668
-0.78426,-0.25046,-0.10851,0.55717
0.40082,0.87639,-0.14185,-0.2262
0.4572,0.0099078,0.88694,0.064899
0.50178,-0.018544,0.82672,0.25377
0.69213,-0.014583,0.71182,-0.11855
-0.78512,-0.37578,0.065998,0.48788
0.55629,-0.44284,0.70244,0.031776
0.35151,-0.65345,-0.65745,0.13116
0.87042,-0.023558,0.48943,0.047654
0.46769,0.63535,-0.297,0.53795
-0.3957,-0.1809,0.16223,-0.88565
0.39372,-0.61431,-0.67877,0.082928
0.26433,-0.52857,0.76182,0.26527
-0.27158,-0.68566,0.11188,0.66603
0.51377,0.27296,0.32452,-0.7458
0.57908,0.073996,0.73656,0.34156
-0.57526,-0.35739,0.12245,-0.7255
0.45118,-0.63131,-0.60857,-0.16593
0.65712,0.030567,0.67545,-0.33321
0.71111,-0.52962,-0.37829,0.26593
0.12539,0.84838,0.36194,-0.36541
0.42088,-0.47047,-0.77319,-0.060823
0.25555,-0.50757,-0.80912,-0.14965
-0.0068583,0.70134,-0.38698,-0.5986
0.34179,0.52855,0.62308,-0.46431
0.37768,-0.31792,-0.83512,-0.24261
0.4349,-0.50802,-0.73086,-0.13646
-0.85528,-0.23952,0.18093,0.42236
-0.38144,-0.21016,0.099621,-0.89466
0.39474,-0.64948,-0.64913,-0.031546
-0.75532,-0.42381,0.045366,0.49781
-0.11211,0.73754,-0.20499,-0.6336
0.14816,-0.85923,-0.48958,-0.0096204
0.15209,0.84404,-0.48933,0.15819
0.3542,-0.42387,-0.8126,-0.1859
0.89219,0.24134,0.15765,-0.34771
-0.9673,-0.17708,0.10063,0.15115
0.42149,0.029183,-0.85727,-0.29425
-0.72483,0.64424,-0.18605,-0.15798
0.5052,-0.079465,-0.62187,-0.59308
0.49244,-0.51064,-0.68783,-0.15373
0.17072,-0.24518,0.85813,0.41756
0.21705,-0.039609,-0.80922,-0.5445
0.53186,-0.39892,-0.70667,0.24208
-0.33739,-0.28451,0.16825,-0.88143
-0.026147,-0.64354,-0.44256,0.62395
0.52092,0.063549,0.77844,0.34443
0.0059522,-0.58986,-0.43348,0.68127
-0.65318,0.10559,0.1852,0.72657
0.39823,-0.69386,-0.5948,0.078645
-0.1057,0.93122,-0.12109,-0.32709
0.48518,-0.27537,-0.7918,0.24863
-0.32975,0.4206,-0.48654,0.69111
0.46163,-0.16712,0.85602,-0.16187
0.053981,-0.76965,-0.56053,-0.30088
0.6035,0.2039,0.41219,-0.65139
0.46305,-0.68735,-0.55305,0.085276
-0.51404,-0.32748,0.14481,-0.77946
0.39477,0.040866,-0.70647,-0.586
0.42344,0.42166,-0.49724,0.62901
0.24142,0.85622,-0.32335,0.32256
0.6214,0.77345,0.12239,0.025586
0.4607,-0.39366,-0.78786,-0.10982
-0.64471,0.1021,0.0069366,0.75755
0.31434,0.0073648,-0.61313,-0.72471
0.41847,-0.7474,-0.50177,0.12038
-0.71716,-0.51428,0.15676,0.44343
-0.68467,-0.22364,0.47142,0.50889
-0.98106,0.0099317,-0.11421,-0.15612
0.51468,0.81282,0.26425,0.067874
-0.93338,0.20248,-0.27926,-0.099113
0.16492,0.88977,-0.38248,0.18658
-0.92538,-0.11211,0.17813,0.31524
0.14109,-0.60642,-0.34146,-0.70409
-0.98677,0.00022489,-0.12143,0.10739
-0.39042,-0.27514,0.14894,-0.86584
-0.39736,-0.2738,0.13967,-0.86465
0.33944,-0.2864,-0.84539,-0.29676
0.27686,0.26978,0.46802,0.79468
-0.87524,-0.29803,0.051718,0.37745
