0.49574,0.24013,0.4743,-0.54788,0.23355,-0.17651,-0.29282
0.06568,-0.46491,0.19278,0.65063,0.53496,-0.18121,-0.0065293
0.6279,0.46663,-0.6062,0.10269,-0.046545,0.088028,0.0073592
-0.48253,0.25019,0.00039689,0.41089,0.41101,-0.17408,0.58009
0.69861,0.21358,0.55557,-0.24325,-0.17167,-0.26259,0.0092967
-0.05389,-0.55049,0.39572,-0.66632,0.29183,0.056036,0.071983
-0.058333,-0.80525,0.20568,-0.0071305,0.21419,0.13293,0.49221
0.15488,-0.32947,0.3899,0.031657,0.81222,-0.18921,0.13758
0.65755,0.3426,-0.3338,0.23048,0.16538,-0.13077,-0.49118
0.47291,0.16691,-0.096085,0.5593,-0.023171,-0.21443,-0.61639
0.50051,0.38766,-0.31208,-0.17062,0.6333,0.088917,0.25245
-0.1882,0.59696,0.31223,0.1588,0.035634,0.57352,-0.3941
0.55942,-0.11077,-0.0076701,0.54871,-0.074838,-0.53692,-0.28239
-0.047765,-0.55936,-0.15784,0.75542,0.28162,0.033876,-0.093852
0.52853,0.47022,-0.28966,0.45097,0.38416,-0.18825,-0.17105
-0.13606,-0.45365,-0.26493,0.72418,0.25153,0.30919,0.14896
-0.081295,-0.74739,-0.25683,0.25875,0.34234,0.3385,0.26479
0.45671,-0.1057,0.60935,0.15241,0.47538,-0.39642,-0.050842
0.6977,0.10034,0.44011,0.20777,0.28888,-0.32694,-0.27556
0.25156,-0.29742,0.17309,0.46494,0.68987,-0.27815,-0.22099
-0.60548,0.42855,0.34596,0.17663,0.21001,0.13907,0.4852
0.29784,0.31422,-0.57341,-0.13636,0.15288,0.30926,0.58835
0.044047,-0.31556,0.64316,-0.13103,-0.16838,-0.17654,0.63886
0.42166,0.38155,-0.41945,-0.16058,0.28287,0.21437,0.59069
-0.57424,0.26971,0.022879,0.045304,0.20717,-0.3246,0.66831
-0.49497,0.44136,0.22306,0.38061,0.063544,0.054906,0.59878
-0.39578,0.50626,0.37878,0.42359,0.27824,0.38302,-0.2001
0.647,0.39409,-0.5662,0.17615,-0.041088,-0.0092621,-0.26962
0.075813,-0.44039,0.49899,-0.43499,0.55418,-0.19733,0.12665
-0.49897,0.60038,0.36887,0.19225,-0.22765,0.34535,-0.21556
0.44316,0.15781,-0.39931,0.45666,0.29678,-0.12904,-0.55316
0.38161,0.3469,-0.47178,-0.091912,0.32469,0.23422,0.58543
-0.16567,-0.71796,0.29494,-0.31002,-0.40483,0.24668,0.22192
0.11192,-0.66252,0.16501,0.68187,-0.052011,-0.19701,0.12188
0.41292,0.36082,-0.41604,-0.15935,0.35669,0.24502,0.55997
0.31527,-0.27677,0.1366,0.68269,0.22874,-0.33987,-0.41407
-0.5606,0.48153,0.2309,0.25203,0.38334,-0.038084,0.43431
-0.68675,0.51526,0.0012558,-0.17921,0.29681,-0.37752,-0.011713
-0.46773,0.22779,-0.25753,0.067914,0.50951,-0.60194,0.19099
0.65398,0.18494,0.45454,0.1282,0.44043,-0.28642,-0.1976
0.2927,-0.39481,0.40059,0.5233,0.14788,-0.42856,-0.34439
0.67845,0.43634,-0.33509,-0.097113,0.27573,0.3893,0.0029238
0.060951,-0.12713,0.49191,-0.63876,0.5409,-0.12187,0.15068
-0.087472,-0.36045,0.32552,-0.71089,0.50049,0.016887,0.0178
0.23583,-0.47035,0.64631,0.018317,0.45013,-0.30835,0.086057
0.64379,0.23598,0.083034,0.029324,-0.48597,-0.29184,-0.44806
0.46374,0.43286,-0.54195,-0.092226,0.3198,0.24413,0.36536
0.44814,0.37332,-0.41236,-0.17753,0.20469,0.31359,0.56392
0.74756,0.036888,0.22325,0.26319,0.011289,-0.56427,0.046426
0.38469,-0.34536,0.24441,0.55257,0.34814,-0.34158,-0.36027
0.24152,-0.39457,0.53966,0.2977,0.50024,-0.14041,0.36902
-0.51132,0.24718,-0.064865,0.39931,0.22449,-0.26289,0.62793
-0.5366,0.19027,-0.32713,-0.099316,0.1407,-0.64634,0.34847
-0.22682,-0.5965,-0.35122,0.1375,0.38653,0.40251,0.37291
0.046701,-0.39123,0.28255,0.46648,0.52746,-0.28709,0.43207
-0.46414,0.10287,-0.44179,-0.1529,0.24876,-0.68924,0.13598
0.47279,0.18783,0.25307,-0.17053,0.65879,-0.28009,-0.36825
-0.41021,0.039455,-0.40092,-0.13625,0.12889,-0.79478,0.050868
-0.19485,-0.61224,-0.15649,0.30013,0.34653,0.59326,-0.024223
0.30468,-0.31043,0.59961,-0.52045,0.29445,-0.15483,0.26405
-0.33985,-0.66201,-0.44541,-0.01598,0.22954,0.43502,0.075229
0.33843,0.26788,0.5532,-0.36095,-0.10803,-0.41632,0.43863
0.12931,-0.19898,-0.14156,0.94625,0.0462,-0.15587,-0.042795
-0.11189,-0.35082,0.27314,-0.52879,0.70492,0.073852,0.088327
-0.21998,-0.66095,0.17745,-0.64376,0.14337,0.17926,0.12708
-0.015743,-0.45228,-0.17904,0.84209,0.18378,0.14113,0.018421
-0.095762,-0.74161,0.28944,0.01137,0.22536,0.13217,0.53729
-0.51683,0.18946,-0.088731,0.010551,0.15987,-0.4763,0.66075
-0.42224,0.5672,0.30944,0.067003,0.26275,0.49771,-0.28811
-0.31864,-0.38059,-0.44267,-0.22739,0.37721,0.50698,-0.32656
-0.51543,0.44779,0.21533,0.41405,0.45367,0.071772,0.32411
-0.60433,0.49691,0.29879,0.12423,0.41045,0.058754,0.33353
-0.57184,0.52233,0.2372,0.38163,0.22689,0.18345,0.33635
0.058703,-0.51111,0.20734,0.41301,-0.57707,-0.085014,0.42605
0.36568,0.32812,-0.48927,-0.18076,0.33337,0.39936,0.46468
