0.90145,-0.43288
0.094445,0.99553
0.73743,-0.67542
-0.93578,-0.35259
0.94015,-0.34077
0.05969,0.99822
-0.078956,0.99688
0.50586,0.86262
0.87352,-0.48679
0.92517,-0.37955
0.75547,-0.65518
-0.40216,-0.91557
0.9918,0.12779
-0.14625,0.98925
0.68454,-0.72897
-0.35653,0.93429
-0.13877,0.99032
0.9567,0.29107
0.9775,-0.21093
0.61499,0.78853
-0.79165,-0.61098
0.62678,-0.7792
0.20914,0.97789
0.6759,-0.73699
-0.93566,-0.35291
-0.77027,-0.63772
-0.69415,-0.71983
0.79627,-0.60495
0.30503,0.95234
-0.68042,-0.73282
0.9129,-0.40818
0.72269,-0.69117
-0.19626,0.98055
0.10573,0.99439
0.69452,-0.71947
0.7188,0.69522
-0.78785,-0.61587
-0.8319,-0.55492
-0.92392,-0.38258
0.94456,-0.32834
0.65506,0.75558
0.79298,-0.60925
0.75182,0.65937
-0.085325,0.99635
0.45939,0.88823
0.85829,-0.51316
0.69669,-0.71737
0.7199,-0.69407
0.99549,-0.094914
0.75381,0.6571
0.55897,0.82919
-0.92643,-0.37648
-0.96017,-0.27942
-0.38395,0.92335
0.19858,0.98008
-0.97522,-0.22122
0.87211,-0.48931
-0.99839,-0.056679
-0.26272,0.96487
0.76351,0.6458
-0.45642,0.88977
0.81384,-0.58108
0.44494,0.89556
-0.30501,0.95235
-0.24206,0.97026
-0.070854,0.99749
-0.12499,0.99216
-0.96722,-0.25395
-0.68543,-0.72814
-0.64941,0.76044
-0.83439,-0.55117
-0.8081,-0.58904
-0.7817,-0.62365
0.11905,0.99289
0.66558,-0.74633
-0.30381,0.95273
0.69418,0.7198
0.99869,0.051205
0.66355,0.74814
0.70576,-0.70846
-0.76057,-0.64926
-0.35315,0.93557
0.88601,-0.46367
-0.47527,-0.87984
0.86927,-0.49433
0.90583,-0.42365
0.82273,-0.56843
0.75892,-0.65118
0.79644,-0.60472
-0.42997,0.90284
0.29401,0.9558
0.91253,-0.40902
-0.28646,0.95809
-0.59046,-0.80707
0.90069,-0.43446
0.39881,0.91703
0.79111,0.61167
-0.35201,0.936
0.12852,0.99171
0.95321,-0.30232
-0.71867,-0.69535
0.99724,-0.074262
0.99701,0.07725
0.98429,0.17656
-0.81471,-0.57987
0.92386,-0.38274
-0.2322,0.97267
-0.19082,0.98162
0.9184,-0.39566
-0.66333,-0.74833
0.83987,0.54278
0.96076,0.27739
0.1621,0.98677
