,0
cate_neonate,0.15175640982043398
eth_asian,1.0
eth_mixed,0.744586030288501
eth_caucasian,1.0
eth_african,0.5188888552857036
eth_jewish,
sex,0.8954470578814497
ccc.neuro,1.0
ccc.cardio,0.03449773437646021
ccc.pulmo,0.10466706949704759
ccc.uro,0.4096349311199208
ccc.gastro,0.07659291532413984
ccc.haemimmuno,0.644939283484705
ccc.metabol,0.058512332098193606
ccc.malform,0.05110950161029348
ccc.onco,2.703659206888598e-09
ccc.neo,0.04718471148260288
ccc.surg,0.0012564053548266441
ccc.techdep,0.6512796534224782
ccc.transplant,0.390625
cate_comorbidity,0.000231481213041969
cate_healthy,0.0212024510301489
cons05.resp,0.00045773514572163877
cons05.cvs,0.011703862047281525
cons05.cns,0.00025122803092679784
cons05.ren,0.7552653600325357
cons05.hep,0.6770250081753719
cons05.hem,0.06008110343632507
niv,0.06984933268533368
iv,0.00013749191941943848
hfnc,0.015344893459169744
ecls,0.390625
inotrope,0.049377158368918136
crrt,0.38181393106712047
focus_abdominal,0.5752953350635184
focus_clabsi,0.10348892359375944
focus_cns,0.0018256790329366248
focus_earnosethroat,0.6512796534224782
focus_endocarditis,0.644939283484705
focus_osteoarticular,0.6080404976613192
focus_other,1.0
focus_pneumonia,0.022587098004969358
focus_primbsi,1.0
focus_skin,1.0
focus_toxic_shock,1.0
focus_uti,0.03197497649080101
focus_wound,0.5625144742936544
cahai_ca,0.24428282410604135
cahai_eos,0.7927611695119359
cahai_hai,1.0
cahai_los.ca,0.3240299856779907
cahai_los.hai,0.040046226332403664
patho_candida,0.38181393106712047
patho_cons,1.0
patho_ecoli,0.0007661104491430843
patho_enterococcus,0.008546126427291217
patho_hinfluenzae,0.644939283484705
patho_klebsiella,1.0
patho_nmeningitidis,0.5625144742936544
patho_othergneg,0.5038616597746466
patho_othergpos,0.15824430593873973
patho_paeruginosa,0.744586030288501
patho_sagalactiae,0.32901191713181954
patho_saureus,0.09615686363414747
patho_spneumoniae,0.018919632117870254
patho_spyogenes,0.6080404976613192
patho_viridansgroup,0.0005889809505096811
abx.change.pen,0.0192392374141829
abx.change.oxa,1.0
abx.change.pip,1.0
abx.change.cla,0.5188888552857036
abx.change.cxm,0.15824430593873973
abx.change.cro,0.7079512939211084
abx.change.fep,1.0
abx.change.mem,0.14107997190668203
abx.change.amk,0.7398463896134424
abx.change.van,1.0
abx.change.cip,0.28308823529411764
abx.change.lzd,0.390625
abx.change.cli,0.38181393106712047
abx.change.mtz,
abx.change.sxt,1.0
