,F_stat,p-value
P05089,120.77972086535776,9.63855421686747e-05
Q9UBU3,0.0010028765053422199,0.9763855421686747
Q9UN19,141.65676878472362,9.63855421686747e-05
Q8IXJ6,114.29108390874188,9.63855421686747e-05
P19878,197.05897861468364,9.63855421686747e-05
Q13541,82.28836210286883,9.63855421686747e-05
Q7L5Y9,130.05341263379998,9.63855421686747e-05
Q9HBB8,8.475471357732062,0.004240963855421687
infections_PC_8,3.4650774696594326,0.06197590361445783
O60934,206.29908608048794,9.63855421686747e-05
P13611,55.88573901997203,9.63855421686747e-05
Q9NWZ3,151.4192193619661,9.63855421686747e-05
Q9Y4K4,120.29199805961181,9.63855421686747e-05
Q02880,200.28258210201253,9.63855421686747e-05
pelod.cns,1.8669365610789803,0.1893975903614458
Q04637,129.8193373518851,9.63855421686747e-05
P49023,223.59156112226617,9.63855421686747e-05
Q9Y5K6,58.31740070935721,9.63855421686747e-05
P27695,220.06239401876294,9.63855421686747e-05
O15357,123.50204753025234,9.63855421686747e-05
Q12933,93.34900865190198,9.63855421686747e-05
O94992,110.46026322431028,9.63855421686747e-05
P35754,118.35717282768822,9.63855421686747e-05
Q9UKL0,97.92613453102632,9.63855421686747e-05
Q05516,102.32447035762232,9.63855421686747e-05
O95544,213.7703968156298,9.63855421686747e-05
Q96DB9,62.74651578525861,9.63855421686747e-05
Q9BXN2,102.7155517154856,9.63855421686747e-05
Q14790,142.20768433795757,9.63855421686747e-05
O75787,104.0938965338644,9.63855421686747e-05
Q02790,149.07426941386416,9.63855421686747e-05
P46109,196.82606407342223,9.63855421686747e-05
P09769,206.0101179197972,9.63855421686747e-05
Q76M96,43.91826325402898,9.63855421686747e-05
pelod.cvs,1.2640620928071145,0.2693493975903615
map.low,11.908849873205183,0.00048192771084337347
infections_PC_29,0.01148151431168371,0.9143132530120482
O95630,83.85978277487054,9.63855421686747e-05
P14317,169.23493038719457,9.63855421686747e-05
Q96SB3,203.1755819626248,9.63855421686747e-05
Q07065,129.29234213018853,9.63855421686747e-05
P50749,214.79908484089896,9.63855421686747e-05
infections_PC_4,36.447032012101445,9.63855421686747e-05
Q12778,164.65632646454938,9.63855421686747e-05
P19429,13.936155050248805,0.0002891566265060241
P41236,146.0050795719688,9.63855421686747e-05
O14867,136.40067425134782,9.63855421686747e-05
psofa.resp,6.983473409501888,0.009493975903614458
O15169,141.71761335458433,9.63855421686747e-05
infections_PC_20,0.6062054357786334,0.435566265060241
Q07954,76.09642205838983,9.63855421686747e-05
context_PC_18,1.6677455584827034,0.20337349397590362
P16455,65.35813614973803,9.63855421686747e-05
Q8NBS9,104.90674872065911,9.63855421686747e-05
P51693,11.915330703817618,0.00048192771084337347
O75569,190.1885571173822,9.63855421686747e-05
Q9Y5A7,93.60324223551815,9.63855421686747e-05
P20472,87.51732608873762,9.63855421686747e-05
P40121,151.1910161183422,9.63855421686747e-05
Q9UQQ2,85.6967147645072,9.63855421686747e-05
Q05084,112.25416712542722,9.63855421686747e-05
P51617,156.57625564658628,9.63855421686747e-05
Q9HAW4,24.291891098889003,9.63855421686747e-05
Q13007,9.078863057931565,0.0026987951807228914
P09104,63.42811095768374,9.63855421686747e-05
context_PC_22,0.02875593956645852,0.8702650602409638
infections_PC_32,1.214425843683245,0.27074698795180724
P46379,129.17054900207646,9.63855421686747e-05
Q14203,105.49460160997653,9.63855421686747e-05
P55957,105.00875669579618,9.63855421686747e-05
Q7L8A9,11.800167062042885,0.0005783132530120482
Q8NDB2,88.55114825833782,9.63855421686747e-05
Q92844,171.0115393462636,9.63855421686747e-05
O00273,93.00981478126027,9.63855421686747e-05
P51858,183.7304124450516,9.63855421686747e-05
Q9GZT9,169.87001899678393,9.63855421686747e-05
Q6ZUJ8,103.43599187109314,9.63855421686747e-05
P30044,193.3787303692826,9.63855421686747e-05
P21964,80.10977564775774,9.63855421686747e-05
P23526,54.53263908889049,9.63855421686747e-05
Q00978,218.2463648496015,9.63855421686747e-05
Q9UNK0,155.0205462837865,9.63855421686747e-05
cap.refill,20.734045740492224,9.63855421686747e-05
Q9NRA1,0.06335505868973954,0.8039518072289157
A6NI73,119.01746090846555,9.63855421686747e-05
P06850,34.41083469741195,9.63855421686747e-05
P28845,0.154425264397511,0.6963855421686747
P29474,46.535118088933224,9.63855421686747e-05
pao2.low,0.22907344647884273,0.6455903614457831
Q6WN34,45.78448385777265,9.63855421686747e-05
P09417,46.86406555293984,9.63855421686747e-05
,52.5833262668608,9.63855421686747e-05
pelod.resp,8.350937136257098,0.0038554216867469878
O15123,47.55994308243267,9.63855421686747e-05
Q9Y653,18.34098412255382,9.63855421686747e-05
O00186,71.01036554273128,9.63855421686747e-05
P19474,85.15587287250297,9.63855421686747e-05
Q9NY25,167.70319725593686,9.63855421686747e-05
Q8IUK5,0.5985150814600184,0.44173493975903616
P07332,115.54156827956866,9.63855421686747e-05
Q16773,68.90509151361698,9.63855421686747e-05
P25815,152.75473034285585,9.63855421686747e-05
O95786,144.15578887870086,9.63855421686747e-05
P12724,131.3468270671858,9.63855421686747e-05
Q9UHX3,72.8273329748093,9.63855421686747e-05
Q13490,145.8667615553122,9.63855421686747e-05
P35237,139.65998885443653,9.63855421686747e-05
P50452,92.61435803743313,9.63855421686747e-05
Q12968,13.611188076322867,0.0003855421686746988
P27797,59.73966612918512,9.63855421686747e-05
P00352,15.062848374270951,9.63855421686747e-05
infections_PC_5,0.005039083938298027,0.9416867469879519
context_PC_9,0.21237345549793732,0.716433734939759
P01583,1.7928054021756739,0.19296385542168676
Q9GZV9,33.96915181818807,9.63855421686747e-05
P61244,84.05205827971325,9.63855421686747e-05
P40818,113.28560652372066,9.63855421686747e-05
context_PC_2,65.37230950202758,9.63855421686747e-05
Q8WXI8,101.59516161867151,9.63855421686747e-05
O75475,96.48878903353435,9.63855421686747e-05
Q8NHJ6,45.948453630678316,9.63855421686747e-05
P42658,4.442919874858656,0.03662650602409639
P80303,90.26549576482732,9.63855421686747e-05
Q9Y286,27.64400628672728,9.63855421686747e-05
P43629,10.313340486132505,0.0009638554216867469
O75688,29.375408795284933,9.63855421686747e-05
P53539,71.44755792658111,9.63855421686747e-05
P15514,28.682391463622547,9.63855421686747e-05
