,0
cate_neonate,0.0012203869135770855
eth_asian,1.0
eth_mixed,0.17776668157070136
eth_caucasian,0.0868871163812441
eth_african,0.0618634708087972
eth_jewish,
sex,0.8772026627997774
ccc.neuro,0.4188352566376752
ccc.cardio,0.012244035470414211
ccc.pulmo,0.10761889823776807
ccc.uro,0.7061944450152068
ccc.gastro,1.0
ccc.haemimmuno,1.0
ccc.metabol,0.49950169423958535
ccc.malform,1.0
ccc.onco,0.0074950589707868465
ccc.neo,5.304603633038524e-05
ccc.surg,0.00091007905737227
ccc.techdep,0.03076244689807895
ccc.transplant,1.0
cate_comorbidity,1.2308786534347922e-05
cate_healthy,1.8001341106522015e-13
cons05.resp,2.2838716890676908e-08
cons05.cvs,0.006007063564976761
cons05.cns,0.3850485705156516
cons05.ren,0.03076244689807895
cons05.hep,0.10761889823776807
cons05.hem,0.00014054782202323294
niv,8.472372438935557e-12
iv,0.174297582995749
hfnc,1.0
ecls,1.0
inotrope,0.015274381231760528
crrt,0.49950169423958535
focus_abdominal,
focus_clabsi,2.3118281391205412e-11
focus_cns,
focus_earnosethroat,0.3393395137072509
focus_endocarditis,0.03076244689807895
focus_osteoarticular,1.8165443699458746e-10
focus_other,
focus_pneumonia,0.836511211710331
focus_primbsi,0.3838869802064491
focus_skin,1.308111299650178e-06
focus_toxic_shock,
focus_uti,1.0
focus_wound,0.49950169423958535
cahai_ca,2.019394776370908e-05
cahai_eos,0.007571161161487513
cahai_hai,0.05237538504060345
cahai_los.ca,1.0
cahai_los.hai,0.06898746530722336
patho_candida,1.0
patho_cons,2.611506146427289e-07
patho_ecoli,0.0016942118933586173
patho_enterococcus,0.1242470825631043
patho_hinfluenzae,0.09887313367109965
patho_klebsiella,0.49950169423958535
patho_nmeningitidis,0.46551724137931033
patho_othergneg,0.21736859036238848
patho_othergpos,0.3393395137072509
patho_paeruginosa,0.6242689177481995
patho_sagalactiae,1.0
patho_saureus,2.8154683110402366e-10
patho_spneumoniae,0.1935993666641951
patho_spyogenes,0.06840521455001168
patho_viridansgroup,0.44419619233240704
abx.change.pen,0.0008541778025964591
abx.change.oxa,0.042837783391425674
abx.change.pip,
abx.change.cla,0.6647889364224133
abx.change.cxm,0.6647889364224133
abx.change.cro,0.010855300132877773
abx.change.fep,1.0
abx.change.mem,0.00091007905737227
abx.change.amk,1.0
abx.change.van,4.784782177049381e-08
abx.change.cip,1.0
abx.change.lzd,
abx.change.cli,1.0
abx.change.mtz,
abx.change.sxt,
